nodefrom,nodeto,cable,length,kind,PCR
3862814,45253,BT - Desconocido BT,1.0,Subterráneo,0
45253,2577411,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",8.0,Aéreo,9078502
2577411,2818152,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",4.0,Aéreo,0
2818152,2818028,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",39.0,Aéreo,0
2818152,2818164,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",19.0,Aéreo,15157401
2818028,3294602,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",4.0,Subterráneo,0
2818164,2818169,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",15.0,Aéreo,15157201
3294602,3294607,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",25.0,Subterráneo,0
3294607,2818011,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",14.0,Subterráneo,0
2818011,2818025,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.0,Subterráneo,37879071
2818011,3294613,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",25.47,Subterráneo,0
3294613,1272455,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.46,Subterráneo,0
3862814,45255,BT - Desconocido BT,1.0,Subterráneo,0
45255,2387418,BT - Desconocido BT,25.0,Subterráneo,0
2387418,45256,BT - Desconocido BT,58.0,Subterráneo,0
45256,3814154,BT - Desconocido BT,28.73,Subterráneo,15148801
45256,3070098,BT - Desconocido BT,34.0,Subterráneo,0
3814154,3814155,BT - Desconocido BT,16.69,Subterráneo,15148601
3070098,45258,BT - Desconocido BT,24.0,Subterráneo,0
3070098,3071513,BT - Desconocido BT,2.0,Subterráneo,0
3814155,45257,BT - Desconocido BT,15.53,Subterráneo,8913801
45258,1671006,BT - Desconocido BT,5.0,Subterráneo,0
45258,2524872,BT - Desconocido BT,13.0,Subterráneo,0
3071513,1671719,BT - Desconocido BT,7.06,Aéreo,0
2524872,2524875,BT - Desconocido BT,18.0,Subterráneo,0
2524872,2524886,"BT - RV 0,6/1 KV 4*95 KAL",3.0,Subterráneo,35300501
2524875,2524876,BT - Desconocido BT,12.0,Subterráneo,15157701
2524875,2524881,"BT - RV 0,6/1 KV 4*95 KAL",2.0,Subterráneo,36215201
3862814,45284,BT - Desconocido BT,1.0,Subterráneo,0
45284,2537258,BT - Desconocido BT,33.0,Subterráneo,0
2537258,45285,BT - Desconocido BT,43.91,Subterráneo,0
2537258,2537263,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",94.0,Subterráneo,0
45285,1351946,"BT - RV 0,6/1 KV 4*25 KAL",11.36,Subterráneo,31919001
45285,1351946,"BT - RV 0,6/1 KV 4*25 KAL",11.36,Subterráneo,31570101
2537263,2537268,"BT - RV 0,6/1 KV 4*95 KAL",6.0,Subterráneo,37461371
2537263,3587463,"BT - RV 0,6/1 KV 4*95 KAL",35.18,Subterráneo,0
3587463,2537255,"BT - RV 0,6/1 KV 4*95 KAL",2.61,Subterráneo,37460871
3587463,3587516,"BT - RV 0,6/1 KV 4*95 KAL",8.55,Subterráneo,0
3587516,3587511,"BT - RV 0,6/1 KV 4*95 KAL",46.02,Subterráneo,0
3587511,44452,"BT - RV 0,6/1 KV 4*95 KAL",31.7,Subterráneo,0
3862814,45289,BT - Desconocido BT,1.0,Subterráneo,0
45289,3225993,BT - Desconocido BT,16.0,Subterráneo,0
3225993,43271,BT - Desconocido BT,81.0,Subterráneo,0
43271,2528143,BT - Desconocido BT,17.0,Subterráneo,0
2528143,2528052,BT - Desconocido BT,18.0,Subterráneo,0
2528143,2528148,BT - Desconocido BT,1.0,Subterráneo,8822001
2528052,2528049,BT - Desconocido BT,9.0,Subterráneo,0
2528052,2528062,BT - Desconocido BT,1.0,Subterráneo,9079102
2528049,2528057,BT - Desconocido BT,1.0,Subterráneo,15186101
2528049,3225979,BT - Desconocido BT,15.0,Subterráneo,0
3225979,2528018,BT - Desconocido BT,15.0,Subterráneo,0
2528018,43270,BT - Desconocido BT,17.0,Subterráneo,0
2528018,2528023,BT - Desconocido BT,2.0,Subterráneo,15124701
3862814,45290,BT - Desconocido BT,1.0,Subterráneo,0
45290,3226289,BT - Desconocido BT,16.0,Subterráneo,0
3226289,45291,BT - Desconocido BT,23.0,Subterráneo,9078602
45291,2235300,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",16.0,Aéreo,9078601
