ID,PCR,Fase
ZIV0040332070,15124701,(Mono)
ZIV0040332070,15124701,S
ZIV0040332071,15124701,(Mono)
ZIV0040332071,15124701,S
ZIV0040332072,15124701,(Mono)
ZIV0040332072,15124701,S
ZIV0040342321,15124701,R
ZIV0040430282,15148801,T
ZIV0040430288,15148801,T
ZIV0040430289,15148801,R
ZIV0040430290,15148801,S
ZIV0040430303,15148601,S
ZIV0040430304,15148601,R
ZIV0040430306,15148801,R
ZIV0040430307,37879071,(Mono)
ZIV0040430307,37879071,R
ZIV0040430309,15148601,T
ZIV0040430310,15148601,S
ZIV0040430344,15148801,S
ZIV0040430347,15148801,T
ZIV0040430348,8913801,T
ZIV0040430349,8913801,S
ZIV0040430350,15148601,S
ZIV0040430351,15148801,R
ZIV0040430376,37879071,(Mono)
ZIV0040430376,37879071,R
ZIV0040430377,15148801,R
ZIV0040430378,15148801,S
ZIV0040430452,15148601,R
ZIV0040430453,15148601,R
ZIV0040430454,37879071,(Mono)
ZIV0040430454,37879071,T
ZIV0040430456,8913801,R
ZIV0040430457,15148601,S
ZIV0040430458,8913801,R
ZIV0040430459,8913801,T
ZIV0040430460,8913801,S
ZIV0040430461,8913801,S
ZIV0040430467,15148801,S
ZIV0040430469,15148801,S
ZIV0040430470,8913801,R
ZIV0040430471,8913801,S
ZIV0040430487,15148801,R
ZIV0040430488,15148801,S
ZIV0040430490,15148801,R
ZIV0040430492,37879071,(Mono)
ZIV0040430492,37879071,T
ZIV0040430493,37879071,(Mono)
ZIV0040430493,37879071,R
ZIV0040430494,37879071,(Mono)
ZIV0040430494,37879071,S
ZIV0040430497,37879071,(Mono)
ZIV0040430497,37879071,R
ZIV0040430498,37879071,(Mono)
ZIV0040430498,37879071,S
ZIV0040430499,37879071,(Mono)
ZIV0040430499,37879071,R
ZIV0040430500,37879071,(Mono)
ZIV0040430500,37879071,R
ZIV0040430501,37879071,(Mono)
ZIV0040430501,37879071,T
ZIV0040430516,37879071,(Mono)
ZIV0040430516,37879071,T
ZIV0040430562,37879071,(Mono)
ZIV0040430562,37879071,S
ZIV0040430564,8913801,R
ZIV0040430565,37879071,(Mono)
ZIV0040430565,37879071,S
ZIV0040430566,37879071,(Mono)
ZIV0040430566,37879071,T
ZIV0040430567,15148601,R
ZIV0040430568,15148601,T
ZIV0040430569,8913801,R
ZIV0040430570,8913801,T
ZIV0040430571,37879071,(Mono)
ZIV0040430571,37879071,S
ZIV0040430661,8913801,T
ZIV0040430662,37879071,(Mono)
ZIV0040430662,37879071,S
ZIV0040430663,37879071,(Mono)
ZIV0040430663,37879071,T
ZIV0040430664,37879071,(Mono)
ZIV0040430664,37879071,R
ZIV0040430665,37879071,(Mono)
ZIV0040430665,37879071,R
ZIV0040430666,37879071,(Mono)
ZIV0040430666,37879071,T
ZIV0040430667,37879071,(Mono)
ZIV0040430667,37879071,R
ZIV0040430668,37879071,(Mono)
ZIV0040430668,37879071,S
ZIV0040430669,37879071,(Mono)
ZIV0040430669,37879071,T
ZIV0040430670,37879071,(Mono)
ZIV0040430670,37879071,R
ZIV0040430671,37879071,(Mono)
ZIV0040430671,37879071,T
ZIV0040430692,8913801,S
ZIV0040430693,15148801,T
ZIV0040430694,15148801,S
ZIV0040430696,8913801,S
ZIV0040430699,37879071,(Mono)
ZIV0040430699,37879071,(Mono)
ZIV0040430700,15148801,T
ZIV0040637024,37879071,(Mono)
ZIV0040637024,37879071,RST
ZIV0040637028,37879071,(Mono)
ZIV0040637028,37879071,RST
ZIV0040637130,37879071,(Mono)
ZIV0040637130,37879071,RST
ZIV0040637220,15148801,RST
ZIV0042301930,15148601,RST
ZIV0042302656,8913801,RST
ZIV0045433830,8913801,RST
ZIV0045433831,8913801,RST
ZIV0045433832,8913801,RST
ZIV0045433833,37879071,(Mono)
ZIV0045433833,37879071,RST
ZIV0045433834,15148801,RST
ZIV0045433839,37879071,(Mono)
ZIV0045433839,37879071,RST
ZIV0045434536,37461371,RST
ZIV0045434538,37461371,RST
ZIV0045434545,35300501,RST
ZIV0045434547,9078602,RST
ZIV0045434580,15148601,RST
ZIV0045434585,15148601,RST
ZIV0045434602,9078502,RST
ZIV0045434603,15157401,RST
ZIV0045434608,15157201,RST
ZIV0045434613,9079102,RST
ZIV0045434614,15186101,RST
ZIV0045434619,9079102,(Tri)
ZIV0045434619,9079102,RST
ZIV0045434740,15124701,(Mono)
ZIV0045434740,15124701,RST
ZIV0045434741,15124701,(Tri)
ZIV0045434741,15124701,RST
ZIV0045434743,37460871,(Tri)
ZIV0045435419,31570101,(Mono)
ZIV0045772074,9078601,S
ZIV0045774500,37460871,S
ZIV0045774501,37460871,R
ZIV0045774553,37460871,S
ZIV0045774554,37460871,T
ZIV0045774680,9078502,R
ZIV0045774681,9078502,S
ZIV0045774682,9078502,T
ZIV0045774683,9078502,S
ZIV0045774684,9078502,T
ZIV0045774685,9078502,T
ZIV0045774686,9078502,S
ZIV0045774688,9078502,S
ZIV0045774689,9078502,T
ZIV0045774690,9078502,R
ZIV0045774691,9078502,T
ZIV0045774692,9078502,R
ZIV0045774693,9078502,S
ZIV0045774694,9078502,T
ZIV0045774695,9078502,R
ZIV0045774696,9078502,S
ZIV0045774697,9078502,R
ZIV0045774698,9078502,R
ZIV0045774711,35300501,(Mono)
ZIV0045774715,35300501,(Mono)
ZIV0045774720,15186101,(Mono)
ZIV0045774720,15186101,T
ZIV0045774750,9078602,T
ZIV0045774751,9078602,T
ZIV0045774752,9078602,R
ZIV0045774753,9078602,R
ZIV0045774754,9078602,S
ZIV0045774755,9078602,S
ZIV0045774756,9078602,T
ZIV0045774757,9078602,S
ZIV0045774758,9078602,T
ZIV0045774759,9078602,T
ZIV0045774831,35300501,(Mono)
ZIV0045774852,8913801,T
ZIV0045774856,8913801,(Mono)
ZIV0045774857,8913801,T
ZIV0045774863,15148601,T
ZIV0045774864,15148601,T
ZIV0045774868,15148601,R
ZIV0045774869,37460871,R
ZIV0045774930,9078602,R
ZIV0045774931,9078601,S
ZIV0045774932,9078602,S
ZIV0045774933,9078602,R
ZIV0045774934,35300501,(Mono)
ZIV0045774935,9078602,R
ZIV0045774936,9078601,T
ZIV0045774937,9078602,T
ZIV0045774938,9078602,T
ZIV0045774939,9078602,S
