nodefrom,nodeto,cable,length,kind,PCR
1272346,1272360,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",7.82,Subterráneo,37864101
1272346,2537271,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",52.93,Subterráneo,0
2537271,1272003,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",18.0,Subterráneo,0
3863979,112228,BT - Desconocido BT,1.0,Subterráneo,0
112228,3226221,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",59.0,Subterráneo,0
3226221,1118814,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",4.0,Subterráneo,0
1118814,1118897,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",12.0,Subterráneo,0
1118814,1118902,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",10.0,Subterráneo,0
1118897,1118829,"BT - RV 0,6/1 KV 4*95 KAL",2.0,Subterráneo,100328239
1118902,1118839,"BT - RV 0,6/1 KV 4*95 KAL",2.0,Subterráneo,100328346
3863979,112235,BT - Desconocido BT,1.0,Subterráneo,0
112235,324101,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",61.44,Subterráneo,0
324101,3226252,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",33.6,Subterráneo,0
3226252,3226253,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.59,Subterráneo,0
3226253,3226257,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",9.85,Subterráneo,0
3226257,512385,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",14.78,Subterráneo,0
512385,231563,"BT - RV 0,6/1 KV 4*95 KAL",2.62,Subterráneo,100344372
512385,1327275,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",21.47,Subterráneo,0
1327275,1327284,"BT - RV 0,6/1 KV 4*95 KAL",3.29,Subterráneo,15175401
1327275,3226262,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",16.35,Subterráneo,0
3226262,455227,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.12,Subterráneo,0
