node,vR_us,vS_us,vT_us,vN_us,vR_br,vS_br,vT_br,vN_br
0,230.94010767585033,230.9401076758503,230.9401076758503,0.0,230.94010767585033,230.9401076758503,230.9401076758503,0.0
1,230.92315359534183,230.9335198106911,230.93843464971653,0.015776588094136793,230.92315359534194,230.93351981069105,230.9384346497164,0.015776588094309724
2,229.915434928497,230.52487338797786,230.84209693070144,1.4408408990332713,229.91543492849976,230.52487338797692,230.84209693070096,1.4408408990357142
3,229.39479808433998,230.31387053468666,230.79232467892612,2.1771563670905265,229.39479808434413,230.31387053468538,230.7923246789253,2.1771563670942924
4,229.07570412588225,230.18459050884815,230.76181985895795,2.628446557713846,229.0757041258874,230.1845905088465,230.76181985895693,2.628446557718629
5,228.58867488444577,229.9873334323028,230.71526097556233,3.317257942690214,228.58867488445276,229.98733343230023,230.7152609755611,3.317257942696622
6,228.58867488444574,229.98733343230273,230.71526097556227,3.317257942690254,228.58867488445304,229.9873334323001,230.71526097556082,3.317257942697137
7,228.5886748844457,229.98733343230276,230.71526097556224,3.3172579426902766,228.588674884453,229.9873334323001,230.71526097556082,3.3172579426972084
8,230.93747647489963,230.93475932822417,230.93351617239472,0.0015078355998288787,230.9374764748997,230.93475932822415,230.9335161723946,0.0015078355997220803
9,230.7798437635833,230.61503080572527,230.53670187306807,0.14113157516382846,230.7798437635862,230.615030805727,230.5367018730629,0.14113157516284527
10,230.76670770823196,230.58839338564377,230.50363517739714,0.15276740175737188,230.76670770823526,230.58839338564547,230.50363517739157,0.1527674017560772
11,230.7430628101227,230.54044860175324,230.44411557688,0.17371189135510792,230.74306281012625,230.5404486017547,230.44411557687437,0.17371189135324483
12,230.74366485365718,230.5398585937446,230.40115402556722,0.19433144343691983,230.74366485366073,230.53985859374617,230.40115402556145,0.19433144343331704
13,231.20595248335377,230.9859628267883,228.48641119126617,6.167859021781281,231.33087427679374,231.64093428723496,234.50727662734914,7.071834047289807
14,244.60487145272558,231.35207165609307,383.35739388206565,563.2323515588757,265.00216933191246,273.95683089125106,551.5845989412514,624.3619625666605
15,251.95572612053346,231.7247120975491,571.0576713326183,860.3464968351113,287.2591742479424,300.07634565291147,746.2355848209505,953.588676732333
16,255.21227346864595,231.92636275047954,657.7348477763985,990.3339531815861,297.71546237663904,312.0724498563886,832.8093011842342,1097.625371661539
17,257.7874161499724,232.1012384198885,726.8517156453188,1092.4669585127956,306.1960731631033,321.70438029247805,901.2000380347916,1210.7970621819416
18,261.08504633682105,232.34467001367324,815.7210240357416,1222.4544233512047,317.2948404729185,334.1990730475739,988.5967975214475,1354.8337606836963
