ID,PCR,Fase
ZIV0034813783,31137401,(Mono)
ZIV0034813783,31137401,(Mono)
ZIV0034813785,31137401,(Mono)
ZIV0034813785,31137401,(Mono)
ZIV0034813786,31137401,(Mono)
ZIV0034813786,31137401,(Mono)
ZIV0034814137,31137401,(Mono)
ZIV0034814137,31137401,(Mono)
ZIV0040637022,37864101,(Mono)
ZIV0040637022,37864101,(Mono)
SAG0125356649,101666753,(Mono)
SAG0125356661,100741045,R
SAG0125356664,100741045,T
SAG0125356667,100741045,S
SAG0125356670,100741045,T
SAG0125356721,100328239,R
SAG0125356722,100328239,R
SAG0125356723,100328346,R
SAG0125356724,100328346,S
SAG0125356725,100328239,S
SAG0125356726,100328239,R
SAG0125356727,100328239,R
SAG0125356728,100328239,T
SAG0125356729,100328239,S
SAG0125356730,100328239,R
SAG0125356792,100741045,S
SAG0125356842,100328346,R
SAG0125356845,100328346,(Mono)
SAG0125356847,100328346,T
SAG0125356848,100328346,T
SAG0125356850,100328346,T
SAG0125356854,100328346,R
SAG0125356858,100328346,S
SAG0125356859,100328346,T
SAG0125358615,100741045,T
SAG0145435754,31137601,(Mono)
SAG0145435754,31137601,(Mono)
SAG0155290028,37185301,(Mono)
SAG0155290028,37185301,(Mono)
SOG0020062365,100741045,R
SOG0020095265,31137401,(Mono)
SOG0020095265,31137401,(Mono)
SOG0020098729,100328346,S
ZIV0034669899,100741045,S
ZIV0034670285,100734481,T
ZIV0034790660,31137601,T
ZIV0034790660,31137601,(Mono)
ZIV0034795938,38849071,S
ZIV0034795939,38849071,R
ZIV0034795940,38849071,T
ZIV0034795941,38849071,R
ZIV0034795943,38849071,R
ZIV0034795944,38849071,S
ZIV0034796008,38849071,T
ZIV0034796009,38849071,S
ZIV0034796010,38849071,S
ZIV0034796011,38849071,T
ZIV0034796012,38849071,R
ZIV0034796013,38849071,T
ZIV0034796014,38849071,R
ZIV0034796015,38849071,S
ZIV0034796017,38849071,(Mono)
ZIV0034796058,38849071,T
ZIV0034796059,38849071,R
ZIV0034796060,38849071,T
ZIV0034796061,38849071,S
ZIV0034796062,38849071,S
ZIV0034796063,38849071,S
ZIV0034796064,38849071,T
ZIV0034796065,38849071,T
ZIV0034796066,38849071,R
ZIV0034796067,38849071,S
ZIV0034804238,37419701,T
ZIV0034804239,37419701,R
ZIV0034804240,37419701,R
ZIV0034804241,37419701,S
ZIV0034804242,37419701,T
ZIV0034804243,37419701,R
ZIV0034804244,37419701,S
ZIV0034804245,37419701,T
ZIV0034804246,37419701,S
ZIV0034804247,37419701,(Mono)
ZIV0034804282,31137301,T
ZIV0034804282,31137301,(Mono)
ZIV0034804287,37185301,R
ZIV0034804287,37185301,(Mono)
ZIV0034804288,37189901,R
ZIV0034804288,37189901,(Mono)
ZIV0034804289,37189901,S
ZIV0034804289,37189901,(Mono)
ZIV0034804290,37189901,(Mono)
ZIV0034804290,37189901,(Mono)
ZIV0034804291,37189901,(Mono)
ZIV0034804291,37189901,(Mono)
ZIV0034804292,37189901,T
ZIV0034804292,37189901,(Mono)
ZIV0034804293,37189901,R
ZIV0034804293,37189901,(Mono)
ZIV0034804294,37189901,S
ZIV0034804294,37189901,(Mono)
ZIV0034804295,37189901,T
ZIV0034804295,37189901,(Mono)
ZIV0034804296,37189901,S
ZIV0034804296,37189901,(Mono)
ZIV0034804297,37189901,S
ZIV0034804297,37189901,(Mono)
ZIV0034804338,37189901,S
ZIV0034804338,37189901,(Mono)
ZIV0034804339,37189901,T
ZIV0034804339,37189901,(Mono)
ZIV0034804340,37189901,(Mono)
ZIV0034804340,37189901,(Mono)
ZIV0034804341,37189901,T
ZIV0034804341,37189901,(Mono)
ZIV0034804342,37189901,R
ZIV0034804342,37189901,(Mono)
ZIV0034804343,37189901,R
ZIV0034804343,37189901,(Mono)
ZIV0034804344,37189901,R
ZIV0034804344,37189901,(Mono)
ZIV0034804345,37189901,T
