ID,PCR,Fase
ZIV0034804345,37189901,(Mono)
ZIV0034804346,37189901,R
ZIV0034804346,37189901,(Mono)
ZIV0034804347,37189901,(Mono)
ZIV0034804347,37189901,(Mono)
ZIV0034804378,37185201,R
ZIV0034804378,37185201,(Mono)
ZIV0034804379,37185201,R
ZIV0034804379,37185201,(Mono)
ZIV0034804381,37185201,(Mono)
ZIV0034804381,37185201,(Mono)
ZIV0034804382,37185201,(Mono)
ZIV0034804382,37185201,(Mono)
ZIV0034804383,37185201,(Mono)
ZIV0034804383,37185201,(Mono)
ZIV0034804384,37185201,S
ZIV0034804384,37185201,(Mono)
ZIV0034804386,37185201,T
ZIV0034804386,37185201,(Mono)
ZIV0034804387,37185201,(Mono)
ZIV0034804387,37185201,(Mono)
ZIV0034804481,37185301,T
ZIV0034804481,37185301,(Mono)
ZIV0034804588,31137301,(Mono)
ZIV0034804588,31137301,(Mono)
ZIV0034804589,31137301,(Mono)
ZIV0034804589,31137301,(Mono)
ZIV0034804590,37419701,R
ZIV0034804591,37419701,R
ZIV0034804592,37419701,R
ZIV0034804593,31137301,R
ZIV0034804593,31137301,(Mono)
ZIV0034804594,37419701,T
ZIV0034804596,37419701,S
ZIV0034804597,37419701,S
ZIV0034804688,31137301,S
ZIV0034804688,31137301,(Mono)
ZIV0034804689,31137301,S
ZIV0034804689,31137301,(Mono)
ZIV0034804692,31137301,(Mono)
ZIV0034804692,31137301,(Mono)
ZIV0034804697,31137301,(Mono)
ZIV0034804697,31137301,(Mono)
ZIV0034804708,37185301,(Mono)
ZIV0034804708,37185301,(Mono)
ZIV0034804709,37185301,(Mono)
ZIV0034804709,37185301,(Mono)
ZIV0034804710,37185301,R
ZIV0034804710,37185301,(Mono)
ZIV0034804711,37185301,(Mono)
ZIV0034804711,37185301,(Mono)
ZIV0034804712,37185301,(Mono)
ZIV0034804712,37185301,(Mono)
ZIV0034804713,37185301,T
ZIV0034804713,37185301,(Mono)
ZIV0034804714,37185301,R
ZIV0034804714,37185301,(Mono)
ZIV0034804715,37185301,T
ZIV0034804715,37185301,(Mono)
ZIV0034804716,37185301,(Mono)
ZIV0034804716,37185301,(Mono)
ZIV0034804717,37185301,S
ZIV0034804717,37185301,(Mono)
ZIV0034810812,31137601,(Mono)
ZIV0034810812,31137601,(Mono)
ZIV0034813748,31137501,(Mono)
ZIV0034813748,31137501,(Mono)
ZIV0034813749,31137501,(Mono)
ZIV0034813749,31137501,(Mono)
ZIV0034813751,31137501,(Mono)
ZIV0034813751,31137501,(Mono)
ZIV0034813752,31137501,(Mono)
ZIV0034813752,31137501,(Mono)
ZIV0034813754,31137501,(Mono)
ZIV0034813754,31137501,(Mono)
ZIV0034813755,31137501,(Mono)
ZIV0034813755,31137501,(Mono)
ZIV0034813756,31137501,(Mono)
ZIV0034813756,31137501,(Mono)
ZIV0034813757,31137501,(Mono)
ZIV0034813757,31137501,(Mono)
ZIV0034813779,31137401,(Mono)
ZIV0034813779,31137401,(Mono)
ZIV0034813780,31137401,(Mono)
ZIV0034813780,31137401,(Mono)
ZIV0034813781,31137401,(Mono)
ZIV0034813781,31137401,(Mono)
ZIV0034813782,31137401,(Mono)
ZIV0034813782,31137401,(Mono)
ZIV0034813784,31137401,(Mono)
ZIV0034813784,31137401,(Mono)
ZIV0034813948,31137401,(Mono)
ZIV0034813948,31137401,(Mono)
ZIV0034814068,31137601,(Mono)
ZIV0034814068,31137601,(Mono)
ZIV0034814069,31137601,(Mono)
ZIV0034814069,31137601,(Mono)
ZIV0034814072,31137601,(Mono)
ZIV0034814072,31137601,(Mono)
ZIV0034814074,31137601,(Mono)
ZIV0034814074,31137601,(Mono)
ZIV0034814075,31137601,(Mono)
ZIV0034814075,31137601,(Mono)
ZIV0034814077,31137601,(Mono)
ZIV0034814077,31137601,(Mono)
ZIV0034814128,31137401,(Mono)
ZIV0034814128,31137401,(Mono)
ZIV0034814129,31137601,(Mono)
ZIV0034814129,31137601,(Mono)
ZIV0034814130,31137601,(Mono)
ZIV0034814130,31137601,(Mono)
ZIV0034814131,31137401,(Mono)
ZIV0034814131,31137401,(Mono)
ZIV0034814132,31137401,(Mono)
ZIV0034814132,31137401,(Mono)
ZIV0034814133,31137401,(Mono)
ZIV0034814133,31137401,(Mono)
ZIV0034814134,31137401,(Mono)
ZIV0034814134,31137401,(Mono)
ZIV0034814136,31137401,(Mono)
ZIV0034814136,31137401,(Mono)
ZIV0034816974,31137401,(Mono)
ZIV0034816974,31137401,(Mono)
ZIV0034831723,100179500,S
ZIV0034831725,100179500,T
ZIV0034831726,100179500,R
ZIV0034831729,100179500,T
ZIV0034831730,100179500,R
ZIV0034831732,100179500,T
ZIV0034831733,100179500,S
ZIV0034831788,100734481,(Mono)
ZIV0034840508,100328239,T
ZIV0034842109,38849371,T
ZIV0034842111,38849371,R
ZIV0034842112,100179500,T
ZIV0034842114,100179500,S
ZIV0034842118,38849371,S
ZIV0034844599,31137601,(Mono)
ZIV0034844599,31137601,(Mono)
ZIV0034844725,37185301,(Mono)
ZIV0034844725,37185301,(Mono)
ZIV0034859621,38849071,R
ZIV0034859703,39311201,T
ZIV0034862022,100734481,S
ZIV0034862027,100734481,R
ZIV0034862063,38849071,T
ZIV0034863009,100344372,R
ZIV0034863010,100344372,R
ZIV0034863011,100344372,T
ZIV0034863012,100344372,T
ZIV0034863014,100734481,T
ZIV0034863015,100734481,R
ZIV0034863016,100344372,S
ZIV0034863017,100344372,R
ZIV0034863018,100344372,T
ZIV0034863079,100344372,T
ZIV0034863080,39311201,S
ZIV0034863081,39311201,R
ZIV0034863082,39311201,R
ZIV0034863083,39311201,S
ZIV0034863085,39311201,R
ZIV0034863086,100344372,S
ZIV0034863087,39311201,R
ZIV0034863088,39311201,R
ZIV0034863139,100734481,R
ZIV0034863140,100734481,T
ZIV0034863141,100734481,S
ZIV0034863142,100734481,S
ZIV0034863144,100734481,R
ZIV0034863146,100734481,T
ZIV0034863147,100734481,S
ZIV0034863247,15175901,S
ZIV0034863247,15175901,(Mono)
ZIV0034863419,39311201,T
ZIV0034863419,39311201,(Mono)
ZIV0034863420,39311201,R
ZIV0034863421,39311201,S
ZIV0034863421,39311201,(Mono)
ZIV0034863422,39311201,S
ZIV0034863422,39311201,(Mono)
ZIV0034863423,39311201,S
ZIV0034863424,39311201,T
ZIV0034863424,39311201,(Mono)
ZIV0034863425,100344372,S
ZIV0034863427,39311201,T
ZIV0034863428,39311201,S
ZIV0034863428,39311201,(Mono)
ZIV0034863449,36555201,(Mono)
ZIV0034863451,36555201,R
ZIV0034863451,36555201,(Mono)
ZIV0034863455,36555201,(Mono)
ZIV0034863455,36555201,(Mono)
ZIV0034863456,36555201,R
ZIV0034863456,36555201,(Mono)
ZIV0034863457,36555201,T
ZIV0034863458,36555201,T
ZIV0034863458,36555201,(Mono)
ZIV0034870652,15140101,T
ZIV0034929938,100741045,R
ZIV0036287474,37185201,(Mono)
ZIV0036287474,37185201,(Mono)
ZIV0036287993,31137301,(Mono)
ZIV0036287993,31137301,(Mono)
ZIV0036287998,37419701,RST
ZIV0036287999,37419701,RST
ZIV0036288000,37189901,RST
ZIV0036288000,37189901,(Mono)
ZIV0036288001,37189901,(Mono)
ZIV0036288001,37189901,(Mono)
ZIV0036288002,37185301,(Mono)
ZIV0036288002,37185301,(Mono)
ZIV0036291215,31137501,(Mono)
ZIV0036291215,31137501,(Mono)
ZIV0036291254,31137601,(Tri)
ZIV0036291254,31137601,(Mono)
ZIV0036291255,31137401,(Mono)
ZIV0036291255,31137401,(Mono)
ZIV0036291258,31137401,(Mono)
ZIV0036291258,31137401,(Mono)
ZIV0036291259,31137501,(Mono)
ZIV0036291259,31137501,(Mono)
ZIV0036294370,36555201,(Mono)
ZIV0036294523,39311201,(Mono)
ZIV0036294523,39311201,(Mono)
ZIV0036295130,100344372,RST
ZIV0036295135,38849471,RST
ZIV0036295136,38849371,RST
ZIV0036295139,38849471,RST
ZIV0036295140,38849271,RST
ZIV0036295576,100179500,RST
ZIV0036295577,100179500,RST
ZIV0036295582,100179500,RST
ZIV0036297165,100328239,RST
ZIV0036297234,100328239,RST
ZIV0036297239,100328239,RST
ZIV0036299758,100328346,RST
ZIV0036309627,15175401,RST
ZIV0036309627,15175401,(Mono)
ZIV0040302952,100734481,R
ZIV0040430333,31137601,(Mono)
ZIV0040430333,31137601,(Mono)
ZIV0040430337,38849271,R
ZIV0040430338,38849271,S
ZIV0040430618,37419701,(Mono)
ZIV0040637016,100344372,RST
ZIV0040637109,100741045,RST
ZIV0040637138,37189901,(Mono)
ZIV0040637138,37189901,(Mono)
ZIV0040637165,39311201,RST
ZIV0040637165,39311201,(Mono)
ZIV0040637223,38352401,RST
ZIV0040637233,38849071,RST
ZIV0044820001,38849471,T
ZIV0045437633,38849071,RST
ZIV0045772073,31137601,(Mono)
ZIV0045772073,31137601,(Mono)
ZIV0045774002,31137401,(Mono)
ZIV0045774002,31137401,(Mono)
ZIV0046907454,100328346,T
ZIV0046916967,38849071,T
ZIV0046916971,38849471,R
ZIV0046916972,37419701,(Mono)
ZIV0046917108,100734481,T
ZIV0046917136,38849371,S
ZIV0046917137,38849371,T
ZIV0046917139,38849471,T
ZIV0046917641,31137601,(Mono)
ZIV0046917641,31137601,(Mono)
ZIV0046921793,38849371,T
ZIV0046921794,38849371,R
ZIV0046921795,38849371,T
ZIV0046921796,38849371,S
ZIV0046921823,38849371,R
ZIV0046921824,38849271,R
ZIV0046921825,38849271,R
ZIV0046921826,38849271,T
ZIV0046921828,38849371,R
ZIV0046921829,38849371,S
ZIV0046921830,38849271,T
ZIV0046921831,38849271,S
ZIV0046921832,38849271,S
ZIV0046921841,38849471,S
ZIV0046923473,38849471,T
ZIV0046923475,38849471,S
ZIV0046923476,38849471,R
ZIV0046923477,38849471,S
ZIV0046923478,38849471,R
ZIV0046923479,38849471,T
ZIV0046923480,38849471,T
ZIV0046923481,38849471,R
ZIV0046923482,38849471,R
ZIV0046923801,36555201,S
ZIV0046925364,100741045,R
ZIV0046988436,38849271,T
ZIV0047741208,100734481,(Tri)
