ID,PCR,Fase
SAG0145400682,100791338,T
SOG0020007132,15151601,(Mono)
SOG0020062281,100235115,S
SOG0020062281,100235115,(Mono)
ZIV0034795690,15131001,T
ZIV0034810336,100791338,T
ZIV0034810649,15130801,R
ZIV0034810650,15130901,R
ZIV0034813734,15151801,T
ZIV0034863232,100791338,R
ZIV0034902851,100791338,S
ZIV0034902955,15152401,(Mono)
ZIV0034921450,100791338,T
ZIV0036287978,100791338,RST
ZIV0036291246,15152001,RST
ZIV0036384078,15152401,R
ZIV0040335273,100262778,S
ZIV0040430334,39056172,(Mono)
ZIV0040430513,15153101,S
ZIV0040637012,15176001,RST
ZIV0040637034,100607434,RST
ZIV0040637169,15152401,RST
ZIV0040637235,100788149,RST
ZIV0044828166,39056172,R
ZIV0044831806,100791338,S
ZIV0044842621,39056172,R
ZIV0045434612,100262778,RST
ZIV0045434623,100235115,RST
ZIV0045434715,100723413,RST
ZIV0045434716,39056172,RST
ZIV0045774564,15176001,T
ZIV0045774700,39056172,R
ZIV0045774701,39056172,T
ZIV0045774702,39056172,(Mono)
ZIV0045774704,100788149,(Mono)
ZIV0045774705,39056172,S
ZIV0045774706,39056172,R
ZIV0045774709,100788149,(Mono)
ZIV0045774983,100788149,S
ZIV0045774984,100788149,R
ZIV0045777010,100788149,(Mono)
ZIV0045777174,100788149,(Mono)
ZIV0045777191,39056172,S
ZIV0045777192,39056172,S
ZIV0045777193,39056172,T
ZIV0045777194,39056172,R
ZIV0045777195,39056172,S
ZIV0045777196,100723413,R
ZIV0045777197,39056172,S
ZIV0045777198,39056172,T
ZIV0045777199,39056172,(Mono)
ZIV0045777200,100235115,T
ZIV0045777201,100235115,T
ZIV0045777202,100235115,S
ZIV0045777203,100235115,S
ZIV0045777205,100235115,T
ZIV0045777207,100235115,R
ZIV0045777208,100235115,R
ZIV0045777210,15153101,R
ZIV0045777211,15153101,T
ZIV0045777212,15153101,R
ZIV0045777213,100788149,(Mono)
ZIV0045777214,100788149,R
ZIV0045777215,15153101,(Mono)
ZIV0045777216,15153101,R
ZIV0045777217,15153101,S
ZIV0045777218,100788149,(Mono)
ZIV0045777219,100788149,(Mono)
ZIV0045777225,15116301,S
ZIV0045777227,15116101,R
ZIV0045777320,100262778,R
ZIV0045777321,100262778,S
ZIV0045777322,100262778,S
ZIV0045777323,100262778,R
ZIV0045777324,100262778,S
ZIV0045777325,100262778,R
ZIV0045777326,100262778,T
ZIV0045777327,100262778,R
ZIV0045777328,100262778,R
ZIV0045777329,100262778,T
ZIV0045777374,100788149,(Mono)
ZIV0045777420,100262778,R
ZIV0045777421,100262778,T
ZIV0045777422,100262778,T
ZIV0045777423,100262778,S
ZIV0045777425,100262778,S
ZIV0045777426,100262778,S
ZIV0045777427,100262778,T
ZIV0045777428,100262778,R
ZIV0045777429,100262778,T
ZIV0045777450,100723413,R
ZIV0045777451,39056172,R
ZIV0045777452,39056172,T
ZIV0045777453,39056172,S
ZIV0045777454,39056172,T
ZIV0045777455,39056172,T
ZIV0045777456,39056172,S
ZIV0045777457,39056172,T
ZIV0045777458,39056172,S
ZIV0045777459,39056172,T
ZIV0046162766,39056172,RST
ZIV0046927740,15153101,T
ZIV0046934693,100235115,R
ZIV0046937495,100791338,R
ZIV0046956068,39056172,S
ZIV0046977651,100791338,S
ZIV0046994919,15115901,R
ZIV0047741206,15153101,RST
ZIV0049974773,100248535,RST
