nodefrom,nodeto,cable,length,kind,PCR
3862813,46598,BT - Desconocido BT,1.0,Subterráneo,0
46598,3158232,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",49.42,Subterráneo,0
3158232,92823,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",20.49,Subterráneo,0
92823,2509167,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",53.57,Aéreo,15169101
92823,46611,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",10.27,Aéreo,0
2509167,2509154,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",3.96,Aéreo,15168801
2509167,2576530,BT - MANGUERA,3.57,Aéreo,0
2509167,2576531,BT - MANGUERA,3.52,Aéreo,4283801
46611,2577052,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",21.59,Aéreo,32265401
46611,2509208,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",15.01,Aéreo,0
2509154,2509182,BT - MANGUERA,4.43,Aéreo,0
2577052,3795218,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",10.24,Aéreo,35441601
3795218,2509187,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",2.76,Aéreo,0
3862813,46600,BT - Desconocido BT,1.0,Subterráneo,0
46600,653206,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",34.0,Subterráneo,0
653206,653237,"BT - RV 0,6/1 KV 2*25 KAL",3.0,Subterráneo,15170101
653206,1032388,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.0,Subterráneo,0
1032388,92830,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.0,Subterráneo,0
1032388,3226497,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",3.0,Subterráneo,0
92830,2509246,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",1.0,Aéreo,15170302
92830,2577231,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",9.0,Aéreo,15170301
