nodefrom,nodeto,cable,length,kind,PCR
3226497,1032397,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",128.0,Subterráneo,0
2509246,2509251,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",2.0,Aéreo,15170201
2509246,2509261,BT - MANGUERA,3.39,Aéreo,0
2577231,2577241,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",20.66,Aéreo,15170401
1032397,993831,"BT - RV 0,6/1 KV 4*25 KAL",1.0,Subterráneo,101637300
1032397,2509276,"BT - RV 0,6/1 KV 4*25 KAL",6.0,Subterráneo,100564253
2509251,2509256,BT - MANGUERA,5.12,Aéreo,0
2577241,2509272,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",10.0,Aéreo,0
2577241,2510542,BT - MANGUERA,4.22,Aéreo,0
2509272,2509264,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",2.0,Aéreo,15170501
2509272,2577340,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",37.0,Aéreo,15181201
2509264,2509269,BT - MANGUERA,5.0,Aéreo,0
2577340,2577351,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",4.0,Aéreo,15181301
2577351,2577360,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",16.0,Aéreo,15181401
2577360,46658,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",11.0,Aéreo,0
46658,46659,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",11.0,Aéreo,0
46658,2580958,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",4.0,Aéreo,15181601
46659,2577420,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",25.0,Aéreo,15181101
46659,46662,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",15.0,Aéreo,0
46659,2577390,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",25.0,Aéreo,15125601
2580958,46660,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",15.0,Aéreo,15181801
2577420,3158249,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",11.0,Aéreo,0
46662,2381927,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",59.0,Aéreo,15125801
2577390,2509281,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",14.0,Aéreo,15125701
3158249,2509310,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",31.0,Aéreo,0
2381927,2509296,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",19.0,Aéreo,0
2381927,2509288,BT - MANGUERA,15.0,Aéreo,15126001
2381927,2509287,BT - MANGUERA,4.82,Aéreo,0
2381927,2509293,BT - MANGUERA,4.71,Aéreo,15125901
2509310,2577438,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",66.0,Aéreo,15181501
2509296,46663,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",2.0,Aéreo,15126101
2509296,2580643,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",18.0,Aéreo,0
2577438,2509313,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",35.0,Aéreo,0
2580643,3746327,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",1.16,Aéreo,15126401
2509313,656698,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",94.0,Aéreo,15182001
2509313,2509318,"BT - RZ 0,6/1 KV 2*16 AL",22.0,Aéreo,15126801
3746327,2381944,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",5.37,Aéreo,15126501
656698,2509326,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",55.0,Aéreo,33245201
656698,941806,"BT - RV 0,6/1 KV 4*95 KAL",39.0,Subterráneo,0
656698,941816,"BT - RV 0,6/1 KV 4*95 KAL",56.0,Subterráneo,0
656698,2509323,BT - MANGUERA,19.39,Aéreo,0
2381944,2575625,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",6.0,Aéreo,15126601
2509326,2076913,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",37.0,Aéreo,0
2509326,2509331,BT - MANGUERA,8.0,Aéreo,0
941806,2509341,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",6.0,Subterráneo,0
941806,2509347,"BT - RV 0,6/1 KV 4*25 KAL",2.0,Subterráneo,36245101
941816,2509351,"BT - RV 0,6/1 KV 4*25 KAL",2.0,Subterráneo,100174365
941816,941826,"BT - RV 0,6/1 KV 4*95 KAL",23.0,Subterráneo,0
2575625,2381941,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",5.0,Aéreo,0
2076913,656703,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",41.0,Aéreo,0
2076913,2509332,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",23.0,Aéreo,0
2509341,2509342,"BT - RV 0,6/1 KV 2*25 KAL",1.0,Subterráneo,36246401
2509341,941796,"BT - RV 0,6/1 KV 4*95 KAL",8.0,Subterráneo,0
941826,656714,"BT - RV 0,6/1 KV 4*95 KAL",29.0,Subterráneo,0
941826,2509352,"BT - RV 0,6/1 KV 2*25 KAL",2.0,Subterráneo,39333401
2381941,2577401,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",2.0,Aéreo,15126601
656703,2076938,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",64.0,Aéreo,0
941796,656704,"BT - RV 0,6/1 KV 4*95 KAL",46.0,Subterráneo,0
941796,2509340,"BT - RV 0,6/1 KV 4*25 KAL",1.0,Subterráneo,100692230
656714,2509353,"BT - RV 0,6/1 KV 2*25 KAL",2.0,Subterráneo,100422679
656714,941836,"BT - RV 0,6/1 KV 4*95 KAL",12.0,Subterráneo,0
2577401,2509299,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",90.0,Aéreo,0
2076938,2076943,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",44.0,Aéreo,35997701
656704,2509336,"BT - RV 0,6/1 KV 4*95 KAL",39.0,Subterráneo,0
656704,2509339,"BT - RV 0,6/1 KV 4*25 KAL",1.0,Subterráneo,100762152
941836,2509357,"BT - RV 0,6/1 KV 4*25 KAL",2.0,Subterráneo,100099038
941836,2402027,"BT - RV 0,6/1 KV 4*95 KAL",32.0,Subterráneo,0
2509299,2381966,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",40.0,Aéreo,15126901
2509299,2509309,"BT - RV 0,6/1 KV 2*16 KAL",4.0,Subterráneo,4278301
2509336,2509338,"BT - RV 0,6/1 KV 2*25 KAL",1.0,Subterráneo,100388008
2509336,941786,"BT - RV 0,6/1 KV 4*95 KAL",6.0,Subterráneo,0
2402027,941771,"BT - RV 0,6/1 KV 4*95 KAL",21.0,Subterráneo,0
2402027,2402032,"BT - RV 0,6/1 KV 2*25 KAL",3.0,Subterráneo,101691085
941786,941766,"BT - RV 0,6/1 KV 4*95 KAL",24.0,Subterráneo,0
941786,2509337,"BT - RV 0,6/1 KV 2*25 KAL",1.0,Subterráneo,100699921
941771,2509362,"BT - RV 0,6/1 KV 2*25 KAL",5.0,Subterráneo,15181901
941766,2509333,"BT - RV 0,6/1 KV 4*25 KAL",1.0,Subterráneo,36245801
3862813,46601,BT - Desconocido BT,1.0,Subterráneo,0
46601,2509370,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",21.0,Aéreo,0
2509370,2509381,"BT - RZ 0,6/1 KV 4*16 AL",19.0,Aéreo,15164901
2509370,2509375,"BT - RZ 0,6/1 KV 2*16 AL",14.0,Aéreo,4283001
2509370,2509380,"BT - RZ 0,6/1 KV 2*16 AL",7.0,Aéreo,15170901
2509370,2509386,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",46.0,Aéreo,30974501
2509386,2509391,BT - MANGUERA,3.63,Aéreo,0
2509386,2509396,BT - MANGUERA,5.16,Aéreo,15165001
2509386,2509401,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",53.0,Aéreo,15165101
2509401,2579046,"BT - RZ 0,6/1 KV 4*16 AL",27.34,Aéreo,15165401
2509401,2575560,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",73.0,Aéreo,100168107
2575560,2509412,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",24.0,Aéreo,0
2509412,586692,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",115.0,Aéreo,0
2509412,2509417,"BT - RZ 0,6/1 KV 2*16 AL",22.0,Aéreo,15165301
586692,586697,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",43.0,Aéreo,4283401
586692,2578230,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",46.0,Aéreo,15166001
586697,2509434,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",109.0,Aéreo,0
586697,2578144,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",48.0,Aéreo,15166101
2578230,2509420,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",55.99,Aéreo,0
2509434,2509439,"BT - RZ 0,6/1 KV 2*16 AL",5.0,Aéreo,15167001
2578144,586707,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",113.0,Aéreo,33069801
2509420,3039279,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",80.0,Aéreo,0
2509420,2509425,"BT - RZ 0,6/1 KV 4*16 AL",20.0,Aéreo,15165701
2509420,2509433,BT - MANGUERA,15.7,Aéreo,0
