node,vR_us,vS_us,vT_us,vN_us,vR_br,vS_br,vT_br,vN_br
0,230.94010767585033,230.9401076758503,230.9401076758503,0.0,230.94010767585033,230.9401076758503,230.9401076758503,0.0
1,230.921946564355,230.88289181665834,230.88756824985109,0.01892873876612079,230.92194656435453,230.88289181665766,230.88756824985225,0.01892873876516281
2,230.4868240293587,229.51549125059609,229.6205440486181,0.7019984204190264,230.4868240293444,229.5154912505812,229.62054404864767,0.7019984203883017
3,230.46391070779063,229.43109574818192,229.55055624184436,0.7924918846667898,230.4639107077762,229.43109574816674,229.55055624187435,0.7924918846346968
4,230.16168825880848,228.55381948269175,228.68957738358125,0.9549306097653019,230.16168825878125,228.55381948266376,228.68957738363721,0.9549306097144203
5,230.11418825956346,228.03812802746424,228.35857370522555,1.3202260148637337,230.11418825952924,228.03812802743022,228.3585737052946,1.3202260147854306
6,230.1141882595637,228.0381280274642,228.35857370522555,1.3202260148636185,230.1141882595293,228.03812802743045,228.35857370529456,1.320226014785335
7,230.9143325385961,230.90995040475434,230.93434747512413,0.016586100135803004,230.91433253859608,230.9099504047544,230.93434747512407,0.016586100135877597
8,230.30160373465188,230.1839587717205,230.792474603571,0.618865006964064,230.30160373465046,230.18395877172472,230.79247460356845,0.618865006967146
9,229.71445130134745,229.48821866400553,230.6565183002894,1.1960977642774793,229.7144513013447,229.4882186640139,230.65651830028452,1.1960977642835144
10,229.71084127906425,229.41197003101473,230.65864927108274,1.2566540923430125,229.7108412790616,229.41197003102312,230.65864927107773,1.2566540923494247
11,229.6004813093905,229.38640913622197,230.62811847826075,1.2452484271926807,229.6004813093876,229.38640913623078,230.6281184782556,1.2452484271989703
12,229.7075149672136,229.40121859766722,230.6606821947525,1.2822975819782394,229.7075149672112,229.4012185976754,230.6606821947474,1.282297581984596
13,229.70557933320686,229.3983673810757,230.6618209488896,1.2826556237026772,229.70557933320438,229.39836738108377,230.66182094888467,1.2826556237089426
14,229.4162033817891,229.20325393222566,230.55958620091596,1.3041432706162759,229.41620338178592,229.20325393223504,230.55958620091067,1.3041432706227318
15,229.7032730460984,229.39497019222327,230.6631777764143,1.2831307856125056,229.70327304609592,229.39497019223137,230.66317777640938,1.2831307856187428
