ID,PCR,Fase
SOG0020032821,4283701,S
SOG0020050023,15164401,T
SOG0020062320,15173201,S
ZIV0034854492,15169201,S
ZIV0034932637,15168401,(Mono)
ZIV0034938252,100524475,R
ZIV0040332883,15164801,(Mono)
ZIV0040332883,15164801,T
ZIV0040334835,100690315,T
ZIV0040334839,100524475,T
ZIV0040384406,100414571,R
ZIV0040384489,15173201,R
ZIV0040384490,15173201,T
ZIV0040384491,15173201,T
ZIV0040384492,15173201,S
ZIV0040384493,15173201,R
ZIV0040384494,15173201,S
ZIV0040384495,15173201,S
ZIV0040384496,15173201,R
ZIV0040384497,15173201,T
ZIV0040384498,15173201,T
ZIV0040430215,15164501,(Mono)
ZIV0040430215,15164501,T
ZIV0040430216,100690315,R
ZIV0040430217,4282901,(Mono)
ZIV0040430217,4282901,T
ZIV0040430218,100269672,(Mono)
ZIV0040430218,100269672,S
ZIV0040430219,15164701,(Mono)
ZIV0040430219,15164701,S
ZIV0040430222,15123601,S
ZIV0040430223,15123601,R
ZIV0040430226,15170001,(Mono)
ZIV0040430226,15170001,S
ZIV0040430227,100690315,S
ZIV0040430247,100108292,S
ZIV0040430254,15169801,R
ZIV0040430330,8877401,T
ZIV0040430515,100695629,T
ZIV0040430538,15173101,T
ZIV0040430542,8877401,T
ZIV0040430543,8877401,R
ZIV0040430544,8877401,R
ZIV0040430545,8877401,T
ZIV0040430546,8877401,T
ZIV0040430547,8877401,S
ZIV0040430548,8877401,R
ZIV0040430549,8877401,T
ZIV0040430550,8877401,S
ZIV0040430551,8877401,S
ZIV0040430714,15173301,T
ZIV0040430715,15173301,S
ZIV0040430716,15173301,R
ZIV0040430717,15173401,S
ZIV0040430719,15173301,T
ZIV0040430720,15173301,S
ZIV0040430721,15173301,R
ZIV0040431012,15173401,S
ZIV0040431013,15173401,S
ZIV0040431014,15173401,T
ZIV0040431015,15173401,T
ZIV0040431016,15173401,S
ZIV0040431017,15173401,R
ZIV0040431018,15173401,T
ZIV0040431019,15173401,S
ZIV0040431020,15173401,T
ZIV0040431021,15173401,T
ZIV0040431892,8877401,R
ZIV0040431893,8877401,R
ZIV0040431894,8877401,T
ZIV0040431895,8877401,R
ZIV0040431896,8877401,S
ZIV0040431897,8877401,T
ZIV0040431898,8877401,S
ZIV0040431899,8877401,S
ZIV0040431900,8877401,S
ZIV0040431901,8877401,T
ZIV0040431921,8877401,T
ZIV0040431922,15169401,S
ZIV0040431923,100092251,S
ZIV0040431926,500000914,S
ZIV0040431927,15168701,T
ZIV0040431928,15169001,R
ZIV0040431929,15169501,T
ZIV0040431930,15169501,R
ZIV0040431931,15168601,R
ZIV0040637047,100695629,RST
ZIV0040637090,15198301,RST
ZIV0040637098,100524475,RST
ZIV0040637099,100524475,RST
ZIV0041884706,100414563,T
ZIV0042302558,8877401,RST
ZIV0044820005,100414568,T
ZIV0044820006,100414568,T
ZIV0044820007,100414568,R
ZIV0044820008,100414568,R
ZIV0044820009,100414568,S
ZIV0044820011,100414568,T
ZIV0044820012,100414568,R
ZIV0044820013,100414568,S
ZIV0044820014,100414568,R
ZIV0044820253,15173401,S
ZIV0044820983,15173301,T
ZIV0044827866,15198401,R
ZIV0044827870,15173001,T
ZIV0044827873,37559701,S
ZIV0044828248,100414550,S
ZIV0044828369,15173401,S
ZIV0044842380,4284301,S
ZIV0044842381,4284301,R
ZIV0044842405,100414550,S
ZIV0044842406,100414550,S
ZIV0044842407,100414550,T
ZIV0044842408,100414550,R
ZIV0044842409,100414550,S
ZIV0044842410,100414550,R
ZIV0044842411,100414550,R
ZIV0044842412,100414550,R
ZIV0044842413,100414550,T
ZIV0044842414,100414550,R
ZIV0044842477,100414571,R
ZIV0044842635,100414563,R
ZIV0044842636,100414563,T
ZIV0044842637,100414550,T
ZIV0044842638,100414550,T
ZIV0044842639,100414550,S
ZIV0044842640,100414563,R
ZIV0044842641,100414563,R
ZIV0044842642,100414563,T
ZIV0044842643,100414563,S
ZIV0044842644,100414563,S
ZIV0044842715,100524475,T
ZIV0044842716,100524475,S
ZIV0044842717,100524475,S
ZIV0044842718,100524475,S
ZIV0044842719,100524475,S
ZIV0044842720,100524475,R
ZIV0044842721,100524475,R
ZIV0044842722,100524475,T
ZIV0044842723,100524475,S
ZIV0044842724,100524475,R
ZIV0044842825,100414563,T
ZIV0044842826,100414563,T
ZIV0044842827,100414563,S
ZIV0044842828,100414563,S
ZIV0044842829,100414563,R
ZIV0044842830,100414568,T
ZIV0044842831,100414568,S
ZIV0044842832,100414568,R
ZIV0044842833,100414568,T
ZIV0044842834,100414568,S
ZIV0044844005,100695629,S
ZIV0044844006,100695629,T
ZIV0044844007,100695629,R
ZIV0044844008,100695629,R
ZIV0044844009,100695629,R
ZIV0044844010,100695629,R
ZIV0044844011,100695629,S
ZIV0044844012,100695629,T
ZIV0044844013,100695629,S
ZIV0044844014,100695629,S
ZIV0044844024,15198501,R
ZIV0044844255,4287701,S
ZIV0044844256,4287701,T
ZIV0044844257,4287701,R
ZIV0044844258,4287701,R
ZIV0044844259,4287701,S
ZIV0044844260,4287701,T
ZIV0044844261,4287701,R
ZIV0044844262,4287701,R
ZIV0044844263,4287701,S
ZIV0044844306,100524475,T
ZIV0044844307,100695629,T
ZIV0044844310,100524475,R
ZIV0044844311,100524475,R
ZIV0044844312,100695629,S
ZIV0044844338,100524475,S
