ID,PCR,Fase
ZIV0044844339,100524475,T
ZIV0044844343,100524475,S
ZIV0044844344,100524475,T
ZIV0044844550,15168901,R
ZIV0044844835,15173201,T
ZIV0044844837,15173201,S
ZIV0044844838,100414571,T
ZIV0044844839,100414571,T
ZIV0044844840,15173201,S
ZIV0044844841,15173201,R
ZIV0044844842,15173201,T
ZIV0044844843,100414571,S
ZIV0044844844,100414571,R
ZIV0045431434,15173401,RST
ZIV0045431438,15173301,RST
ZIV0045431442,100414568,RST
ZIV0045431449,4284301,RST
ZIV0045431469,100695629,RST
ZIV0045431486,100414563,RST
ZIV0045431487,100414550,RST
ZIV0045431489,100414550,RST
ZIV0045431557,100695629,RST
ZIV0045431558,100695629,RST
ZIV0045431579,15164701,(Mono)
ZIV0045431579,15164701,RST
ZIV0045431970,100414571,RST
ZIV0045431971,15173201,RST
ZIV0045676145,500014467,(Tri)
ZIV0046887646,4287701,S
ZIV0046993696,100524475,R
ZIV0046993698,100524475,R
ZIV0046993699,100524475,T
ZIV0046993702,100524475,T
