nodefrom,nodeto,cable,length,kind,PCR
3158259,3158253,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",53.0,Aéreo,0
2509444,2509449,"BT - RZ 0,6/1 KV 4*16 AL",3.0,Aéreo,15169201
2509444,2578389,BT - MANGUERA,3.04,Aéreo,0
3158253,46602,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",15.0,Aéreo,0
2509449,2509454,BT - MANGUERA,5.66,Aéreo,0
3862021,1228653,BT - Desconocido BT,1.0,Subterráneo,0
1228653,3226477,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",71.0,Subterráneo,0
3226477,1228660,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.0,Subterráneo,0
1228660,2509084,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",2.0,Aéreo,15169501
2509084,2509089,BT - MANGUERA,7.56,Aéreo,15169601
2509084,2509097,BT - MANGUERA,8.97,Aéreo,15169401
2509084,4203471,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",9.58,Aéreo,500014467
4203471,2576346,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",4.64,Aéreo,4282901
2576346,2509068,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",17.0,Aéreo,15164501
2509068,2509073,BT - MANGUERA,4.01,Aéreo,0
2509068,2509078,BT - MANGUERA,4.22,Aéreo,15164401
2509068,2575916,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",7.0,Aéreo,100269672
2575916,2575882,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",10.0,Aéreo,15164701
2575882,2703453,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",25.0,Aéreo,0
2703453,46595,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",14.0,Aéreo,0
2703453,2576401,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",13.01,Aéreo,15164801
2576401,2703458,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",12.89,Aéreo,15169701
2703458,2703462,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",11.0,Aéreo,15169801
2703462,2509116,BT - MANGUERA,3.0,Aéreo,0
2703462,2509121,BT - MANGUERA,11.0,Aéreo,15170001
2703462,2509126,BT - MANGUERA,6.0,Aéreo,15169901
3862021,1228525,BT - Desconocido BT,1.0,Subterráneo,0
1228525,1228537,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",70.0,Subterráneo,0
1228537,1228612,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",63.0,Subterráneo,0
1228537,1228732,"BT - RV 0,6/1 KV 4*25 KAL",9.0,Subterráneo,15198501
1228612,1228675,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",20.0,Subterráneo,0
1228612,1228695,"BT - RV 0,6/1 KV 4*95 KAL",8.0,Subterráneo,15198301
1228612,1425010,"BT - RV 0,6/1 KV 4*95 KAL",5.0,Subterráneo,100524475
1228675,1228685,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",7.0,Subterráneo,0
1228675,1228690,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.0,Subterráneo,0
1228675,1324243,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",23.0,Subterráneo,0
1228685,2580468,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",4.0,Aéreo,4287701
1228690,1228701,BT - Desconocido BT,7.0,Subterráneo,15198101
1228690,2538890,"BT - RV 0,6/1 KV 4*25 KAL",2.0,Subterráneo,37559701
1324243,1324248,"BT - RV 0,6/1 KV 4*95 KAL",5.0,Subterráneo,100695629
2580468,2580496,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",34.0,Aéreo,8877401
2580496,2537293,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",19.0,Aéreo,15123601
2537293,46636,"BT - RZ 0,6/1 KV 4*16 AL",12.0,Aéreo,4288001
3862021,1228415,BT - Desconocido BT,1.0,Subterráneo,0
1228415,1228422,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",16.0,Subterráneo,0
1228422,1228427,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.0,Subterráneo,100414563
1228422,1228432,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.0,Subterráneo,100414568
3862021,1228393,BT - Desconocido BT,1.0,Subterráneo,0
1228393,1228400,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",16.0,Subterráneo,0
1228400,1228405,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",6.0,Subterráneo,100414550
1228400,1228410,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",6.0,Subterráneo,100414571
3862021,1228386,BT - Desconocido BT,1.0,Subterráneo,0
1228386,3226398,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",33.0,Subterráneo,0
3226398,3226408,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",25.0,Subterráneo,0
3226408,3226412,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",15.0,Subterráneo,0
3226412,2236295,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",138.0,Subterráneo,0
2236295,2236235,"BT - RV 0,6/1 KV 4*25 KAL",9.0,Subterráneo,100690315
