ID,PCR,Fase
SAG0145418122,38576001,R
SAG0145421268,32980401,T
SAG0145435932,15197901,S
SAG0155182261,32980501,T
SAG0155185450,15115801,R
SAG0155185519,15182301,T
SAG0155291514,15182401,R
SOG0020071460,15183201,R
SOG0020076979,38576001,S
SOG0020076980,15182301,R
SOG0020087743,38576001,S
SOG0020088552,15183101,T
ZIV0034795269,15115801,T
ZIV0034795270,15115801,S
ZIV0034795271,15115801,S
ZIV0034795272,15115801,S
ZIV0034795480,15115601,S
ZIV0034795486,15115601,S
ZIV0034795489,15115801,T
ZIV0034795623,15115601,R
ZIV0034795624,15115601,R
ZIV0034804258,15121401,R
ZIV0034804260,15121401,T
ZIV0034804261,15121401,S
ZIV0034804262,15121401,T
ZIV0034804263,15121401,S
ZIV0034804264,15121401,R
ZIV0034804265,15121401,S
ZIV0034804266,15121401,R
ZIV0034804267,15121401,R
ZIV0034804419,15121401,T
ZIV0034804421,32980501,S
ZIV0034804423,15121201,R
ZIV0034804424,15121401,R
ZIV0034804426,32980501,S
ZIV0034804427,32980501,S
ZIV0034804438,15121401,S
ZIV0034804439,15121401,T
ZIV0034804441,15121401,S
ZIV0034804442,15121401,R
ZIV0034804443,15121401,R
ZIV0034804444,15121401,T
ZIV0034804445,15121401,T
ZIV0034804446,15121401,R
ZIV0034804447,15121401,R
ZIV0034804552,32980501,T
ZIV0034804553,32980501,R
ZIV0034804554,32980501,R
ZIV0034804556,32980501,T
ZIV0034804557,32980501,(Mono)
ZIV0034804699,15121201,R
ZIV0034804701,15121201,R
ZIV0034804704,15121201,S
ZIV0034804706,15121201,T
ZIV0034804707,15121201,S
ZIV0034831560,15182301,T
ZIV0034831619,38576001,T
ZIV0034831620,38576001,R
ZIV0034831622,38576001,R
ZIV0034831623,38576001,(Mono)
ZIV0034831624,38576001,S
ZIV0034831625,38576001,(Mono)
ZIV0034831626,38576001,R
ZIV0034831628,38576001,T
ZIV0034831680,38576001,(Mono)
ZIV0034831682,38576001,S
ZIV0034831683,38576001,(Mono)
ZIV0034831775,15182301,R
ZIV0034831785,15115701,S
ZIV0034831789,38576001,T
ZIV0034831790,38576001,S
ZIV0034831791,38576001,R
ZIV0034831792,38576001,(Mono)
ZIV0034831793,38576001,T
ZIV0034831794,38576001,T
ZIV0034831795,38576001,T
ZIV0034831796,38576001,R
ZIV0034831798,38576001,R
ZIV0034831859,38576001,T
ZIV0034831860,38576001,S
ZIV0034831861,38576001,R
ZIV0034831863,38576001,S
ZIV0034831866,38576001,S
ZIV0034831867,38576001,T
ZIV0034831868,38576001,R
ZIV0034831925,15182301,T
ZIV0034831927,15182301,S
