nodefrom,nodeto,cable,length,kind,PCR
1525708,1546416,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",18.0,Subterráneo,0
1546416,1546418,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",7.0,Subterráneo,0
1546416,1546417,"BT - RV 0,6/1 KV 4*95 KAL",9.0,Subterráneo,15115701
1546418,2577003,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",8.0,Aéreo,15115601
2577003,1237785,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",12.0,Aéreo,0
3865519,1237630,BT - Desconocido BT,1.0,Subterráneo,0
1237630,1237998,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",21.0,Subterráneo,0
1237998,1238003,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",15.0,Subterráneo,0
1237998,1238008,BT - Desconocido BT,2.0,Subterráneo,32160401
1238003,1238013,BT - Desconocido BT,2.0,Subterráneo,32159401
1238003,1238051,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",11.0,Subterráneo,0
1238051,1238023,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",17.0,Subterráneo,0
1238051,1238056,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",21.0,Subterráneo,0
1238023,1238028,BT - Desconocido BT,2.0,Subterráneo,30911301
1238023,1238033,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",16.0,Subterráneo,0
1238056,1238066,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",31.0,Subterráneo,0
1238056,1238090,"BT - RV 0,6/1 KV 4*95 KAL",2.0,Subterráneo,32604401
1238033,1238038,BT - Desconocido BT,2.0,Subterráneo,30911201
1238033,2451637,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",19.0,Subterráneo,0
1238066,3225488,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",12.9,Subterráneo,0
1238066,1238095,"BT - RV 0,6/1 KV 4*95 KAL",2.0,Subterráneo,32604501
3225488,1238071,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.89,Subterráneo,0
3865519,1237583,BT - Desconocido BT,1.0,Subterráneo,0
1237583,2577953,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",6.0,Aéreo,15182401
2577953,2578028,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",37.29,Aéreo,15121401
2578028,2578058,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",14.0,Aéreo,15121201
2578058,1238274,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",9.0,Aéreo,0
1238274,1238174,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.0,Subterráneo,0
1238174,1238081,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",22.0,Subterráneo,0
1238174,1238184,"BT - RV 0,6/1 KV 4*95 KAL",2.0,Subterráneo,32980501
1238081,1238100,"BT - RV 0,6/1 KV 4*95 KAL",2.0,Subterráneo,32980401
1238081,3294570,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",12.67,Subterráneo,0
3294570,1238076,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.89,Subterráneo,0
