nodefrom,nodeto,cable,length,kind,PCR
3865519,1237562,BT - Desconocido BT,1.0,Subterráneo,0
1237562,2451289,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",26.0,Subterráneo,0
2451289,709140,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",59.0,Subterráneo,0
709140,709131,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",30.0,Subterráneo,0
709140,709150,"BT - RV 0,6/1 KV 4*95 KAL",4.0,Subterráneo,15183001
709140,788745,"BT - RV 0,6/1 KV 4*95 KAL",4.0,Subterráneo,100187577
709131,709145,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",4.0,Subterráneo,15183601
709131,2451140,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",75.0,Subterráneo,0
2451140,2451147,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.0,Subterráneo,0
2451147,2578266,BT - Desconocido BT,7.0,Aéreo,15183101
2451147,2578238,BT - Desconocido BT,35.0,Aéreo,15176501
2578266,2578282,BT - Desconocido BT,18.0,Aéreo,15183201
2578238,44565,BT - Desconocido BT,7.0,Aéreo,0
2578282,2451321,BT - Desconocido BT,15.0,Aéreo,4286201
3865519,1237597,BT - Desconocido BT,1.0,Subterráneo,0
1237597,1238310,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",103.0,Subterráneo,0
1238310,1238315,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",34.0,Aéreo,0
1238315,2578365,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",26.0,Aéreo,9079802
1238315,1238329,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",2.0,Aéreo,0
2578365,2578357,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",16.52,Aéreo,15197901
2578357,1237805,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",19.0,Aéreo,0
3865519,1237604,BT - Desconocido BT,1.0,Subterráneo,0
1237604,2451290,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",25.0,Subterráneo,0
2451290,1363939,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",27.0,Subterráneo,0
1363939,1237669,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.0,Subterráneo,0
1363939,3225509,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",32.0,Subterráneo,0
1237669,1237674,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",14.0,Subterráneo,0
1237669,1237683,BT - Desconocido BT,2.0,Subterráneo,38576001
3225509,1363948,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",10.0,Subterráneo,100672944
1237674,1237689,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",17.0,Subterráneo,0
1237674,1237688,BT - Desconocido BT,2.0,Subterráneo,38081901
1237689,1237658,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",20.0,Subterráneo,0
1237689,1237698,BT - Desconocido BT,2.0,Subterráneo,35433601
3865519,1237611,BT - Desconocido BT,1.0,Subterráneo,0
1237611,3158307,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",5.0,Subterráneo,0
3158307,3158299,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",19.0,Subterráneo,0
3158299,3158285,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",59.0,Subterráneo,0
3158285,2519210,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",92.0,Subterráneo,0
3865519,1237576,BT - Desconocido BT,1.0,Subterráneo,0
1237576,3225497,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",47.0,Subterráneo,0
3225497,1237775,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",58.0,Subterráneo,0
1237775,1237780,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",13.0,Aéreo,0
1237780,2576546,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",17.0,Aéreo,15182101
1237780,2577042,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",13.03,Aéreo,15182201
2576546,2576569,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",37.0,Aéreo,15115801
2577042,2577063,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",19.0,Aéreo,15182301
2576569,1525708,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",6.0,Aéreo,0
2577063,1237790,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",9.0,Aéreo,0
