ID,PCR,Fase
SOG0020098985,100221484,T
ZIV0036294391,4282101,RST
ZIV0036301269,15157801,RST
ZIV0040332884,100221583,T
ZIV0040332887,15157901,S
ZIV0040430283,15148701,S
ZIV0040430285,15148701,T
ZIV0040430286,100221507,R
ZIV0040430287,100221507,R
ZIV0040430302,15148701,S
ZIV0040430308,15148501,R
ZIV0040430311,15148501,T
ZIV0040430372,100221507,T
ZIV0040430373,15148701,T
ZIV0040430374,15148701,T
ZIV0040430375,15148701,R
ZIV0040430379,15148701,T
ZIV0040430380,15148701,S
ZIV0040430455,15148501,R
ZIV0040430491,15148701,R
ZIV0040430602,15148701,S
ZIV0040430604,15148501,S
ZIV0040430605,15148501,S
ZIV0040430607,100221527,T
ZIV0040430608,100221527,R
ZIV0040430609,100221527,S
ZIV0040430611,100221527,S
ZIV0040430652,100221527,S
ZIV0040430655,15148701,R
ZIV0040430656,100221527,T
ZIV0040430697,100221527,S
ZIV0040430698,15148701,R
ZIV0040430701,100221527,T
ZIV0040432983,100221583,S
ZIV0040637106,15157801,RST
ZIV0040637147,100592009,RST
ZIV0040637168,15157901,RST
ZIV0040637467,15148501,RST
ZIV0044828918,100221583,R
ZIV0044828919,100221527,R
ZIV0044828924,100221583,R
ZIV0045433838,15148701,RST
ZIV0045434520,100221484,RST
ZIV0045434521,100221557,RST
ZIV0045434522,100558601,RST
ZIV0045434525,100221557,(Tri)
ZIV0045434527,100221439,RST
ZIV0045434583,100221583,RST
ZIV0045434586,100221507,RST
ZIV0045434588,100221585,RST
ZIV0045434589,100221527,RST
ZIV0045434605,4282101,RST
ZIV0045434607,4282101,RST
ZIV0045434682,15157901,RST
ZIV0045770280,100221507,S
ZIV0045770281,100221507,T
ZIV0045770282,100221507,S
ZIV0045770283,100221507,S
ZIV0045770285,100221507,R
ZIV0045770286,100221507,R
ZIV0045770287,100221507,S
ZIV0045770288,100221507,T
ZIV0045774502,100221439,R
ZIV0045774503,100221439,R
ZIV0045774504,100221439,S
ZIV0045774505,100221439,R
ZIV0045774506,100221439,T
ZIV0045774507,100221439,T
ZIV0045774508,100221439,S
ZIV0045774509,100221439,S
ZIV0045774527,15157801,T
ZIV0045774530,100221439,S
ZIV0045774531,100221439,S
ZIV0045774532,100221439,S
ZIV0045774533,100221439,T
ZIV0045774534,100221439,T
ZIV0045774535,100221439,R
ZIV0045774537,100221439,T
ZIV0045774538,100221439,S
ZIV0045774539,100221439,T
ZIV0045774570,100221583,S
ZIV0045774571,100221583,R
ZIV0045774572,100221583,R
ZIV0045774573,100221583,S
ZIV0045774574,100221583,S
ZIV0045774575,100221583,R
ZIV0045774576,100221583,T
ZIV0045774577,100221583,S
ZIV0045774578,100221583,S
ZIV0045774579,100221583,R
ZIV0045774580,100221585,R
ZIV0045774581,100221585,T
ZIV0045774582,100221585,S
ZIV0045774583,100221585,R
ZIV0045774584,100221583,T
ZIV0045774585,100221583,T
ZIV0045774586,100221583,T
ZIV0045774587,100221583,S
ZIV0045774588,100221583,T
ZIV0045774589,100221583,T
ZIV0045774590,100221557,R
ZIV0045774591,100221557,S
ZIV0045774592,100221557,T
ZIV0045774593,100221557,R
ZIV0045774594,100221557,T
ZIV0045774595,100221557,T
ZIV0045774596,100221557,S
ZIV0045774598,100221557,S
ZIV0045774599,100221557,S
ZIV0045774640,100221484,R
ZIV0045774641,100221484,T
ZIV0045774642,100221484,R
ZIV0045774643,100221484,S
ZIV0045774644,100221484,S
ZIV0045774645,100221484,R
ZIV0045774646,100221484,R
ZIV0045774647,100221484,S
ZIV0045774648,100221484,T
ZIV0045774651,100221557,R
ZIV0045774652,100221557,T
ZIV0045774653,100221557,T
ZIV0045774654,100221527,R
ZIV0045774655,100221484,S
ZIV0045774656,100221484,T
ZIV0045774657,100221484,S
ZIV0045774658,100221484,T
ZIV0045774659,100221484,R
ZIV0045774670,100221585,T
ZIV0045774671,100221585,S
ZIV0045774672,100221585,T
ZIV0045774673,100221585,S
ZIV0045774674,100221585,R
ZIV0045774675,100221585,T
ZIV0045774676,100221585,R
ZIV0045774677,100221585,T
ZIV0045774678,100221585,S
ZIV0045774679,100221585,R
ZIV0045774737,15157801,T
ZIV0045774800,15148501,S
ZIV0045774801,15148501,S
ZIV0045774802,15148501,T
ZIV0045774803,15148501,R
ZIV0045774804,15148501,R
ZIV0045774805,15148501,T
ZIV0045774806,15148501,S
ZIV0045774807,15148501,S
ZIV0045774808,15148501,T
ZIV0045774809,15148501,R
ZIV0045774850,15148501,T
ZIV0045774851,15148501,R
ZIV0045774853,15148501,S
ZIV0045774854,15148501,S
ZIV0045774855,15148501,R
ZIV0045774858,15148501,T
ZIV0045774859,15148501,R
ZIV0045774861,100221527,R
ZIV0045774862,100221527,T
ZIV0045774865,100221527,R
ZIV0045774866,100221527,S
ZIV0045774867,100221527,T
ZIV0045777000,15157801,R
ZIV0045777001,15157801,R
ZIV0045777003,15157801,S
ZIV0045777004,15157801,T
ZIV0045777005,15157801,R
ZIV0045777006,15157801,S
ZIV0045777007,15157801,S
ZIV0045777008,15157801,S
ZIV0045777009,15157801,S
ZIV0045777090,15157901,R
ZIV0045777091,15157901,R
ZIV0045777092,15157901,(Mono)
ZIV0045777093,15157901,S
ZIV0045777094,15157901,T
ZIV0045777096,15157901,T
ZIV0045777097,15157901,R
ZIV0045777098,15157901,T
ZIV0045777099,15157901,S
ZIV0045777330,4282101,R
ZIV0045777331,4282101,R
ZIV0045777332,4282101,S
ZIV0045777333,4282101,S
ZIV0045777334,4282101,T
ZIV0045777335,4282101,R
ZIV0045777336,4282101,S
ZIV0045777337,4282101,R
ZIV0045777338,4282101,S
ZIV0045777339,4282101,T
ZIV0046944058,100221507,T
ZIV0046979976,100221557,R
ZIV0047741210,100221484,RST
