ID,PCR,Fase
SAG0145403314,500004298,T
SAG0145408420,500004298,R
SAG0145431811,500004298,S
SAG0145438929,500004298,T
SAG0146350111,500006998,RST
SAG0155284441,500004298,R
SAG0155287612,500004298,R
SOG0020062362,500004298,R
ZIV0034852103,500004298,R
ZIV0034859672,500004298,S
ZIV0034917491,500004298,T
ZIV0034919829,500004298,S
ZIV0034921269,500006061,S
ZIV0034921299,500004298,S
ZIV0034921442,500004298,T
ZIV0034921672,500006061,S
ZIV0034932460,500004298,T
ZIV0034936504,500004298,S
ZIV0034937880,500004298,T
ZIV0036295896,100697083,RST
ZIV0036301356,500006061,RST
ZIV0036384476,500004298,S
ZIV0040301715,500004298,R
ZIV0040303334,500004298,R
ZIV0040329675,500004298,T
ZIV0040331317,500004298,S
ZIV0040384514,500004298,T
ZIV0040430250,500004298,S
ZIV0040430340,500004298,S
ZIV0040430711,500004298,S
ZIV0040637196,500006061,RST
ZIV0044820070,500004298,T
ZIV0045439452,100672753,RST
ZIV0045772070,500004298,T
ZIV0046916990,500004298,S
ZIV0046918343,500004298,S
ZIV0046918646,500004298,T
ZIV0046918651,500004298,R
ZIV0046918652,500004298,S
ZIV0046921861,500004298,S
ZIV0046921908,500004298,R
ZIV0046934607,500004298,R
ZIV0046934612,500004298,T
ZIV0046962116,500004298,T
ZIV0046972043,500004298,R
ZIV0046980365,500004298,S
ZIV0047740598,500004298,RST
ZIV0050025398,500004298,T
