node,vR_us,vS_us,vT_us,vN_us,vR_br,vS_br,vT_br,vN_br
0,230.94010767585033,230.9401076758503,230.9401076758503,0.0,230.94010767585033,230.9401076758503,230.9401076758503,0.0
1,230.8535120294199,230.91870497071312,231.63572020949647,0.9178833088923191,230.85351202918616,230.91870496946427,231.635720211014,0.917883309018847
2,228.11049716757967,229.9273678613135,241.70556702730485,34.435531802271626,228.11049717059927,229.9273678424756,241.7055670304312,34.43553184366206
3,230.5098807697495,230.97793836540032,231.84912487494898,1.621195938440692,230.96914577644844,230.84193137720658,231.21588803718288,1.1083047730533846
4,216.45778422704382,229.03087307593776,284.37969269829415,153.58315223576378,224.4655344781725,227.18530920715187,224.94278291870197,97.92572942084665
5,230.94010767585027,230.94010767585036,230.9401076758503,6.5149279162772e-14,230.9401076758503,230.9401076758503,230.94010767585033,9.024247277110603e-14
6,230.9401076758503,230.94010767585038,230.9401076758503,5.989167544303366e-14,230.94010767585033,230.94010767585033,230.94010767585033,2.8194359718411987e-14
7,230.9401076758501,230.9401076758505,230.94010767585024,2.177907462944553e-13,230.9401076758504,230.9401076758505,230.9401076758501,2.1800531388996692e-13
8,230.94010767584876,230.94010767585144,230.94010767585,1.5222769596055598e-12,230.94010767585104,230.9401076758513,230.94010767584896,1.7446262942062647e-12
9,230.94015775974552,230.94010507030453,230.9401050090009,0.0001350704004460952,230.94015775974557,230.94010507030453,230.94010500900086,0.0001350704003756184
10,230.94118249457688,230.9400517608567,230.94005044528168,0.0028986107940253726,230.9411824945771,230.94005176085668,230.94005044528143,0.002898610793799103
11,230.94838408550638,230.93978955376187,230.93982053946394,0.03338660597415006,230.9483840855075,230.9397895537618,230.93982053946246,0.03338660597365587
12,230.94944259290202,230.93975101971648,230.93978675243903,0.037868480747820524,230.9494425929033,230.93975101971645,230.93978675243733,0.03786848074727086
13,230.94944259290213,230.9397510197166,230.93978675243898,0.03786848074774143,230.9494425929032,230.9397510197167,230.939786752437,0.037868480747046115
14,228.11049716757964,229.9273678613135,241.70556702730482,34.43553180227161,228.11049717059922,229.9273678424756,241.70556703043118,34.435531843662034
15,216.45778422704385,229.0308730759378,284.37969269829404,153.58315223576383,224.46553447817254,227.18530920715185,224.94278291870197,97.92572942084666
16,210.42908973878352,228.16618104795427,282.34634035373386,163.37079496318694,221.3468790578219,226.57834628668587,223.85520580532096,97.9802120735753
17,230.9401076758503,230.94010767585038,230.94010767585024,7.35772462835264e-14,230.9401076758503,230.9401076758503,230.94010767585033,7.569370486606866e-14
18,230.94944259290216,230.93975101971657,230.939786752439,0.037868480747774116,230.94944259290318,230.9397510197167,230.939786752437,0.03786848074704951
19,229.91448298533538,230.56755520548478,236.3549022065378,17.52145096375829,229.91448298673762,230.56755519510995,236.35490220858983,17.521450986601305
20,229.13964223907763,230.3779407582453,241.9133301206992,33.63688113435834,229.13964224198253,230.3779407390301,241.91333012369967,33.63688117865169
21,228.08272410782132,229.91519796163627,241.6999519549156,34.457145341364274,228.08272411084414,229.91519794280853,241.6999519580453,34.45714538267666
22,226.23520283295056,230.4760450785607,238.60308506382123,35.75810854269139,229.41788736335218,229.92534975383217,227.19963359442204,22.830497602912317
23,220.44689669479675,229.7717073810097,257.16422415018036,93.35974159577434,226.92304360680382,228.56151366536093,223.83704277287856,59.43880030650034
24,216.81366194109052,229.07323231484784,284.4940008121302,153.05705323910715,224.63255068914813,227.21010371620625,225.0039552394409,97.92341301429876
25,215.44950988757287,229.14121162704134,312.8957387470683,171.83453613776626,224.2130518695881,227.06318734712173,240.2618044581366,114.03208774827539
26,211.39826353053672,228.3826432065431,282.62697434547994,161.68104698048236,221.90634242643205,226.8056356235381,224.0055174342006,98.00151248389209
27,210.42908973878352,228.16618104795427,282.34634035373386,163.37079496318694,221.34687905782192,226.5783462866859,223.85520580532096,97.98021207357533
28,230.94010767584868,230.94010767585152,230.94010767585,1.6048868321217046e-12,230.94010767585107,230.94010767585132,230.9401076758489,1.8469908864537006e-12
29,230.9494936164413,230.9397387960038,230.9397751662696,0.04075793159244622,230.94949361644257,230.9397387960038,230.9397751662679,0.04075793159182766
