ID,PCR,Fase
SAG0145418048,4276801,(Mono)
SAG0145439289,9081102,R
ZIV0034674302,15164301,(Mono)
ZIV0034795793,15117201,T
ZIV0034795798,4276801,T
ZIV0034795799,4276801,T
ZIV0034795800,4276801,(Mono)
ZIV0034795801,4276801,(Mono)
ZIV0034795802,4276801,(Mono)
ZIV0034795803,4276801,(Mono)
ZIV0034795804,4276801,R
ZIV0034795805,4276801,R
ZIV0034795806,4276801,(Mono)
ZIV0034795807,4276801,(Mono)
ZIV0034795849,4276801,T
ZIV0034795850,4276801,(Mono)
ZIV0034795851,15117201,S
ZIV0034795852,15117201,R
ZIV0034795853,4276801,R
ZIV0034795854,4276801,(Mono)
ZIV0034795855,4276801,(Mono)
ZIV0034795856,15117201,T
ZIV0034795857,15117201,T
ZIV0034796038,4276801,T
ZIV0034796039,4276801,(Mono)
ZIV0034796040,4276801,(Mono)
ZIV0034796041,4276801,T
ZIV0034796042,4276801,(Mono)
ZIV0034796043,4276801,(Mono)
ZIV0034796044,4276801,(Mono)
ZIV0034796046,4276801,S
ZIV0034796047,4276801,(Mono)
ZIV0034796198,15117201,R
ZIV0034796199,15117201,S
ZIV0034796200,15117201,T
ZIV0034796201,15117201,R
ZIV0034796202,15117201,S
ZIV0034796203,15117201,S
ZIV0034796204,15117201,R
ZIV0034796205,15117201,T
ZIV0034796206,15117201,T
ZIV0034796207,15117201,S
ZIV0034796217,15117201,R
ZIV0034810238,15140001,T
ZIV0034810239,15140001,S
ZIV0034810240,15140001,(Mono)
ZIV0034810241,15140001,R
ZIV0034810242,15140001,T
ZIV0034810243,15140001,S
ZIV0034810244,15140001,T
ZIV0034810245,15140001,T
ZIV0034810247,15140001,R
ZIV0034810568,15140001,R
ZIV0034810569,15140001,R
ZIV0034810570,15140001,S
ZIV0034810574,15140001,S
ZIV0034844850,15139801,T
ZIV0034844851,15139801,S
ZIV0034844853,15139801,S
ZIV0034844854,15139801,S
ZIV0034844855,15139801,T
ZIV0034845039,15139801,T
ZIV0034845040,15139801,S
ZIV0034845041,15139801,T
ZIV0034845042,15139801,R
ZIV0034845043,15139801,R
ZIV0034845044,15139801,T
ZIV0034845045,15139801,R
ZIV0034845046,15139801,S
ZIV0034845047,15139801,T
ZIV0034845048,15139801,R
ZIV0034850044,15117101,S
ZIV0034850219,15117101,S
ZIV0034850220,15117101,R
ZIV0034850221,15117101,T
ZIV0034850222,15117101,R
ZIV0034850223,15117101,S
ZIV0034850224,15117101,S
ZIV0034850225,15117101,S
ZIV0034850226,15117101,R
ZIV0034850227,15117101,T
ZIV0034850228,15117101,T
ZIV0034850252,15117101,T
ZIV0034850366,15117101,R
ZIV0034861811,9081102,T
ZIV0034863019,9081102,T
ZIV0034863020,9081102,R
ZIV0034863021,9081102,S
ZIV0034863022,9081102,S
ZIV0034863023,9081102,T
ZIV0034863024,9081102,S
ZIV0034863025,9081102,T
ZIV0034863026,9081102,R
ZIV0034863027,9081102,(Mono)
ZIV0034863028,9081102,R
ZIV0034863089,15164301,S
ZIV0034863090,15164301,(Mono)
ZIV0034863092,15164201,S
ZIV0034863093,15164301,S
ZIV0034863094,15164301,T
ZIV0034863095,15164301,S
ZIV0034863096,9081102,(Mono)
ZIV0034863097,9081102,(Mono)
ZIV0034863098,15164301,(Mono)
ZIV0034863130,15164301,(Mono)
ZIV0034863322,15164201,R
ZIV0034863379,15164201,R
ZIV0034863380,15164201,T
ZIV0034863381,15164201,T
ZIV0034863382,15164201,S
ZIV0034863383,15164201,R
ZIV0034863384,15164201,R
ZIV0034863385,15164201,S
ZIV0034863386,15164201,T
ZIV0034863387,15164201,T
ZIV0034863388,15164201,(Mono)
ZIV0034863439,9081102,(Mono)
ZIV0034863440,9081102,S
ZIV0034863441,9081102,R
ZIV0034863442,9081101,T
ZIV0034863443,9081102,T
ZIV0034863444,9081102,S
ZIV0034863445,9081102,T
ZIV0034863446,9081102,S
ZIV0034863447,9081102,R
ZIV0034863448,9081102,S
ZIV0034866735,15164301,R
ZIV0034867139,15164301,R
ZIV0034867140,15164301,R
ZIV0034938113,15140001,S
ZIV0036287896,15117201,RST
ZIV0036287897,15117201,RST
ZIV0036287992,15140001,RST
ZIV0036292163,15117101,RST
ZIV0036294384,15164201,RST
ZIV0036294388,15164201,RST
ZIV0036294470,15164301,RST
ZIV0036294471,9081102,RST
ZIV0036294472,9081102,RST
ZIV0036295023,15164301,RST
ZIV0036297191,4276801,(Mono)
ZIV0036297205,15139801,RST
ZIV0036297209,9081101,(Tri)
ZIV0040637053,37780401,(Mono)
ZIV0040637056,15139801,RST
ZIV0040637238,9081101,RST
ZIV0045442770,15164201,RST
ZIV0046889448,4276801,R
ZIV0046916932,15140001,R
ZIV0046924608,15117101,R
