ID,PCR,Fase
ZIV0040637035,100650695,RST
SAG0125356600,37201201,(Mono)
SAG0125356600,37201201,R
SAG0125356668,15186701,R
SAG0125356668,15186701,(Mono)
SAG0125356791,15186801,S
SAG0125356791,15186801,(Mono)
SAG0125356793,15186801,T
SAG0125356793,15186801,(Mono)
SAG0125356795,15186801,S
SAG0125356795,15186801,(Mono)
SAG0125356796,15186801,R
SAG0125356796,15186801,(Mono)
SAG0125356797,15186801,T
SAG0125356797,15186801,(Mono)
SAG0125356798,15186801,R
SAG0125356798,15186801,(Mono)
SAG0125356799,15186801,R
SAG0125356799,15186801,(Mono)
SAG0145435399,15123002,(Mono)
SAG0145435399,15123002,(Mono)
SAG0155185514,15186801,T
SAG0155185514,15186801,(Mono)
SAG0155189074,4277901,(Mono)
SAG0155189074,4277901,T
SAG0155189074,4277901,(Mono)
SAG0155286769,37201201,R
ZIV0034816996,15123701,(Mono)
ZIV0034816996,15123701,R
ZIV0034816996,15123701,(Mono)
ZIV0034820408,4277801,(Mono)
ZIV0034820408,4277801,T
ZIV0034820408,4277801,(Mono)
ZIV0034820413,4277801,(Mono)
ZIV0034820413,4277801,S
ZIV0034820596,4277901,(Mono)
ZIV0034820596,4277901,T
ZIV0034820596,4277901,(Mono)
ZIV0034820608,37201201,(Mono)
ZIV0034820608,37201201,T
ZIV0034820609,37201201,(Mono)
ZIV0034820609,37201201,S
ZIV0034820612,37201201,(Mono)
ZIV0034820612,37201201,S
ZIV0034820613,37201201,(Mono)
ZIV0034820613,37201201,T
ZIV0034820621,15124601,(Mono)
ZIV0034820621,15124601,T
ZIV0034820621,15124601,(Mono)
ZIV0034820626,15124601,(Mono)
ZIV0034820626,15124601,T
ZIV0034820626,15124601,(Mono)
ZIV0034844564,15124201,(Mono)
ZIV0034844564,15124201,S
ZIV0034844564,15124201,(Mono)
ZIV0034844565,15124201,(Mono)
ZIV0034844565,15124201,(Mono)
ZIV0034844565,15124201,(Mono)
ZIV0034844713,15123901,(Mono)
ZIV0034844713,15123901,(Mono)
ZIV0034844713,15123901,(Mono)
ZIV0034844715,15123901,(Mono)
ZIV0034844715,15123901,S
ZIV0034844715,15123901,(Mono)
ZIV0034844718,15123101,(Mono)
ZIV0034844718,15123101,T
ZIV0034844718,15123101,(Mono)
ZIV0034859223,37201201,(Mono)
ZIV0034859223,37201201,T
ZIV0034859227,37201201,(Mono)
ZIV0034859227,37201201,R
ZIV0034859470,4277901,(Mono)
ZIV0034859470,4277901,S
ZIV0034859470,4277901,(Mono)
ZIV0034859471,4277901,(Mono)
ZIV0034859471,4277901,R
ZIV0034859471,4277901,(Mono)
ZIV0034859475,4277901,(Mono)
ZIV0034859475,4277901,S
ZIV0034859475,4277901,(Mono)
ZIV0034907580,15124001,(Mono)
ZIV0034907580,15124001,(Mono)
ZIV0034932632,4278001,(Mono)
ZIV0034932632,4278001,(Mono)
ZIV0034935804,500006548,(Mono)
ZIV0034935804,500006548,S
ZIV0036292196,37201201,(Mono)
ZIV0036292196,37201201,RST
ZIV0036292228,15124601,(Mono)
ZIV0036292228,15124601,RST
ZIV0036292228,15124601,(Mono)
ZIV0036292231,4277801,(Mono)
ZIV0036292231,4277801,RST
ZIV0036292231,4277801,(Mono)
ZIV0036297164,15186801,RST
ZIV0036297164,15186801,(Mono)
ZIV0036297179,15186501,RST
ZIV0036297179,15186501,(Mono)
ZIV0036298599,4277901,(Mono)
ZIV0036298599,4277901,RST
ZIV0036298599,4277901,(Mono)
ZIV0036310937,100204349,(Mono)
ZIV0036310937,100204349,(Tri)
ZIV0040335271,37201201,(Mono)
ZIV0040335271,37201201,S
ZIV0040335272,37201201,(Mono)
ZIV0040335272,37201201,T
ZIV0040335274,37201201,(Mono)
ZIV0040335274,37201201,S
ZIV0040335277,4277901,(Mono)
ZIV0040335277,4277901,S
ZIV0040335277,4277901,(Mono)
ZIV0040335278,4277901,(Mono)
ZIV0040335278,4277901,R
ZIV0040335278,4277901,(Mono)
ZIV0042302732,100204349,(Mono)
ZIV0042302732,100204349,RST
ZIV0042302740,37201201,(Mono)
ZIV0042302740,37201201,RST
ZIV0046916833,100204349,S
ZIV0046916834,100204349,T
ZIV0046916836,100204349,T
ZIV0046916837,100204349,R
ZIV0046916838,100204349,S
ZIV0046916839,100204349,T
ZIV0046916841,100204349,R
ZIV0046916842,100204349,R
ZIV0046917053,37201201,R
ZIV0046917054,37201201,R
ZIV0046917055,37201201,T
ZIV0046917058,37201201,S
ZIV0046917059,37201201,T
ZIV0046917256,15124601,S
ZIV0046917260,15124601,R
ZIV0046917261,15124601,R
ZIV0046917262,15124601,S
ZIV0046918705,4277901,T
