nodefrom,nodeto,cable,length,kind,PCR
3865543,1305986,BT - Desconocido BT,1.0,Subterráneo,0
1305986,1345106,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",57.0,Subterráneo,0
1345106,2038583,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",10.0,Subterráneo,0
1345106,3294744,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",19.0,Subterráneo,0
2038583,1345608,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",5.0,Subterráneo,100820920
2038583,2038597,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",15.0,Subterráneo,100821068
2038583,2038617,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",6.0,Subterráneo,100820921
3294744,3225539,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",6.0,Subterráneo,0
3225539,1345099,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",26.0,Subterráneo,0
3865543,1305993,BT - Desconocido BT,1.0,Subterráneo,0
1305993,2038633,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",35.0,Subterráneo,0
2038633,2038666,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",15.0,Subterráneo,0
2038633,3225547,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",42.0,Subterráneo,0
2038666,2038642,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",17.0,Subterráneo,0
2038666,2038676,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.0,Subterráneo,100821048
3225547,3225545,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",6.0,Subterráneo,0
2038642,2038652,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.0,Subterráneo,100820962
2038642,2038662,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.0,Subterráneo,100653232
3225545,1345087,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",28.0,Subterráneo,0
3865543,1306000,BT - Desconocido BT,1.0,Subterráneo,0
1306000,1345659,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",59.0,Subterráneo,0
1345659,2039777,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",18.0,Subterráneo,0
2039777,1510871,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",139.0,Subterráneo,0
2039777,2039786,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.0,Subterráneo,0
1510871,1510876,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",14.9,Subterráneo,0
2039786,2039791,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.0,Subterráneo,101622333
2039786,2039796,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",5.0,Subterráneo,101622259
3865543,1306007,BT - Desconocido BT,1.0,Subterráneo,0
