nodefrom,nodeto,cable,length,kind,PCR
1306007,2039797,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",78.0,Subterráneo,0
2039797,1306014,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",19.0,Subterráneo,0
2039797,3225524,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",14.0,Subterráneo,0
1306014,1351920,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",144.0,Subterráneo,0
3225524,2039806,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",39.0,Subterráneo,0
1351920,2270806,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",23.0,Subterráneo,0
2039806,2039811,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",4.0,Subterráneo,101622354
2039806,2039816,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",4.0,Subterráneo,101622393
2270806,1475759,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",94.0,Subterráneo,0
2270806,1351934,"BT - RV 0,6/1 KV 4*25 KAL",24.0,Subterráneo,100697081
1475759,1475768,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.6,Subterráneo,0
3865543,1306033,BT - Desconocido BT,1.0,Subterráneo,0
1306033,3510343,"BT - RV 0,6/1 KV 3(1*240 KAL) + 1*150 KAL",65.83,Subterráneo,0
3510343,3510326,"BT - RV 0,6/1 KV 3(1*240 KAL) + 1*150 KAL",40.87,Subterráneo,0
3510343,3510401,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",5.76,Subterráneo,30269001
3510326,3173632,"BT - RV 0,6/1 KV 3(1*240 KAL) + 1*150 KAL",541.29,Subterráneo,500006339
3510401,2494924,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",245.83,Aéreo,0
2494924,2494929,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",86.79,Aéreo,0
2494924,2494934,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",49.96,Aéreo,0
2494929,3158070,"BT - RZ 0,6/1 KV 4*16 AL",16.33,Aéreo,0
2494934,2494954,"BT - RZ 0,6/1 KV 2*16 AL",36.06,Aéreo,15118201
3158070,2494939,"BT - RZ 0,6/1 KV 4*16 AL",19.21,Aéreo,15118401
2494939,2494944,BT - MANGUERA,1.95,Aéreo,0
2494939,2494949,BT - MANGUERA,1.55,Aéreo,0
3865543,1306040,BT - Desconocido BT,1.0,Subterráneo,0
1306040,3510356,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",64.26,Subterráneo,0
3510356,3510353,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.66,Subterráneo,0
