ID,PCR,Fase
SAG0125356714,100820920,R
SAG0145400567,101622354,T
SAG0145400744,101622354,R
SAG0145401063,101622354,T
SAG0155291517,100821048,S
ZIV0034671173,100821068,T
ZIV0034671781,101622259,T
ZIV0034674266,100820962,R
ZIV0034810699,100820962,R
ZIV0034814035,101622333,R
ZIV0034820220,100820920,R
ZIV0034820284,101622333,R
ZIV0034820812,100821068,T
ZIV0034820838,101622333,S
ZIV0034820842,101622333,T
ZIV0034820848,100821048,T
ZIV0034820855,100821048,R
ZIV0034820898,101622333,T
ZIV0034820900,101622333,S
ZIV0034820902,100820962,T
ZIV0034821170,100820962,R
ZIV0034821171,100820962,S
ZIV0034837842,100820962,R
ZIV0034837842,100820962,(Mono)
ZIV0034844559,101622333,S
ZIV0034844560,101622333,R
ZIV0034844561,100820920,R
ZIV0034844566,101622333,T
ZIV0034844567,101622333,S
ZIV0034844568,101622333,T
ZIV0034844881,101622393,T
ZIV0034859134,100820920,(Mono)
ZIV0034859673,100820962,S
ZIV0034859675,101622333,R
ZIV0034859676,101622333,S
ZIV0034859677,101622333,R
ZIV0034861709,101622259,R
ZIV0034861710,101622259,R
ZIV0034861711,101622259,S
ZIV0034861712,101622259,T
ZIV0034861713,101622259,T
ZIV0034861715,101622259,R
ZIV0034861716,101622259,S
ZIV0034861717,101622259,S
ZIV0034861718,101622354,T
ZIV0034861749,101622354,R
ZIV0034861750,101622354,R
ZIV0034861757,101622354,S
ZIV0034861758,101622354,R
ZIV0034861773,101622393,R
ZIV0034861774,101622354,S
ZIV0034861804,100820962,S
ZIV0034861819,101622393,T
ZIV0034861820,101622393,S
ZIV0034861821,101622393,S
ZIV0034861822,101622393,T
ZIV0034861823,101622393,T
ZIV0034861824,101622393,R
ZIV0034861826,101622393,S
ZIV0034861827,101622393,S
ZIV0034861828,101622393,T
ZIV0034862100,101622333,T
ZIV0034862101,101622333,S
ZIV0034862107,100821068,R
ZIV0034866791,101622393,S
ZIV0034871697,101622354,R
ZIV0034917439,101622354,S
ZIV0034921432,100820920,R
ZIV0034936510,101622354,S
ZIV0036301345,101622259,RST
ZIV0036301350,101622393,RST
ZIV0036301351,101622354,RST
ZIV0036301352,101622333,RST
ZIV0036384818,100821068,S
ZIV0040342666,100820962,S
ZIV0040384515,100820920,S
ZIV0040430815,101622393,S
ZIV0040431914,100820962,T
ZIV0040431917,100820920,S
ZIV0040637042,100697081,(Mono)
ZIV0040637043,100820962,RST
ZIV0040637044,100820920,RST
ZIV0040637045,100821048,RST
ZIV0040637048,100821068,RST
ZIV0040637049,100821068,RST
ZIV0040637108,101622333,RST
ZIV0044831805,101622354,T
ZIV0046917109,100820920,T
ZIV0046917111,100820962,R
ZIV0046918407,101622259,T
ZIV0046918412,101622259,T
ZIV0046918645,100820962,R
ZIV0046918647,101622259,R
ZIV0046918649,100820962,T
ZIV0046918650,100820920,R
ZIV0046922993,101622393,R
ZIV0046922997,101622393,R
ZIV0046922998,101622393,R
ZIV0046934606,101622259,S
ZIV0046957060,100820920,S
ZIV0046957087,100821068,T
ZIV0046962451,101622354,R
ZIV0050025395,15118201,(Mono)
ZIV0050025903,101622259,T
