nodefrom,nodeto,cable,length,kind,PCR
1272812,3294778,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",11.0,Subterráneo,0
3294778,1272822,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.0,Subterráneo,0
3860430,46141,BT - Desconocido BT,1.0,Subterráneo,0
46141,3226174,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.16,Subterráneo,0
3226174,1272920,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",18.7,Subterráneo,0
1272920,1272919,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",35.3,Subterráneo,31133001
1272920,1272929,BT - Desconocido BT,1.81,Subterráneo,31132901
3860430,44462,BT - Desconocido BT,1.0,Subterráneo,0
44462,3225637,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.17,Subterráneo,0
3225637,3225633,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",32.0,Subterráneo,0
3225633,4194059,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",27.86,Subterráneo,0
4194059,1273010,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",55.83,Subterráneo,0
4194059,4194067,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",9.71,Subterráneo,97610325
1273010,1273015,BT - Desconocido BT,10.0,Subterráneo,33124701
1273010,1273020,BT - Desconocido BT,6.0,Subterráneo,33124701
1273010,3225624,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",43.0,Subterráneo,0
3225624,1272236,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",10.61,Subterráneo,0
3860430,44463,BT - Desconocido BT,1.0,Subterráneo,0
44463,1273053,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",26.31,Subterráneo,0
1273053,1273047,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",79.0,Subterráneo,0
1273053,3294804,"BT - RV 0,6/1 KV 4*95 KAL",16.0,Subterráneo,0
3294804,1273062,"BT - RV 0,6/1 KV 4*95 KAL",2.0,Subterráneo,0
3860430,44464,BT - Desconocido BT,1.0,Subterráneo,0
44464,3226179,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",15.61,Subterráneo,0
3226179,1273029,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",11.0,Subterráneo,0
1273029,1273034,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.0,Subterráneo,31132801
1273029,3294774,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",21.0,Subterráneo,0
3294774,1273039,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.0,Subterráneo,31132701
3860430,44468,BT - Desconocido BT,1.0,Subterráneo,0
44468,3226168,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",25.22,Subterráneo,0
3226168,2537250,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",38.55,Subterráneo,0
2537250,1273157,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",31.0,Subterráneo,0
1273157,1273186,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",6.0,Subterráneo,37461071
1273157,1273191,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",8.0,Subterráneo,37461171
1273157,1273196,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",16.0,Subterráneo,37461271
1273157,3294764,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",9.0,Subterráneo,0
3294764,1273206,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",16.0,Subterráneo,0
1273206,2580974,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",52.0,Aéreo,9079001
2580974,1273211,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",29.0,Aéreo,0
1273211,1273363,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",10.0,Subterráneo,0
1273363,1273369,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.0,Subterráneo,37071401
1273363,1273375,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",12.0,Subterráneo,0
1273375,1273390,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",8.0,Subterráneo,0
1273375,1273385,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.0,Subterráneo,100144812
1273390,43262,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",74.0,Aéreo,0
3860430,44470,BT - Desconocido BT,1.0,Subterráneo,0
44470,3226217,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",40.96,Subterráneo,0
3226217,1273444,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",117.0,Subterráneo,0
1273444,1273449,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",20.0,Subterráneo,0
1273444,1273463,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.0,Subterráneo,38966801
1273449,3294789,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",35.0,Subterráneo,0
1273449,1273458,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.0,Subterráneo,38966701
3294789,1272827,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.0,Subterráneo,0
