nodefrom,nodeto,cable,length,kind,PCR
3860430,44451,BT - Desconocido BT,1.0,Subterráneo,0
44451,3226150,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",30.61,Subterráneo,0
3226150,3226155,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",77.02,Subterráneo,0
3226155,1272682,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",20.0,Subterráneo,0
1272682,1272705,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",11.0,Subterráneo,0
1272682,1272723,BT - Desconocido BT,8.0,Subterráneo,34318601
1272705,1272694,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",18.0,Subterráneo,0
1272705,1272718,BT - Desconocido BT,8.0,Subterráneo,34318401
1272694,1272689,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",18.0,Subterráneo,0
1272694,1272728,BT - Desconocido BT,8.0,Subterráneo,34318301
1272689,1272688,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",29.0,Subterráneo,0
1272689,1272733,BT - Desconocido BT,9.0,Subterráneo,34318201
1272688,1272738,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",19.0,Subterráneo,34317701
1272688,1272743,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",24.0,Subterráneo,15186401
1272743,1272748,BT - Desconocido BT,5.0,Aéreo,0
3860430,44455,BT - Desconocido BT,1.0,Subterráneo,0
44455,1272768,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",18.28,Subterráneo,0
1272768,3226196,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.0,Subterráneo,0
1272768,1272777,BT - Desconocido BT,2.0,Subterráneo,31135501
3226196,3226202,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",21.0,Subterráneo,0
3226202,1272767,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.0,Subterráneo,37542901
3860430,44458,BT - Desconocido BT,1.0,Subterráneo,0
44458,3226211,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",33.0,Subterráneo,0
3226211,1272782,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",22.0,Subterráneo,0
1272782,1272787,"BT - RV 0,6/1 KV 4*25 KAL",12.0,Subterráneo,100134593
1272782,1272787,"BT - RV 0,6/1 KV 4*25 KAL",12.0,Subterráneo,32480801
1272782,1272792,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",24.0,Subterráneo,0
1272792,1272802,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",15.0,Subterráneo,0
1272792,1272797,BT - Desconocido BT,9.0,Subterráneo,37950901
1272802,1272807,BT - Desconocido BT,2.0,Subterráneo,37949601
1272802,1272812,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",17.0,Subterráneo,0
1272812,1272817,BT - Desconocido BT,2.0,Subterráneo,37949801
