ID,PCR,Fase
ZIV0034904128,34317701,T
ZIV0034904128,34317701,(Mono)
ZIV0034904131,34317701,R
ZIV0034904131,34317701,(Mono)
ZIV0034904132,34317701,S
ZIV0034904132,34317701,(Mono)
ZIV0034904133,34317701,S
ZIV0034904133,34317701,(Mono)
ZIV0034904494,34317701,R
ZIV0034904494,34317701,(Mono)
ZIV0034904495,34317701,S
ZIV0034904495,34317701,(Mono)
ZIV0034904496,34317701,T
ZIV0034904496,34317701,(Mono)
ZIV0034904497,34317701,T
ZIV0034904497,34317701,(Mono)
ZIV0034904498,34317701,S
ZIV0034904498,34317701,(Mono)
ZIV0034904500,34317701,R
ZIV0034904500,34317701,(Mono)
ZIV0034904501,34317701,T
ZIV0034904501,34317701,(Mono)
ZIV0034904502,34317701,S
ZIV0034904502,34317701,(Mono)
ZIV0034904503,34317701,S
ZIV0034904503,34317701,(Mono)
ZIV0034916680,31132901,R
ZIV0034916681,31132901,S
ZIV0034916682,31132901,T
ZIV0034916685,31132901,R
ZIV0034916686,31132901,T
ZIV0034916687,31132901,T
ZIV0034917058,31133001,R
ZIV0034917059,31133001,T
ZIV0034917060,31133001,T
ZIV0034917061,31133001,(Mono)
ZIV0034917063,31133001,S
ZIV0034917064,31133001,(Mono)
ZIV0034917065,31133001,S
ZIV0034917066,31133001,T
ZIV0034917073,38966801,S
ZIV0034917098,31133001,S
ZIV0034917099,31133001,S
ZIV0034917100,31133001,T
ZIV0034917101,31133001,T
ZIV0034917102,31133001,R
ZIV0034917103,31133001,R
ZIV0034917104,31133001,S
ZIV0034917105,31133001,S
ZIV0034917106,31133001,T
ZIV0034917107,31133001,S
ZIV0034917198,31132801,T
ZIV0034917199,31132901,R
ZIV0034917200,31132801,S
ZIV0034917201,31132801,R
ZIV0034917202,31132801,T
ZIV0034917203,31132801,T
ZIV0034917204,31132901,T
ZIV0034917205,31132801,T
ZIV0034917206,31132901,R
ZIV0034919895,38966701,R
ZIV0034937878,100144812,R
ZIV0036287974,31135501,RST
ZIV0036287975,37542901,RST
ZIV0036287979,31135501,RST
ZIV0036287980,37542901,RST
ZIV0036288878,37461071,RST
ZIV0036292073,37950901,RST
ZIV0036292075,37071401,RST
ZIV0036292077,37071401,RST
ZIV0036292184,37949801,RST
ZIV0036292200,38966701,RST
ZIV0036292201,38966801,RST
ZIV0036292202,31132701,RST
ZIV0036292229,100144812,RST
ZIV0036294363,38966701,RST
ZIV0036294368,34318201,RST
ZIV0036294371,34318301,RST
ZIV0036294371,34318301,(Mono)
ZIV0036294475,34318601,RST
ZIV0036294481,34318401,RST
ZIV0036294556,33124701,RST
ZIV0036295078,37461071,RST
ZIV0036295133,37461171,RST
ZIV0036295134,37461071,RST
ZIV0036295138,37461271,RST
ZIV0036298648,34317701,RST
ZIV0036298648,34317701,(Mono)
ZIV0036300573,31133001,RST
ZIV0036300574,31132901,RST
ZIV0036300576,31132801,RST
ZIV0036300578,31133001,RST
ZIV0036300579,31133001,RST
ZIV0036301239,34318301,RST
ZIV0040303640,37949601,T
ZIV0040303642,37949601,T
ZIV0040327471,37949801,R
ZIV0040327474,38966701,S
ZIV0040430985,33124701,S
ZIV0040430985,33124701,(Mono)
ZIV0040431064,33124701,R
ZIV0040431065,33124701,R
ZIV0040431065,33124701,(Mono)
ZIV0040432986,37542901,R
ZIV0040637050,37949601,RST
ZIV0040637190,31132901,RST
ZIV0040637193,31135501,RST
ZIV0040637198,100134593,RST
ZIV0040637231,37461271,RST
ZIV0040637236,34318301,(Tri)
ZIV0040637236,34318301,(Tri)
ZIV0044828998,33124701,R
ZIV0044828999,33124701,T
ZIV0044828999,33124701,(Mono)
ZIV0044831389,34318201,S
ZIV0044831389,34318201,(Mono)
ZIV0044844037,37949801,T
ZIV0045437666,32480801,RST
ZIV0045770966,33124701,R
ZIV0045770966,33124701,(Mono)
ZIV0046916835,100144812,R
ZIV0046916840,100144812,S
ZIV0046916966,31132701,S
ZIV0046917083,37461071,T
ZIV0046917084,37461071,T
ZIV0046917085,37461071,R
ZIV0046917086,37461071,T
ZIV0046917087,37461071,R
ZIV0046917088,37461171,T
ZIV0046917089,37461171,S
ZIV0046917090,37461171,R
ZIV0046917091,37461171,S
ZIV0046917092,37461171,T
ZIV0046917217,38966701,T
ZIV0046917221,38966701,T
ZIV0046917222,37949801,T
ZIV0046917223,33124701,R
ZIV0046917224,33124701,R
ZIV0046917224,33124701,(Mono)
ZIV0046917225,33124701,T
ZIV0046917225,33124701,(Mono)
ZIV0046917226,33124701,T
ZIV0046917226,33124701,(Mono)
ZIV0046917227,33124701,R
ZIV0046917227,33124701,(Mono)
ZIV0046917228,33124701,T
ZIV0046917228,33124701,(Mono)
ZIV0046917229,33124701,R
ZIV0046917230,33124701,S
ZIV0046917230,33124701,(Mono)
ZIV0046917231,33124701,S
ZIV0046917231,33124701,(Mono)
ZIV0046917232,33124701,S
ZIV0046917232,33124701,(Mono)
ZIV0046917253,15186401,S
ZIV0046917253,15186401,(Mono)
ZIV0046917254,15186401,T
ZIV0046917254,15186401,(Mono)
ZIV0046917255,15186401,R
ZIV0046917255,15186401,(Mono)
ZIV0046917258,15186401,(Mono)
ZIV0046917258,15186401,(Mono)
ZIV0046917259,15186401,S
ZIV0046917259,15186401,(Mono)
ZIV0046918483,100144812,T
ZIV0046921799,34317701,R
ZIV0046921799,34317701,(Mono)
ZIV0046921837,34317701,T
ZIV0046921837,34317701,(Mono)
ZIV0046921853,37461071,S
ZIV0046921854,37461071,S
ZIV0046921855,37461071,R
ZIV0046921856,37461071,S
ZIV0046921857,37461071,R
ZIV0046921858,37461071,T
ZIV0046921859,37461071,S
ZIV0046921862,37461071,S
ZIV0046921903,100144812,S
ZIV0046921933,37461171,S
ZIV0046921934,37461271,S
ZIV0046921935,37461271,T
ZIV0046921936,37461271,T
ZIV0046921937,37461271,R
ZIV0046921938,37461271,S
ZIV0046921939,37461271,T
ZIV0046921940,37461271,S
ZIV0046921941,37461271,R
ZIV0046921942,37461271,R
ZIV0046923285,33124701,T
ZIV0046923285,33124701,(Mono)
ZIV0046923286,33124701,R
ZIV0046923286,33124701,(Mono)
ZIV0046923287,33124701,T
ZIV0046923287,33124701,(Mono)
ZIV0046923291,33124701,S
ZIV0046923291,33124701,(Mono)
ZIV0046923292,33124701,S
ZIV0046923292,33124701,(Mono)
ZIV0046923493,33124701,T
ZIV0046923493,33124701,(Mono)
ZIV0046923494,33124701,T
ZIV0046923494,33124701,(Mono)
ZIV0046923495,33124701,S
ZIV0046923495,33124701,(Mono)
ZIV0046923496,33124701,T
ZIV0046923496,33124701,(Mono)
ZIV0046923497,33124701,T
ZIV0046923497,33124701,(Mono)
ZIV0046923498,33124701,R
ZIV0046923499,33124701,(Mono)
ZIV0046923499,33124701,(Mono)
ZIV0046923500,33124701,S
ZIV0046923500,33124701,(Mono)
ZIV0046923501,33124701,R
ZIV0046923502,33124701,T
ZIV0046923502,33124701,(Mono)
ZIV0046923773,37071401,R
ZIV0046923774,37071401,T
ZIV0046923775,37071401,S
ZIV0046923776,37071401,T
ZIV0046923777,37071401,R
ZIV0046923778,37071401,S
ZIV0046923779,37071401,T
ZIV0046923781,37071401,S
ZIV0046923782,37071401,S
ZIV0046923800,31135501,R
ZIV0046924363,38966701,T
ZIV0046924364,38966701,S
ZIV0046924365,38966701,R
ZIV0046924366,38966701,S
ZIV0046924367,38966701,R
ZIV0046924368,38966701,S
ZIV0046924369,38966701,S
ZIV0046924370,38966701,T
ZIV0046924371,38966701,T
ZIV0046924372,38966701,R
ZIV0046924383,37949601,S
ZIV0046924384,37949601,R
ZIV0046924385,37949801,S
ZIV0046924386,37949801,R
ZIV0046924388,37949601,R
ZIV0046924389,37949601,S
ZIV0046924390,37949801,T
ZIV0046924391,37949801,T
ZIV0046924513,37949801,R
ZIV0046924514,37949801,T
ZIV0046924515,37949801,T
ZIV0046924516,37949801,S
ZIV0046924517,37949801,R
ZIV0046924518,37949801,S
ZIV0046924519,37949801,R
ZIV0046924520,37949801,R
ZIV0046924521,37949801,S
ZIV0046924522,37949801,S
ZIV0046924593,38966701,S
ZIV0046924594,38966701,T
ZIV0046924595,38966701,R
ZIV0046924596,38966801,S
ZIV0046924597,38966801,T
ZIV0046924598,38966701,T
ZIV0046924599,38966701,T
ZIV0046924600,38966701,S
ZIV0046924601,38966701,T
ZIV0046924602,37950901,R
ZIV0046924604,37950901,R
ZIV0046924606,37950901,T
ZIV0046924607,37950901,S
ZIV0046924611,37950901,T
ZIV0046924612,37950901,S
ZIV0046924683,37950901,S
ZIV0046924684,37950901,T
ZIV0046924685,37950901,R
ZIV0046924686,37950901,S
ZIV0046924687,37950901,R
ZIV0046924688,37950901,S
ZIV0046924689,37950901,S
ZIV0046924690,37950901,T
ZIV0046924691,37950901,T
ZIV0046924692,37950901,R
ZIV0046925318,37950901,R
ZIV0046928338,34318601,S
ZIV0046934505,37461171,R
ZIV0046975969,38966801,S
ZIV0046980372,33124701,S
ZIV0046980372,33124701,(Mono)
ZIV0050025901,9079001,(Mono)
