nodefrom,nodeto,cable,length,kind,PCR
3864042,1543982,BT - Desconocido BT,1.0,Subterráneo,0
1543982,3294980,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.0,Subterráneo,0
3294980,3225858,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",91.0,Subterráneo,0
3225858,3225864,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",74.0,Subterráneo,0
3225864,3225869,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",17.0,Subterráneo,0
3225869,2335489,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",96.0,Subterráneo,0
2335489,1320674,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",80.0,Subterráneo,0
2335489,2335498,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",8.0,Subterráneo,100786471
1320674,1721328,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",149.0,Subterráneo,0
1721328,1721357,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",16.0,Subterráneo,500006063
1721328,3225875,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",34.0,Subterráneo,0
3225875,1320667,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",36.0,Subterráneo,0
3864042,1543983,BT - Desconocido BT,1.0,Subterráneo,0
1543983,3294971,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",14.0,Subterráneo,0
3294971,3225880,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",90.0,Subterráneo,0
3225880,1544453,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",27.0,Subterráneo,0
1544453,3225885,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",47.0,Subterráneo,0
1544453,1544461,"BT - RV 0,6/1 KV 4*95 KAL",21.0,Subterráneo,100834152
3225885,3225889,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",18.0,Subterráneo,0
3225889,2335505,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",82.0,Subterráneo,0
2335505,2335515,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",10.85,Subterráneo,0
3864042,1543984,BT - Desconocido BT,1.0,Subterráneo,0
1543984,3294963,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.0,Subterráneo,0
