nodefrom,nodeto,cable,length,kind,PCR
3294963,3225894,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",82.0,Subterráneo,0
3225894,3225897,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",62.0,Subterráneo,0
3225897,3225902,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",6.0,Subterráneo,0
3225902,2335570,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",58.0,Subterráneo,0
2335570,2335579,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.0,Subterráneo,100786723
2335570,3225907,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",135.0,Subterráneo,0
3225907,1556478,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",7.96,Subterráneo,0
3864042,1543985,BT - Desconocido BT,1.0,Subterráneo,0
1543985,3294953,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",11.0,Subterráneo,0
3294953,3225934,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",80.0,Subterráneo,0
3225934,2452424,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",15.0,Subterráneo,0
2452424,2452421,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",21.0,Aéreo,0
2452424,2450688,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",2.0,Aéreo,0
2452421,2580388,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",2.0,Aéreo,15159401
2452421,2580476,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",21.0,Aéreo,15162701
2580388,2452430,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",2.0,Aéreo,0
2580476,2452121,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",8.0,Aéreo,15162601
2452121,2452097,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",10.0,Aéreo,15162401
2452121,2452129,BT - MANGUERA,5.13,Aéreo,0
2452121,2452134,BT - MANGUERA,4.96,Aéreo,15162501
2452097,2452076,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",10.0,Aéreo,15162201
2452097,2452108,BT - MANGUERA,4.55,Aéreo,0
2452097,2452118,BT - MANGUERA,4.84,Aéreo,15162301
2452076,2452084,BT - MANGUERA,4.71,Aéreo,0
2452076,2452089,BT - MANGUERA,4.69,Aéreo,15162101
2452076,2580437,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",9.0,Aéreo,15162001
2580437,44545,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",1.0,Aéreo,0
44545,2450745,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",4.0,Aéreo,0
44545,2451331,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",19.0,Aéreo,0
2451331,2578302,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",13.0,Aéreo,15150601
2451331,2580567,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",29.0,Aéreo,15183401
2578302,2580559,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",15.0,Aéreo,15150401
2580567,2451339,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",16.0,Aéreo,0
2580559,2580551,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",23.0,Aéreo,15150201
2580551,44563,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",15.0,Aéreo,0
3864042,1543986,BT - Desconocido BT,1.0,Subterráneo,0
1543986,3294945,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",11.0,Subterráneo,0
3294945,3225939,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",79.0,Subterráneo,0
3225939,44550,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",58.0,Subterráneo,0
44550,2580419,"BT - RZ 0,6/1 KV 3*35 AL/54,6 ALM",15.0,Aéreo,15196401
44550,2580357,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",7.0,Aéreo,15159001
44550,2580365,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",2.0,Aéreo,15159101
2580419,44552,"BT - RZ 0,6/1 KV 3*35 AL/54,6 ALM",9.4,Aéreo,15196601
2580357,2451006,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",9.0,Aéreo,15158901
2580365,2450965,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",5.0,Aéreo,15159201
44552,44553,"BT - RZ 0,6/1 KV 3*35 AL/54,6 ALM",10.0,Aéreo,15196901
44552,44556,"BT - RZ 0,6/1 KV 3*35 AL/54,6 ALM",8.0,Aéreo,35727701
44552,2451072,BT - MANGUERA,4.33,Aéreo,0
44552,2451077,BT - MANGUERA,4.71,Aéreo,15196801
2451006,2451016,BT - MANGUERA,4.3,Aéreo,0
2451006,2451021,BT - MANGUERA,4.63,Aéreo,15158801
2451006,2451029,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",10.0,Aéreo,15158701
2450965,2452418,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",9.0,Aéreo,0
2450965,2450975,BT - MANGUERA,4.0,Aéreo,0
2450965,2450985,BT - MANGUERA,4.62,Aéreo,15159301
44553,44554,"BT - RZ 0,6/1 KV 3*35 AL/54,6 ALM",8.0,Aéreo,15196501
44553,44555,"BT - RZ 0,6/1 KV 3*35 AL/54,6 ALM",8.0,Aéreo,15197101
44553,2451057,BT - MANGUERA,4.57,Aéreo,15196701
44553,2451062,BT - MANGUERA,4.11,Aéreo,0
2451029,2451034,BT - MANGUERA,4.15,Aéreo,0
2451029,2451039,BT - MANGUERA,4.32,Aéreo,15158601
2451029,2580229,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",7.0,Aéreo,15158501
2580229,44548,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",8.0,Aéreo,0
44548,2580198,"BT - RZ 0,6/1 KV 3*35 AL/54,6 ALM",3.0,Aéreo,15195901
44548,2580188,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",14.0,Aéreo,15158401
2580198,2451042,"BT - RZ 0,6/1 KV 3*35 AL/54,6 ALM",8.0,Aéreo,15196201
2580188,3104790,BT - MANGUERA,35.0,Aéreo,0
2580188,2580179,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",8.0,Aéreo,15158301
2451042,44549,"BT - RZ 0,6/1 KV 3*35 AL/54,6 ALM",10.0,Aéreo,15196301
2451042,2451047,BT - MANGUERA,4.84,Aéreo,15196101
2451042,2451052,BT - MANGUERA,4.65,Aéreo,0
3104790,3104787,BT - MANGUERA,10.0,Aéreo,4277301
2580179,2580169,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",2.0,Aéreo,15158201
44549,2538903,"BT - RZ 0,6/1 KV 2*16 AL",10.0,Aéreo,15195801
2580169,2580159,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",6.0,Aéreo,15158101
2538903,2538908,BT - MANGUERA,8.0,Aéreo,15196001
2580159,2580138,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",16.0,Aéreo,15121001
2580138,2580148,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",5.0,Aéreo,15121101
2580148,2580128,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",5.0,Aéreo,15121301
2580128,2580119,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",5.0,Aéreo,15121501
2580119,2580109,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",18.0,Aéreo,15150101
2580109,2452019,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",8.0,Aéreo,15150501
2452019,44547,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",5.0,Aéreo,0
2452019,2452034,BT - MANGUERA,4.74,Aéreo,0
2452019,2452039,BT - MANGUERA,4.79,Aéreo,15150301
44547,44558,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",27.0,Aéreo,0
44547,2580089,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",3.0,Aéreo,15150701
2580089,2580079,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",10.0,Aéreo,15150801
2580079,2580069,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",6.18,Aéreo,15150901
2580069,2452042,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",9.0,Aéreo,0
2452042,2452050,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",10.0,Aéreo,15151201
2452042,2452047,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",2.0,Aéreo,15151001
2452050,2452055,BT - MANGUERA,4.83,Aéreo,0
2452050,2452060,BT - MANGUERA,5.35,Aéreo,15151101
2452050,2452063,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",10.05,Aéreo,15151401
2452063,2580040,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",7.0,Aéreo,15151501
2452063,2452068,BT - MANGUERA,4.84,Aéreo,0
2452063,2452073,BT - MANGUERA,4.57,Aéreo,15151301
2580040,2450739,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",11.0,Aéreo,0
