nodefrom,nodeto,cable,length,kind,PCR
2528806,44418,"BT - RZ 0,6/1 KV 4*16 AL",11.0,Aéreo,8883901
2528806,44423,"BT - RZ 0,6/1 KV 2*16 AL",12.0,Aéreo,15194201
2528770,2528781,"BT - RZ 0,6/1 KV 2*16 AL",11.0,Aéreo,15138201
2528770,2577260,"BT - RZ 0,6/1 KV 2*16 AL",8.0,Aéreo,0
44388,44389,"BT - RZ 0,6/1 KV 2*16 AL",11.0,Aéreo,15116701
44388,44390,"BT - RZ 0,6/1 KV 2*16 AL",12.0,Aéreo,15138101
2452319,2577878,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",1.0,Aéreo,15197001
2452319,2452324,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",6.0,Aéreo,4287301
2528878,44422,"BT - RZ 0,6/1 KV 2*16 AL",10.0,Aéreo,15194401
2528878,2528901,"BT - RZ 0,6/1 KV 2*16 AL",9.0,Aéreo,0
2577260,2528773,"BT - RZ 0,6/1 KV 2*16 AL",2.0,Aéreo,15116501
2577878,44402,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",18.0,Aéreo,0
2528901,44425,"BT - RZ 0,6/1 KV 2*16 AL",19.0,Aéreo,15194801
2528901,44426,"BT - RZ 0,6/1 KV 2*16 AL",4.0,Aéreo,15194601
3859094,2451768,BT - Desconocido BT,1.0,Subterráneo,0
2451768,44434,BT - Desconocido BT,22.62,Aéreo,0
44434,2451832,"BT - RZ 0,6/1 KV 4*16 AL",27.0,Aéreo,0
44434,2576417,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",20.0,Aéreo,15197401
2451832,2451839,"BT - RZ 0,6/1 KV 4*16 AL",14.0,Aéreo,15149901
2576417,2576409,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",14.0,Aéreo,15197301
2576409,2580682,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",17.0,Aéreo,0
2580682,2576393,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",11.0,Aéreo,8840101
2576393,2576385,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",10.53,Aéreo,4287501
2576385,2576367,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",29.18,Aéreo,15116401
2576367,44436,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",7.0,Aéreo,0
3859094,2451762,BT - Desconocido BT,1.0,Subterráneo,0
2451762,2579020,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",18.0,Aéreo,8899701
2579020,2579038,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",14.0,Aéreo,15197701
2579038,1238048,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",9.0,Aéreo,0
3859094,2451756,BT - Desconocido BT,1.0,Subterráneo,0
2451756,3158121,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",2.19,Subterráneo,0
3158121,44560,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",17.07,Subterráneo,0
44560,2580517,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",22.0,Aéreo,15149801
2580517,2580530,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",50.4,Aéreo,0
2580530,2597366,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",6.68,Aéreo,100676214
2597366,2580543,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",17.03,Aéreo,0
2580543,2450822,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",4.0,Aéreo,0
3859094,2451750,BT - Desconocido BT,1.0,Subterráneo,0
2451750,3158122,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",2.22,Subterráneo,0
3158122,44444,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",17.07,Subterráneo,0
44444,2579101,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",8.0,Aéreo,15197501
2579101,2579088,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",18.09,Aéreo,15197601
2579088,2579080,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",30.75,Aéreo,15176301
2579080,2579067,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",35.0,Aéreo,15120901
2579067,2579059,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",25.0,Aéreo,15120801
2579059,2450866,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",41.81,Aéreo,4281001
2450866,2599986,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",22.0,Aéreo,15150001
2450866,3214198,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",9.0,Aéreo,37988801
2599986,2450819,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",13.0,Aéreo,0
3214198,2578099,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",27.88,Aéreo,15121601
2578099,2578118,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",9.0,Aéreo,15121701
2578118,2578129,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",34.0,Aéreo,15176401
2578129,2450878,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",14.0,Aéreo,9083302
2450878,2450863,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",7.23,Aéreo,0
3859094,2451748,BT - Desconocido BT,1.0,Subterráneo,0
2451748,3158115,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",1.09,Subterráneo,0
3158115,44448,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",14.36,Subterráneo,0
44448,2575874,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",12.11,Aéreo,8845001
2575874,2575866,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",19.0,Aéreo,4280901
2575866,2575898,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",16.46,Aéreo,15149601
2575898,2575929,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",25.23,Aéreo,15136701
2575929,2575974,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",22.66,Aéreo,15116001
2575974,2576338,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",16.7,Aéreo,15116201
2576338,2576354,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",8.0,Aéreo,100873769
2576354,44440,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",4.0,Aéreo,0
