ID,PCR,Fase
SAG0125358111,8899701,S
SAG0125358112,8899701,R
SAG0125358113,8899701,R
SAG0125358114,8899701,T
SAG0125358116,8899701,R
SAG0125358117,8899701,S
SAG0125358119,8899701,R
SAG0125358120,8899701,T
SAG0125358165,15194401,T
SAG0125358165,15194401,(Mono)
SAG0125358167,15194001,R
SAG0125358167,15194001,(Mono)
SAG0125358263,15197601,R
SAG0125358263,15197601,(Mono)
SAG0125358267,15197701,R
SAG0125358270,15197701,R
SAG0125358403,4287301,(Mono)
SAG0125358403,4287301,(Mono)
SAG0125358404,4287301,T
SAG0125358404,4287301,(Mono)
SAG0125358407,4287301,(Mono)
SAG0125358407,4287301,(Mono)
SAG0125358419,15194101,S
SAG0125358419,15194101,(Mono)
SAG0125358437,15150001,S
SAG0125358437,15150001,(Mono)
SAG0125358441,8899701,S
SAG0125358442,8899701,R
SAG0125358444,8899701,R
SAG0125358445,8899701,S
SAG0125358447,8899701,R
SAG0125358449,8899701,R
SAG0125358451,15197701,R
SAG0125358452,15197701,S
SAG0125358454,15197701,S
SAG0125358455,15197701,S
SAG0125358456,15197701,R
SAG0125358459,15197701,S
SAG0125358541,15197601,S
SAG0125358541,15197601,(Mono)
SAG0125358542,15197601,S
SAG0125358542,15197601,(Mono)
SAG0125358543,15197601,S
SAG0125358543,15197601,(Mono)
SAG0125358545,15197601,R
SAG0125358545,15197601,(Mono)
SAG0125358546,8899701,T
SAG0125358547,15197601,R
SAG0125358547,15197601,(Mono)
SAG0125358549,8899701,R
SAG0125358557,4287301,S
SAG0125358557,4287301,(Mono)
SAG0125358574,8899701,S
SAG0125358580,8899701,T
SAG0125358581,15197601,R
SAG0125358581,15197601,(Mono)
SAG0125358582,15197601,T
SAG0125358582,15197601,(Mono)
SAG0125358584,15197601,R
SAG0125358584,15197601,(Mono)
SAG0125358587,15197601,T
SAG0125358587,15197601,(Mono)
SAG0125358588,15197601,T
SAG0125358588,15197601,(Mono)
SAG0125358589,15197601,S
SAG0125358589,15197601,(Mono)
SAG0125358590,15197601,S
SAG0125358590,15197601,(Mono)
SAG0125360053,15194601,S
SAG0125360053,15194601,(Mono)
SAG0125360055,15197501,S
