nodefrom,nodeto,cable,length,kind,PCR
3864865,1899410,BT - Desconocido BT,1.0,Subterráneo,0
1899410,1899467,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",6.0,Subterráneo,0
1899467,1899476,"BT - RV 0,6/1 KV 4*25 KAL",6.0,Subterráneo,101618079
1899467,1899491,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.0,Subterráneo,0
1899467,1947086,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",154.91,Subterráneo,0
1947086,1942758,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",37.0,Subterráneo,0
1947086,1947095,"BT - RV 0,6/1 KV 4*95 KAL",5.0,Subterráneo,100772723
1942758,2189603,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",38.0,Subterráneo,0
2189603,1812350,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",108.0,Subterráneo,0
2189603,2372202,"BT - RV 0,6/1 KV 4*95 KAL",5.0,Subterráneo,0
1812350,41568,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",6.0,Subterráneo,0
1812350,3225372,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",18.0,Subterráneo,0
2372202,2189612,"BT - RV 0,6/1 KV 4*95 KAL",5.0,Subterráneo,15141501
2372202,2372207,"BT - RV 0,6/1 KV 4*95 KAL",4.0,Subterráneo,101683552
3225372,3225367,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",21.0,Subterráneo,0
3225367,1819173,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",26.0,Subterráneo,0
1819173,1812340,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.0,Subterráneo,0
3864865,1899417,BT - Desconocido BT,1.0,Subterráneo,0
1899417,1942780,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",64.66,Subterráneo,0
1942780,1942888,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",24.48,Subterráneo,0
1942780,1942797,"BT - RV 0,6/1 KV 4*95 KAL",11.2,Subterráneo,0
1942780,3612708,"BT - RV 0,6/1 KV 2*16 KAL",4.16,Subterráneo,500012188
1942888,3225514,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",105.66,Subterráneo,0
1942888,1942897,"BT - RV 0,6/1 KV 4*95 KAL",9.0,Subterráneo,0
3225514,1942778,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",76.0,Subterráneo,0
1942897,1942936,"BT - RV 0,6/1 KV 2*25 KAL",2.0,Subterráneo,101635714
1942897,1942953,"BT - RV 0,6/1 KV 2*25 KAL",3.0,Subterráneo,101635718
3864865,1899436,BT - Desconocido BT,1.0,Subterráneo,0
1899436,2239820,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",11.0,Subterráneo,0
2239820,2579142,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",49.0,Aéreo,0
2579142,2524214,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",150.0,Aéreo,15262101
2579142,2579147,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",1.0,Aéreo,15147201
2524214,2579364,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",29.0,Aéreo,15262201
2524214,2579394,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",105.0,Aéreo,500005759
2524214,2579348,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",37.0,Aéreo,15262001
2579364,2580315,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",40.0,Aéreo,15262301
