nodefrom,nodeto,cable,length,kind,PCR
2579394,2579409,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",29.67,Aéreo,500005780
2579348,2524255,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",40.73,Aéreo,15261801
2580315,2524230,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",10.0,Aéreo,4292701
2580315,2524230,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",10.0,Aéreo,100799471
2579409,2524245,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",37.0,Aéreo,500005782
2524255,2524265,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",55.0,Aéreo,15263601
2524255,2524270,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",39.0,Aéreo,15261701
2524230,2524235,BT - MANGUERA,7.07,Aéreo,0
2524230,2524240,BT - MANGUERA,4.32,Aéreo,0
2524245,3495364,BT - MANGUERA,3.9,Aéreo,0
2524245,3495365,BT - MANGUERA,3.48,Aéreo,0
2524245,2579444,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",36.0,Aéreo,500005783
2579444,2524295,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",34.0,Aéreo,15261901
2524295,2524300,BT - MANGUERA,2.0,Aéreo,500005785
2524295,2524305,BT - MANGUERA,2.0,Aéreo,0
2524295,2524310,BT - MANGUERA,2.0,Aéreo,500005784
3864865,1899443,BT - Desconocido BT,1.0,Subterráneo,0
1899443,2239764,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",11.0,Subterráneo,0
2239764,2239794,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",44.0,Aéreo,0
2239794,2239765,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",31.0,Aéreo,0
2239794,3158034,"BT - RZ 0,6/1 KV 4*16 AL",6.0,Aéreo,0
2239765,3158039,"BT - RZ 0,6/1 KV 4*16 AL",13.0,Aéreo,0
2239765,2239779,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",40.0,Aéreo,15143901
3158034,2239803,"BT - RZ 0,6/1 KV 4*16 AL",6.68,Aéreo,15142501
3158039,2239774,"BT - RZ 0,6/1 KV 4*16 AL",8.11,Aéreo,15143201
2239779,1903670,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",44.0,Aéreo,0
2239779,2580580,"BT - RZ 0,6/1 KV 4*16 AL",24.0,Aéreo,4279401
2239779,2524115,"BT - RZ 0,6/1 KV 4*16 AL",8.5,Aéreo,15143701
2239779,3525464,BT - MANGUERA,12.47,Aéreo,0
2239774,2524105,BT - MANGUERA,3.86,Aéreo,0
2239774,2524110,BT - MANGUERA,4.51,Aéreo,0
1903670,2475379,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",62.0,Aéreo,0
1903670,2524134,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",40.0,Aéreo,0
2580580,2239793,"BT - RZ 0,6/1 KV 4*16 AL",7.0,Aéreo,15144101
2524115,3525465,BT - MANGUERA,5.92,Aéreo,0
2524115,3525466,BT - MANGUERA,5.38,Aéreo,0
2524134,1903685,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",39.0,Aéreo,0
2524134,3525444,"BT - RZ 0,6/1 KV 4*16 AL",12.37,Aéreo,0
1903685,1903690,"BT - RZ 0,6/1 KV 4*16 AL",11.0,Aéreo,15143101
1903685,1903695,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",24.0,Aéreo,0
1903685,2578521,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",1.0,Aéreo,15144401
3525444,2524139,"BT - RZ 0,6/1 KV 4*16 AL",13.79,Aéreo,15142801
1903690,2524174,BT - MANGUERA,10.78,Aéreo,0
1903690,2524179,BT - MANGUERA,5.49,Aéreo,0
1903695,1903700,"BT - RZ 0,6/1 KV 4*16 AL",21.0,Aéreo,15144601
1903695,3158044,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",26.0,Aéreo,0
1903695,2475640,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",30.0,Aéreo,0
2524139,3525445,BT - MANGUERA,5.4,Aéreo,0
2524139,3525446,BT - MANGUERA,6.17,Aéreo,0
3158044,1903706,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",8.0,Aéreo,100381915
2475640,2475645,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",21.0,Aéreo,0
2475640,2475650,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",8.0,Aéreo,500002935
1903706,2524202,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",16.0,Aéreo,4279701
1903706,1903719,BT - MANGUERA,11.12,Aéreo,4279501
1903706,1903724,BT - MANGUERA,9.66,Aéreo,0
1903706,1903729,BT - MANGUERA,5.5,Aéreo,4279601
2475645,3525454,"BT - RZ 0,6/1 KV 4*16 AL",14.53,Aéreo,15143001
2524202,1903705,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",7.0,Aéreo,0
2524202,2524207,BT - MANGUERA,6.19,Aéreo,0
2524202,2524212,BT - MANGUERA,5.9,Aéreo,0
3525454,3525455,"BT - RZ 0,6/1 KV 4*16 AL",1.78,Aéreo,0
1903705,2524213,"BT - RZ 0,6/1 KV 2*16 AL",15.0,Aéreo,15144701
1903705,1903768,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",35.0,Aéreo,0
1903768,1903783,"BT - RZ 0,6/1 KV 2*16 AL",22.0,Aéreo,15145001
1903768,1903835,"BT - RZ 0,6/1 KV 4*16 AL",17.0,Aéreo,15144901
1903768,1903860,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",16.0,Aéreo,15145101
1903768,1903920,"BT - RZ 0,6/1 KV 2*16 AL",12.0,Aéreo,15145401
1903768,1903976,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",74.0,Aéreo,15146801
1903835,1903840,BT - MANGUERA,4.57,Aéreo,0
1903835,1903845,BT - MANGUERA,4.62,Aéreo,0
1903860,1903875,BT - MANGUERA,4.56,Aéreo,0
1903860,1903890,BT - MANGUERA,5.22,Aéreo,0
1903860,1903900,"BT - RZ 0,6/1 KV 4*16 AL",22.0,Aéreo,15145501
1903860,2579560,BT - MANGUERA,11.96,Aéreo,0
1903976,1903982,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",12.75,Aéreo,100836019
1903976,1904017,"BT - RZ 0,6/1 KV 4*16 AL",29.0,Aéreo,15146901
1903976,1904022,BT - MANGUERA,9.43,Aéreo,0
1903976,2581468,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",31.0,Aéreo,15145901
1903900,1903945,BT - MANGUERA,4.02,Aéreo,0
1903900,1903950,BT - MANGUERA,4.1,Aéreo,0
1903900,3525437,"BT - RZ 0,6/1 KV 2*16 AL",18.58,Aéreo,15145801
2579560,1903880,BT - MANGUERA,2.8,Aéreo,0
2579560,3525427,BT - MANGUERA,1.05,Aéreo,0
1903982,1904002,BT - MANGUERA,4.34,Subterráneo,0
1904017,2522946,"BT - RZ 0,6/1 KV 2*16 AL",16.0,Aéreo,15146601
2581468,1904037,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",82.0,Aéreo,0
1904037,1904374,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.0,Subterráneo,0
1904374,1904379,"BT - RV 0,6/1 KV 4*25 KAL",3.0,Subterráneo,36443301
1904374,1904384,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",53.0,Subterráneo,0
1904384,1904389,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.0,Subterráneo,33805801
1904384,1904394,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.0,Subterráneo,32485201
