ID,PCR,Fase
SOG0020087297,500012188,S
ZIV0040430423,101635718,T
ZIV0040430424,101635718,T
ZIV0040637004,101618079,RST
ZIV0040637385,32485201,RST
ZIV0044819995,101683552,S
ZIV0044819999,101683552,R
ZIV0044820000,101683552,T
ZIV0044831813,101635718,S
ZIV0044842377,101635718,R
ZIV0044842466,500005783,T
ZIV0044842468,500005784,R
ZIV0044842469,500005780,T
ZIV0044842472,500005785,T
ZIV0044842474,15262301,T
ZIV0044842565,4279601,T
ZIV0044842566,15144601,R
ZIV0044842567,4279501,R
ZIV0044842568,15145901,T
ZIV0044842569,15144901,S
ZIV0044842570,100836019,S
ZIV0044842571,15146901,S
ZIV0044842572,15146601,R
ZIV0044842573,15144701,S
ZIV0044842574,15144901,T
ZIV0044842615,15262001,R
ZIV0044842624,15261801,T
ZIV0044842645,15143001,S
ZIV0044842646,15142801,S
ZIV0044842647,15144101,R
ZIV0044842648,15142501,T
ZIV0044842649,15142501,R
ZIV0044842650,15144401,R
ZIV0044842651,100381915,T
ZIV0044842652,15143901,S
ZIV0044842653,101635718,T
ZIV0044842654,15142501,S
ZIV0044842685,101635718,S
ZIV0044842686,101635718,T
ZIV0044842690,101635718,R
ZIV0044842725,101635714,T
ZIV0044842726,15143201,T
ZIV0044842727,101635718,R
ZIV0044842728,101635718,T
ZIV0044842729,15141501,R
ZIV0044842730,101635718,R
ZIV0044842731,101635718,S
ZIV0044842732,101635718,S
ZIV0044842733,101635718,R
ZIV0044842734,101635718,R
ZIV0044843925,15145801,T
ZIV0044843926,15145101,S
ZIV0044843927,15145101,S
ZIV0044843928,15145101,R
ZIV0044843930,15145101,R
ZIV0044843931,15145501,S
ZIV0044843932,15145501,R
ZIV0044843933,15143201,S
ZIV0044843934,15143701,T
ZIV0044844075,15261701,R
ZIV0044844076,15261901,S
ZIV0044844077,15262201,R
ZIV0044844078,4292701,S
ZIV0044844080,500005782,S
ZIV0044844081,15261901,S
ZIV0044844082,100799471,T
ZIV0044844083,500005759,R
ZIV0044844084,15262101,R
ZIV0045431550,36443301,RST
ZIV0045431573,15263601,RST
ZIV0045432095,15147201,RST
ZIV0045434833,33805801,RST
