ID,PCR,Fase
CIR0141137849,32823501,(Mono)
CIR0141137850,32823501,(Mono)
CIR0141137851,32823501,(Mono)
CIR0141137876,32823501,(Mono)
SAG0125300328,15122301,(Mono)
SAG0125300385,32428001,(Mono)
SAG0125301757,15154601,(Mono)
SAG0125301757,15154601,(Mono)
SAG0125301759,15154601,(Mono)
SAG0125301759,15154601,(Mono)
SAG0125301761,15154601,(Mono)
SAG0125301761,15154601,(Mono)
SAG0125356789,15122301,T
SAG0125356790,15122301,T
SAG0145431592,15191501,S
SAG0145450508,15154601,(Mono)
SAG0145450508,15154601,T
SOG0020028150,30878801,T
SOG0020042462,30878701,R
SOG0020050024,15151701,R
SOG0020051409,100213421,T
SOG0020051410,15119501,T
SOG0020060245,32428001,T
ZIV0034795521,15119501,R
ZIV0034842349,4287801,T
ZIV0034854842,4283901,(Mono)
ZIV0034854842,4283901,R
ZIV0034854907,4283901,(Mono)
ZIV0034854907,4283901,T
ZIV0034859461,15189501,(Mono)
ZIV0034859482,15191201,S
ZIV0034859557,15189701,R
ZIV0034859619,15190701,T
ZIV0034859623,15191101,(Mono)
ZIV0034859626,15190501,S
ZIV0034859627,15190501,T
ZIV0034932631,15189601,S
ZIV0036288885,100666194,RST
ZIV0036291083,30878601,RST
ZIV0036292135,30878801,RST
ZIV0036292209,15154601,(Mono)
ZIV0036292209,15154601,RST
ZIV0036292708,4277601,RST
ZIV0036293797,15184901,(Mono)
ZIV0036293797,15184901,RST
ZIV0036293905,15190101,RST
ZIV0036293906,32823501,RST
ZIV0040332090,4287801,R
ZIV0040334833,31261701,R
ZIV0040359558,15151701,R
ZIV0040359560,31949301,S
ZIV0040359566,4280501,S
ZIV0040383538,100213421,T
ZIV0040430248,4287801,(Mono)
ZIV0040430249,4281102,S
ZIV0040430251,4287801,R
ZIV0040430572,100213421,R
ZIV0040430573,100213421,S
ZIV0040430575,15184901,T
ZIV0040430576,100213421,T
ZIV0040430799,15119501,S
ZIV0040430988,100213421,R
ZIV0040431912,100204763,T
ZIV0040637078,100666194,RST
ZIV0040637082,15171301,(Mono)
ZIV0040637082,15171301,RST
ZIV0040637100,15188201,RST
ZIV0040637132,4281102,RST
ZIV0040637137,15151701,RST
ZIV0040637179,32762401,RST
ZIV0040637224,30878801,RST
ZIV0044820065,31949301,S
ZIV0044820068,30878801,S
ZIV0044820069,31949301,R
ZIV0044828247,4287801,T
ZIV0044831811,4280501,S
ZIV0044831811,4280501,T
ZIV0044841348,31949301,R
ZIV0044842307,4287801,T
ZIV0044842312,4287801,S
ZIV0044842393,4287801,T
ZIV0045431444,102395768,RST
ZIV0045434534,30878601,RST
ZIV0045434537,4280401,RST
ZIV0045434553,30878801,RST
ZIV0045434558,31949301,RST
ZIV0045434559,30878901,RST
ZIV0045434576,15171501,(Mono)
ZIV0045434576,15171501,RST
ZIV0045434600,30878701,RST
ZIV0045434621,101683460,RST
ZIV0045434622,15189801,RST
ZIV0045434628,500008722,RST
ZIV0045434629,8840001,RST
ZIV0045434638,4287801,RST
ZIV0045434664,15137201,(Mono)
ZIV0045434664,15137201,RST
ZIV0045434672,15119501,RST
ZIV0045434673,15119501,RST
ZIV0045434674,15119501,RST
ZIV0045434676,15117901,RST
ZIV0045434677,15122701,RST
ZIV0045434678,15122301,RST
