ID,PCR,Fase
ZIV0034685004,4279301,S
ZIV0034795278,100243227,S
ZIV0034795279,100243227,S
ZIV0034795280,100243227,T
ZIV0034795283,100243227,S
ZIV0034795284,100243227,R
ZIV0034795285,100243227,T
ZIV0034795286,100243227,R
ZIV0034795287,100243227,R
ZIV0034795355,100243255,R
ZIV0034795388,100243255,S
ZIV0034795389,100243255,R
ZIV0034795390,100243255,S
ZIV0034795391,100243255,T
ZIV0034795392,100243255,T
ZIV0034795393,100243255,S
ZIV0034795394,100243255,S
ZIV0034795395,100243255,T
ZIV0034795396,100243255,T
ZIV0034795397,100243255,R
ZIV0034795408,100243221,R
ZIV0034795409,100243221,S
ZIV0034795410,100243221,S
ZIV0034795411,100243221,S
ZIV0034795412,100243221,(Mono)
ZIV0034795413,100243221,R
ZIV0034795414,100243221,T
ZIV0034795415,100243221,S
ZIV0034795416,100243221,T
ZIV0034795499,100243255,S
ZIV0034795500,100243255,T
ZIV0034795501,100243255,T
ZIV0034795502,100243255,T
ZIV0034795503,100243255,S
ZIV0034795504,100243255,S
ZIV0034795505,100243255,R
ZIV0034795506,100243255,S
ZIV0034795507,100243255,R
ZIV0034795688,100243227,T
ZIV0034795695,100243221,T
ZIV0034810425,100243255,R
ZIV0034812241,100243255,T
ZIV0034850139,4279301,S
ZIV0034850140,4279301,R
ZIV0034850141,4279301,S
ZIV0034850142,4279301,R
ZIV0034850143,4279301,R
ZIV0034850144,4279301,T
ZIV0034850145,4279301,R
ZIV0034850146,4279301,S
ZIV0034850147,4279301,S
ZIV0034850148,4279301,T
ZIV0034850342,4279301,R
ZIV0034850347,4279301,T
ZIV0036288253,100243274,RST
ZIV0036288255,100243227,RST
ZIV0036288256,100243255,RST
ZIV0036288258,100243221,RST
ZIV0036288260,100243221,RST
ZIV0036309621,4279301,RST
ZIV0040329315,100243221,T
ZIV0040637104,100243274,RST
ZIV0046917106,100243227,R
ZIV0046917123,100243227,(Mono)
