ID,PCR,Fase
SAG0125358468,100817763,R
SAG0125359946,100778484,(Mono)
SAG0145436069,100817812,T
ZIV0034671717,100817763,R
ZIV0034671725,100817812,R
ZIV0034795348,100778484,S
ZIV0034795353,100778484,S
ZIV0034795354,100778484,T
ZIV0034795448,100778441,T
ZIV0034795449,100778441,R
ZIV0034795452,100778441,R
ZIV0034795455,100778441,T
ZIV0034795457,100778441,T
ZIV0034795518,100778441,T
ZIV0034795519,100778441,T
ZIV0034795523,100778441,T
ZIV0034795524,100778441,R
ZIV0034795525,100778441,T
ZIV0034795658,100778484,T
ZIV0034795659,100778484,S
ZIV0034795660,100778484,R
ZIV0034795661,100778484,R
ZIV0034795662,100778484,S
ZIV0034795663,100778484,R
ZIV0034795666,100778484,R
ZIV0034795667,100778484,T
ZIV0034795689,100778484,T
ZIV0034795693,100778484,S
ZIV0034795694,100778484,S
ZIV0034813750,100834090,S
ZIV0034820228,100834090,R
ZIV0034820231,100834090,T
ZIV0034820232,100834090,S
ZIV0034820233,100834090,R
ZIV0034820235,100834090,T
ZIV0034820236,100834090,T
ZIV0034820237,100834090,R
ZIV0034820263,100834090,R
ZIV0034820264,100834090,S
ZIV0034820265,100834090,T
ZIV0034820267,100834090,S
ZIV0034820328,100793055,R
ZIV0034820329,100793055,T
ZIV0034820330,100793055,T
ZIV0034820331,100793055,T
ZIV0034820332,100793055,T
ZIV0034820334,100793055,S
ZIV0034820336,100793055,R
ZIV0034820337,100793055,S
ZIV0034820627,100834090,S
ZIV0034821137,100834090,T
ZIV0034844727,100793055,T
ZIV0034844754,100834090,S
ZIV0034862036,100834090,T
ZIV0034867095,100817763,T
ZIV0034870495,100817812,T
ZIV0034917334,100817812,S
ZIV0034917346,100817763,S
ZIV0034920918,100817763,T
ZIV0034920919,100817763,T
ZIV0034920926,100817763,T
ZIV0034936189,100793055,T
ZIV0036287977,100778441,RST
ZIV0040332861,100793055,S
ZIV0040335442,100834090,R
ZIV0040430631,100834090,T
ZIV0040431168,100817763,S
ZIV0040637002,100778484,RST
ZIV0040637006,100778441,RST
ZIV0040637009,100778484,RST
ZIV0040637110,100793055,RST
ZIV0040637154,100817763,RST
ZIV0040637239,100650947,(Tri)
ZIV0042301355,100834090,RST
ZIV0042301422,100834090,RST
ZIV0042302614,102337613,RST
ZIV0044828847,100778441,S
ZIV0044828848,100778441,S
ZIV0044828849,100778441,R
ZIV0044828852,100778441,S
ZIV0044828853,100778441,R
ZIV0044831515,100817812,R
ZIV0044831520,100817812,T
ZIV0046916798,100817812,R
ZIV0046917128,100778441,R
ZIV0046917129,100778484,R
ZIV0046917130,100778441,S
ZIV0046918406,100793055,R
ZIV0046918408,100834090,S
ZIV0046918410,100793055,S
ZIV0046918411,100793055,R
ZIV0046918413,100817763,T
ZIV0046918414,100817763,S
ZIV0046918415,100817763,R
ZIV0046918416,100817763,R
ZIV0046918417,100817763,S
ZIV0046918418,100817763,R
ZIV0046918419,100817763,S
ZIV0046918420,100817763,S
ZIV0046918421,100817763,S
ZIV0046918422,100817763,S
ZIV0046918453,100817812,T
ZIV0046918454,100817812,T
ZIV0046918455,100817812,R
ZIV0046918456,100817812,R
ZIV0046918457,100817812,S
ZIV0046918458,100817812,T
ZIV0046918459,100817812,T
ZIV0046918460,100817812,S
ZIV0046918461,100817812,R
ZIV0046918462,100817812,T
ZIV0046918743,100817763,T
ZIV0046918744,100817763,R
ZIV0046918745,100817763,S
ZIV0046918746,100817763,S
ZIV0046918747,100817763,R
ZIV0046918748,100817763,T
ZIV0046918749,100817763,S
ZIV0046918750,100817763,T
ZIV0046918751,100817763,R
ZIV0046918752,100817763,R
ZIV0046921898,100834090,S
ZIV0046921899,100834090,R
ZIV0046923563,100817812,T
ZIV0046923564,100817812,T
ZIV0046923565,100817812,T
ZIV0046923566,100817812,R
ZIV0046923567,100817812,S
ZIV0046923568,100817812,R
ZIV0046923569,100817812,T
ZIV0046923571,100817812,S
ZIV0046923572,100817812,R
ZIV0046923654,100817812,S
ZIV0046923656,100817812,S
ZIV0046923657,100817812,S
ZIV0046923659,100817812,S
ZIV0046923661,100817812,S
ZIV0046923662,100817812,R
ZIV0046923763,100817763,S
ZIV0046923764,100817763,R
ZIV0046923768,100817763,R
ZIV0046923769,100817763,T
ZIV0046923770,100817763,T
ZIV0046923771,100817763,S
ZIV0046923772,100817763,T
ZIV0046942898,100834090,R
ZIV0046943123,100834090,S
ZIV0046973504,100793055,S
ZIV0046979992,100834090,S
ZIV0046992835,100778484,S
