nodefrom,nodeto,cable,length,kind,PCR
3863875,1346283,BT - Desconocido BT,1.0,Subterráneo,0
1346283,1351806,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",10.0,Subterráneo,0
1351806,1346290,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",13.0,Subterráneo,100699574
1351806,1351820,"BT - RV 0,6/1 KV 4*25 KAL",5.0,Subterráneo,100700811
3863875,1346266,BT - Desconocido BT,1.0,Subterráneo,0
1346266,1346278,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",131.06,Subterráneo,0
1346278,1402208,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",50.0,Aéreo,0
1346278,1404387,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",19.0,Aéreo,0
1402208,3158077,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",30.0,Aéreo,0
1402208,1402217,"BT - RZ 0,6/1 KV 4*16 AL",7.0,Aéreo,15155701
1404387,1404049,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",2.0,Aéreo,0
1404387,1404402,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",29.0,Aéreo,0
3158077,1402268,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",30.0,Aéreo,0
1404402,1404407,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",62.0,Aéreo,0
1404407,1404412,"BT - RX 0,6/1 KV 2*4 Cu",9.57,Aéreo,0
1404407,1404417,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",39.0,Aéreo,0
1404417,1404429,"BT - RZ 0,6/1 KV 2*16 AL",39.0,Aéreo,15130701
1404417,1404446,"BT - RZ 0,6/1 KV 2*16 AL",139.0,Aéreo,15130001
3863875,1346239,BT - Desconocido BT,1.0,Subterráneo,0
1346239,1346256,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",134.85,Subterráneo,0
1346256,2575552,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",3.0,Aéreo,15130501
2575552,1346332,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",38.0,Aéreo,0
1346332,1404451,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",13.0,Aéreo,15130201
1346332,2575601,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",8.0,Aéreo,15130101
1404451,1404458,BT - MANGUERA,11.0,Aéreo,8933501
1404451,2579150,BT - MANGUERA,5.0,Aéreo,15130301
2575601,1404463,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",9.0,Aéreo,0
2579150,2537646,BT - MANGUERA,9.0,Aéreo,15130401
1404463,1404468,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",14.0,Aéreo,0
1404463,1404483,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",18.0,Aéreo,0
1404468,3104795,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",64.0,Aéreo,0
1404468,1404478,BT - MANGUERA,4.0,Aéreo,33956701
1404468,3158024,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",21.0,Aéreo,0
1404483,1404488,"BT - RZ 0,6/1 KV 2*16 AL",20.0,Aéreo,15129901
3104795,2554234,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",47.0,Aéreo,0
3104795,3104810,BT - MANGUERA,55.0,Aéreo,0
3104795,3104837,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",49.0,Aéreo,0
3158024,2575731,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",22.0,Aéreo,15128601
1404488,1404504,BT - MANGUERA,7.56,Aéreo,15128901
1404488,1404513,BT - MANGUERA,6.39,Aéreo,0
1404488,1404521,"BT - RZ 0,6/1 KV 2*16 AL",17.0,Aéreo,15129801
2554234,2554231,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",48.0,Aéreo,0
3104810,3104819,BT - MANGUERA,4.0,Aéreo,0
3104837,3104829,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",6.0,Aéreo,15128001
2575731,2575834,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",5.46,Aéreo,4278601
1404521,1404526,BT - MANGUERA,4.0,Aéreo,0
1404521,1404531,BT - MANGUERA,7.0,Aéreo,15129701
2554231,2554230,"BT - RZ 0,6/1 KV 4*16 AL",44.0,Aéreo,15129301
2554231,2554250,"BT - RZ 0,6/1 KV 2*16 AL",7.0,Aéreo,9083801
3104819,3104816,BT - MANGUERA,4.0,Aéreo,4278501
2575834,1404536,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",5.0,Aéreo,0
1404536,1404541,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",13.0,Aéreo,15128301
1404536,2577468,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",11.0,Aéreo,15129201
2577468,2577489,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",22.22,Aéreo,15128701
2577489,2577498,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",14.0,Aéreo,15137301
2577498,1404677,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",10.74,Aéreo,15128401
1404677,1404682,BT - MANGUERA,5.74,Aéreo,0
1404677,1404687,BT - MANGUERA,8.88,Aéreo,15128201
1404677,1404692,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",40.0,Aéreo,15128101
1404692,1404697,"BT - RX 0,6/1 KV 2*2 Cu",15.59,Aéreo,15127901
1404692,1404702,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",1.0,Aéreo,0
1404702,1404707,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",7.0,Aéreo,0
1404702,1405881,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",12.0,Aéreo,4284001
1404707,1404712,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",9.0,Aéreo,0
1404707,2577973,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",6.4,Aéreo,15172101
1405881,1405886,BT - MANGUERA,7.09,Aéreo,0
1405881,2227009,BT - MANGUERA,6.74,Aéreo,15171901
1405881,2581175,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",9.0,Aéreo,15171801
1404712,1404717,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",2.0,Aéreo,34629401
1404712,1404722,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",3.0,Aéreo,15127801
2577973,2578049,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",8.32,Aéreo,15172201
2581175,2578038,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",10.0,Aéreo,15171701
2578049,2578079,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",7.0,Aéreo,39118972
2578038,3195006,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",7.0,Aéreo,0
2578079,2768238,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",8.0,Aéreo,0
2768238,1404732,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",3.0,Aéreo,15172401
2768238,2768231,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.0,Subterráneo,0
2768231,2768244,"BT - RV 0,6/1 KV 4*95 KAL",11.0,Subterráneo,500000519
2768231,2768226,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",9.0,Subterráneo,0
2768231,1404737,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",13.0,Subterráneo,0
2768226,2246928,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",16.0,Subterráneo,0
1404737,1404759,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",10.0,Aéreo,31971501
2246928,3226443,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",22.0,Subterráneo,0
3226443,2246875,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",30.0,Subterráneo,0
