ID,PCR,Fase
ZIV0034795718,39365971,R
ZIV0034795719,39365971,R
ZIV0034795720,39365971,T
ZIV0034795721,39365971,S
ZIV0034795722,39365971,T
ZIV0034795723,39365971,T
ZIV0034795724,39365971,S
ZIV0034795725,39365971,T
ZIV0034795726,39365971,T
ZIV0034795727,39365971,S
ZIV0034804248,39365971,T
ZIV0034804249,39365971,S
ZIV0034804250,39365971,R
ZIV0034804251,39365971,T
ZIV0034804252,39365971,S
ZIV0034804256,39365971,R
ZIV0034804257,39365971,S
ZIV0034831552,4285501,T
ZIV0034831771,36767401,R
ZIV0034831776,36767401,R
ZIV0034832039,36767401,T
ZIV0034832041,4285501,T
ZIV0034832042,36767401,T
ZIV0034832044,4285501,R
ZIV0034832045,36767401,(Mono)
ZIV0034832046,36767401,R
ZIV0034832047,36767401,S
ZIV0034832048,36767401,T
ZIV0034842299,15179101,S
ZIV0034842520,15179001,(Mono)
ZIV0034842520,15179001,R
ZIV0034863219,4285501,R
ZIV0034863224,4285501,S
ZIV0034863225,4285501,S
ZIV0034863404,15179101,T
ZIV0034866300,36767401,T
ZIV0034866301,36767401,S
ZIV0034866303,36767401,T
ZIV0034866304,36767401,R
ZIV0034866305,36767401,S
ZIV0034866306,36767401,S
ZIV0034866307,36767401,S
ZIV0034866533,15179001,T
ZIV0034866536,15179001,T
ZIV0034866702,4285501,R
ZIV0034866839,100591477,S
ZIV0034866840,100591477,S
ZIV0034866841,100591477,T
ZIV0034866842,100591477,R
ZIV0034866843,100591477,R
ZIV0034866844,100591477,S
ZIV0034866845,100591477,T
ZIV0034866846,100591477,R
ZIV0034866969,15179101,T
ZIV0034866970,15179101,T
ZIV0034866972,15179001,S
ZIV0034866973,15179101,R
ZIV0034866974,15179101,(Mono)
ZIV0034866974,15179101,T
ZIV0034866975,15179001,(Mono)
ZIV0034866975,15179001,R
ZIV0034866976,15179101,S
ZIV0034866977,15179001,(Mono)
ZIV0034866977,15179001,T
ZIV0034866978,15179001,(Mono)
ZIV0034866978,15179001,R
ZIV0034867029,100591477,T
ZIV0034867030,100591477,T
ZIV0034867032,100591477,T
ZIV0034867033,100591477,S
ZIV0034867034,100591477,R
ZIV0034867035,100591477,R
ZIV0034867037,100591477,T
ZIV0034932507,15179001,S
ZIV0034935993,36767401,S
ZIV0036287893,39365971,RST
ZIV0036288877,15179001,RST
ZIV0036289048,15179101,RST
ZIV0036294992,15179101,RST
ZIV0036295085,36767401,RST
ZIV0036295086,36767401,RST
ZIV0036295091,15179001,(Mono)
ZIV0036295091,15179001,RST
ZIV0036295107,15179101,RST
ZIV0036295132,4285501,RST
ZIV0036312325,100591477,RST
ZIV0036312750,36767401,RST
ZIV0040385460,4285501,S
ZIV0040430704,36767401,S
ZIV0040637207,15179001,RST
ZIV0044842311,100591477,S
ZIV0046916786,15179001,S
ZIV0046916927,15179101,S
ZIV0046934700,100591477,R
ZIV0050030374,39365971,(Mono)
