nodefrom,nodeto,cable,length,kind,PCR
3358686,3358678,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",13.19,Aéreo,4287401
3358678,3358676,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",12.5,Aéreo,15195301
3358676,3358674,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",12.75,Aéreo,15195201
3358674,3358533,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",14.38,Aéreo,0
3863081,41629,BT - Desconocido BT,1.0,Subterráneo,0
41629,1539765,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",17.0,Subterráneo,0
1539765,41569,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",23.0,Subterráneo,0
1539765,1539774,"BT - RV 0,6/1 KV 4*95 KAL",1.0,Subterráneo,30788601
41569,1539779,"BT - RV 0,6/1 KV 4*95 KAL",5.0,Subterráneo,31520701
41569,2523849,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.0,Subterráneo,0
2523849,3158001,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",25.0,Aéreo,0
3158001,2523858,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",20.0,Aéreo,0
2523858,3158005,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",2.0,Aéreo,0
2523858,2523884,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",2.0,Aéreo,0
2523858,2523894,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",22.0,Aéreo,0
3158005,2523863,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",12.0,Aéreo,15141101
2523894,2523899,"BT - RZ 0,6/1 KV 4*16 AL",2.0,Aéreo,15140901
2523894,3326596,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",57.06,Aéreo,0
2523863,2523868,BT - MANGUERA,4.34,Aéreo,0
2523863,2523874,BT - MANGUERA,4.16,Aéreo,15141301
2523863,2523879,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",19.0,Aéreo,0
2523899,2523904,BT - MANGUERA,1.0,Aéreo,0
2523899,2523909,BT - MANGUERA,8.0,Aéreo,15140801
3326596,2523934,"BT - RZ 0,6/1 KV 2*16 AL",8.0,Aéreo,15140401
2523879,3563074,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",1.52,Aéreo,15141001
2523879,2577513,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",9.0,Aéreo,500006222
3563074,2523942,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",21.43,Aéreo,15141201
2577513,2523982,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",2.0,Aéreo,0
2523942,2523947,"BT - RZ 0,6/1 KV 3*50 AL/54,6 ALM",17.0,Aéreo,15141801
2523942,2523952,BT - MANGUERA,3.26,Aéreo,0
2523942,2523957,BT - MANGUERA,7.61,Aéreo,0
2523942,2523962,BT - MANGUERA,3.26,Aéreo,0
2523982,2523987,"BT - RZ 0,6/1 KV 4*16 AL",16.0,Aéreo,15147301
2523982,2524002,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",48.0,Aéreo,97003855
2523947,2523967,"BT - RZ 0,6/1 KV 4*16 AL",18.0,Aéreo,15142201
2523987,2523992,BT - MANGUERA,2.0,Aéreo,0
2523987,2523997,BT - MANGUERA,2.0,Aéreo,0
2524002,2524007,"BT - RZ 0,6/1 KV 2*16 AL",7.0,Aéreo,15142101
2524002,3158019,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",25.0,Aéreo,0
2524002,2577554,"BT - RZ 0,6/1 KV 4*16 AL",34.0,Aéreo,15147901
2523967,2523972,BT - MANGUERA,2.0,Aéreo,15142001
2523967,2523977,BT - MANGUERA,2.0,Aéreo,0
3158019,2524012,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",16.0,Aéreo,39033001
2577554,3158014,"BT - RZ 0,6/1 KV 4*16 AL",9.0,Aéreo,0
3158014,2577564,"BT - RZ 0,6/1 KV 4*16 AL",6.02,Aéreo,15147801
2577564,2524017,"BT - RZ 0,6/1 KV 4*16 AL",2.11,Aéreo,15147701
2524017,2524022,"BT - RZ 0,6/1 KV 2*16 AL",8.0,Aéreo,15147601
3863081,41291,BT - Desconocido BT,1.0,Subterráneo,0
41291,3225463,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",41.0,Subterráneo,0
3225463,2528544,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",42.94,Subterráneo,0
2528544,2523889,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",1.05,Subterráneo,0
2528544,2528565,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",127.84,Subterráneo,0
2528565,2528573,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",24.0,Subterráneo,0
2528565,2528605,"BT - RZ 0,6/1 KV 4*16 AL",2.0,Subterráneo,34620701
2528573,4115534,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",21.93,Subterráneo,0
2528573,2528615,"BT - RZ 0,6/1 KV 4*16 AL",3.0,Subterráneo,36273501
4115534,2528656,"BT - RV 0,6/1 KV 4*25 KAL",1.69,Subterráneo,100177007
4115534,2528584,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",15.48,Subterráneo,0
2528615,2528620,BT - MANGUERA,3.0,Aéreo,0
2528615,2528625,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",6.0,Aéreo,35021101
2528584,2528589,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",41.97,Subterráneo,0
2528584,2528666,"BT - RV 0,6/1 KV 4*25 KAL",3.0,Subterráneo,35096701
2528589,2528594,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",30.88,Subterráneo,0
2528589,2528682,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",1.11,Subterráneo,0
2528594,2528752,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.12,Subterráneo,0
2528594,2528802,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",20.99,Subterráneo,0
2528802,2528834,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",31.37,Subterráneo,0
2528802,2528816,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.12,Subterráneo,0
2528834,2528799,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",16.64,Subterráneo,0
2528834,3387380,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.08,Subterráneo,0
2528799,2528862,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",29.0,Subterráneo,0
2528799,2528893,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",3.0,Subterráneo,0
2528862,2528867,"BT - RV 0,6/1 KV 4*25 KAL",2.0,Subterráneo,36545601
2528862,2528872,"BT - RV 0,6/1 KV 4*25 KAL",14.0,Subterráneo,100045331
2528893,2528898,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",4.0,Subterráneo,0
2528893,2538747,"BT - RV 0,6/1 KV 2*25 KAL",1.0,Subterráneo,30211001
2528893,2538752,"BT - RV 0,6/1 KV 4*25 KAL",2.0,Subterráneo,30125301
2528872,2528883,"BT - RV 0,6/1 KV 4*25 KAL",3.0,Aéreo,0
2528898,1169197,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",31.0,Subterráneo,0
2528898,2529118,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",22.08,Subterráneo,0
1169197,1169202,"BT - RV 0,6/1 KV 4*25 KAL",1.0,Subterráneo,100408081
1169197,1169207,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",24.0,Subterráneo,0
2529118,2529244,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",32.67,Subterráneo,0
2529118,2529289,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.04,Subterráneo,0
2529244,2529211,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",24.78,Subterráneo,0
2529244,2529249,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.06,Subterráneo,0
2529211,2529183,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",35.4,Subterráneo,0
2529211,2529216,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.1,Subterráneo,0
2529183,2529165,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",21.56,Subterráneo,0
2529183,2529188,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",1.08,Subterráneo,0
2529165,2529157,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",19.0,Subterráneo,0
2529165,2529170,"BT - RX 0,6/1 KV 2*6 Cu",1.0,Subterráneo,100159453
2529157,2529149,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",21.0,Subterráneo,0
2529157,2529162,"BT - RV 0,6/1 KV 4*25 KAL",2.0,Subterráneo,37906301
2529149,2529121,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",28.0,Subterráneo,0
2529149,2529154,"BT - RV 0,6/1 KV 4*25 KAL",2.0,Subterráneo,35014601
2529121,2529126,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",20.0,Subterráneo,0
2529121,2529136,"BT - RV 0,6/1 KV 4*25 KAL",3.0,Subterráneo,34781201
2529126,2529131,"BT - RV 0,6/1 KV 4*25 KAL",1.0,Subterráneo,35016401
2529136,2529141,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",4.0,Aéreo,0
2529136,2529146,BT - MANGUERA,5.0,Aéreo,35015101
3863081,41676,BT - Desconocido BT,1.0,Subterráneo,0
41676,41625,BT - Desconocido BT,15.0,Subterráneo,0
41625,41627,BT - Desconocido BT,4.0,Aéreo,15195001
3863081,41680,BT - Desconocido BT,1.0,Subterráneo,0
41680,3225408,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",15.0,Subterráneo,0
3225408,41630,"BT - RZ 0,6/1 KV 3*150 AL/95 ALM",22.0,Subterráneo,0
41630,2577943,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",21.0,Aéreo,15194901
2577943,2577963,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",21.0,Aéreo,15194701
2577963,2577993,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",22.0,Aéreo,15194501
2577993,41647,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",15.0,Aéreo,0
41647,2578009,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",19.0,Aéreo,4281201
41647,3157989,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",53.0,Aéreo,0
2578009,2232460,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",15.0,Aéreo,0
3157989,41653,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",2.0,Aéreo,0
41653,41657,"BT - RZ 0,6/1 KV 2*16 AL",12.0,Aéreo,15116601
41653,41659,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",42.3,Aéreo,0
41653,3157975,"BT - RZ 0,6/1 KV 2*16 AL",16.0,Aéreo,0
41659,41661,"BT - RZ 0,6/1 KV 2*16 AL",11.06,Aéreo,15116801
41659,41669,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",48.85,Aéreo,100594199
41659,3157983,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",10.0,Aéreo,0
41659,2537449,"BT - RZ 0,6/1 KV 4*16 AL",11.96,Aéreo,15117001
41659,3157985,"BT - RZ 0,6/1 KV 2*16 AL",11.0,Aéreo,0
3157975,2537404,"BT - RZ 0,6/1 KV 2*16 AL",13.0,Aéreo,15194301
41669,41670,"BT - RZ 0,6/1 KV 4*16 AL",13.0,Aéreo,15152701
41669,2537471,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",57.0,Aéreo,0
3157983,2537431,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",21.0,Aéreo,15152301
3157985,41667,"BT - RZ 0,6/1 KV 2*16 AL",23.0,Aéreo,0
41670,2524059,BT - MANGUERA,3.59,Aéreo,0
41670,2524064,BT - MANGUERA,3.19,Aéreo,15152801
2537471,2537476,"BT - RZ 0,6/1 KV 2*16 AL",9.0,Aéreo,15174801
2537471,2537481,"BT - RZ 0,6/1 KV 4*16 AL",9.0,Aéreo,15174701
