ID,PCR,Fase
SAG0125356666,15195201,T
SAG0125358071,15194901,S
SAG0125358072,15195001,S
SAG0125358073,15195001,S
SAG0125358074,15195001,S
SAG0125358075,15195001,T
SAG0125358077,15195001,R
SAG0125358078,15195001,T
SAG0125358079,15195001,S
SAG0125358080,15195001,R
SAG0125358131,30788601,R
SAG0125358132,30788601,R
SAG0125358133,30788601,T
SAG0125358134,30788601,R
SAG0125358135,30788601,T
SAG0125358136,31520701,S
SAG0125358137,30788601,S
SAG0125358138,30788601,S
SAG0125358139,30788601,R
SAG0125358140,31520701,T
SAG0125358142,15194501,S
SAG0125358166,15195001,R
SAG0125358182,15195201,T
SAG0125358183,15195201,S
SAG0125358184,15195201,S
SAG0125358185,15195201,T
SAG0125358186,15195201,S
SAG0125358187,15195201,R
SAG0125358188,15195201,R
SAG0125358190,15195201,T
SAG0125358321,15194901,R
SAG0125358322,15194901,T
SAG0125358323,15194901,S
SAG0125358324,15194901,R
SAG0125358325,15194901,R
SAG0125358326,15194901,R
SAG0125358327,15194901,S
SAG0125358328,15194901,T
SAG0125358330,15194901,T
SAG0125358371,15195401,S
SAG0125358372,15195401,R
SAG0125358373,15195401,R
SAG0125358374,15195401,S
SAG0125358375,15195401,T
SAG0125358376,15195401,R
SAG0125358377,15195401,S
SAG0125358378,15195401,S
SAG0125358379,15195401,T
SAG0125358380,15195401,S
SAG0125358381,15195301,R
SAG0125358383,15195301,R
SAG0125358384,15195301,T
SAG0125358385,15195301,R
SAG0125358386,15195301,S
SAG0125358387,15195301,S
SAG0125358388,15195301,S
SAG0125358389,15195301,T
SAG0125358390,15195301,S
SAG0125358411,31520701,R
SAG0125358412,31520701,R
SAG0125358413,31520701,T
SAG0125358414,31520701,T
SAG0125358415,31520701,R
SAG0125358416,31520701,S
SAG0125358417,31520701,S
SAG0125358418,31520701,T
SAG0125358420,31520701,T
SAG0125358491,15194501,S
SAG0125358492,15194501,T
SAG0125358493,15194501,R
SAG0125358494,15194501,S
SAG0125358495,15194501,T
SAG0125358496,15194501,R
SAG0125358497,15194501,S
SAG0125358498,15194501,T
SAG0125358499,15194501,R
SAG0125358500,15194501,R
SAG0125358501,30788601,S
SAG0125358502,30788601,S
SAG0125358503,30788601,T
SAG0125358504,30788601,T
SAG0125358505,30788601,T
SAG0125358507,30788601,R
SAG0125358508,30788601,R
SAG0125358509,30788601,T
SAG0125358510,30788601,R
SAG0125358531,4287401,R
SAG0125358532,4287401,R
SAG0125358533,4287401,T
SAG0125358534,4287401,S
SAG0125358535,4287401,T
SAG0125358537,4287401,S
SAG0125358538,4287401,S
SAG0125358539,4287401,R
SAG0125358540,4287401,T
SAG0125358551,15195401,R
SAG0125358554,15195401,T
SAG0125358556,4287401,T
SAG0125358558,4287401,R
SAG0125358559,15195401,R
SAG0125358560,15195301,T
SAG0125358561,15195001,T
SAG0125358562,15195001,R
SAG0125358563,15195001,S
SAG0125358564,15195001,R
SAG0125358565,15195001,T
SAG0125358567,15195001,T
SAG0125358568,15195001,T
SAG0125358569,15195001,S
SAG0125358570,15195001,S
SAG0125358591,15194501,S
SAG0125358592,15194501,S
SAG0125358593,15194501,T
SAG0125358594,15194501,R
SAG0125358595,15194501,S
SAG0125358597,15194501,T
SAG0125358598,15194501,R
SAG0125358600,15194501,T
SAG0125358631,15195501,S
SAG0125358632,15195501,R
SAG0125358633,15195501,R
SAG0125358634,15195501,R
SAG0125358635,15195501,S
SAG0125358636,15195501,S
SAG0125358637,15195501,S
SAG0125358638,15195501,T
SAG0125358639,15195501,T
SAG0125358640,15195401,T
SAG0125360052,15194301,R
SAG0125360410,15194701,R
SAG0145400916,15195301,T
SAG0145443254,15117401,(Mono)
SAG0145443254,15117401,(Mono)
SAG0155289352,15117801,R
SAG0155289352,15117801,(Mono)
SAG0156203784,15195201,RST
SOG0020042461,500006222,S
SOG0020051401,15195301,R
ZIV0034685019,15194701,R
ZIV0034685065,15194701,R
ZIV0034795218,15117401,R
ZIV0034795218,15117401,(Mono)
ZIV0034795219,15117401,T
ZIV0034795219,15117401,(Mono)
ZIV0034795220,8897201,(Mono)
ZIV0034795220,8897201,(Mono)
ZIV0034795221,15117701,R
ZIV0034795221,15117701,(Mono)
ZIV0034795222,15117701,R
ZIV0034795222,15117701,(Mono)
ZIV0034795225,15117701,R
ZIV0034795225,15117701,(Mono)
ZIV0034795226,15117701,S
ZIV0034795226,15117701,(Mono)
ZIV0034795227,15117701,T
ZIV0034795227,15117701,(Mono)
ZIV0034795299,15116601,T
ZIV0034795308,15117401,R
ZIV0034795308,15117401,(Mono)
ZIV0034795309,15117401,R
ZIV0034795309,15117401,(Mono)
ZIV0034795310,15117401,R
ZIV0034795310,15117401,(Mono)
ZIV0034795311,15117401,T
ZIV0034795311,15117401,(Mono)
ZIV0034795312,15117401,(Mono)
ZIV0034795312,15117401,(Mono)
ZIV0034795313,15117401,S
ZIV0034795313,15117401,(Mono)
ZIV0034795314,15117401,S
ZIV0034795314,15117401,(Mono)
ZIV0034795315,15117401,S
ZIV0034795315,15117401,(Mono)
ZIV0034795316,15117401,R
ZIV0034795316,15117401,(Mono)
ZIV0034795317,15117401,S
ZIV0034795317,15117401,(Mono)
ZIV0034795439,8897201,S
ZIV0034795439,8897201,(Mono)
ZIV0034795440,8897201,S
ZIV0034795440,8897201,(Mono)
ZIV0034795441,8897201,T
ZIV0034795441,8897201,(Mono)
ZIV0034795442,8897201,S
ZIV0034795442,8897201,(Mono)
ZIV0034795444,8897201,T
ZIV0034795444,8897201,(Mono)
ZIV0034795445,8897201,R
ZIV0034795445,8897201,(Mono)
ZIV0034795446,8897201,R
ZIV0034795446,8897201,(Mono)
ZIV0034795447,8897201,R
ZIV0034795447,8897201,(Mono)
ZIV0034795473,15117701,S
ZIV0034795473,15117701,(Mono)
ZIV0034795474,15117701,(Mono)
ZIV0034795474,15117701,(Mono)
ZIV0034795475,15117701,R
ZIV0034795475,15117701,(Mono)
ZIV0034795509,15117801,T
ZIV0034795509,15117801,(Mono)
ZIV0034795511,15117801,T
ZIV0034795511,15117801,(Mono)
ZIV0034795513,15117801,S
ZIV0034795513,15117801,(Mono)
ZIV0034795514,15117801,T
ZIV0034795514,15117801,(Mono)
ZIV0034795515,15117801,T
ZIV0034795515,15117801,(Mono)
ZIV0034795516,15117801,T
ZIV0034795516,15117801,(Mono)
ZIV0034795528,8897201,T
ZIV0034795528,8897201,(Mono)
ZIV0034795533,8897201,R
ZIV0034795533,8897201,(Mono)
ZIV0034795538,15117001,S
ZIV0034795545,15116801,S
ZIV0034795578,15117701,(Mono)
ZIV0034795578,15117701,(Mono)
ZIV0034795628,15117801,S
ZIV0034795628,15117801,(Mono)
ZIV0034795629,15117801,R
ZIV0034795629,15117801,(Mono)
ZIV0034795630,15117801,R
ZIV0034795630,15117801,(Mono)
ZIV0034795631,15117801,R
ZIV0034795631,15117801,(Mono)
ZIV0034795632,15117801,(Mono)
ZIV0034795632,15117801,(Mono)
ZIV0034795634,15117801,T
ZIV0034795634,15117801,(Mono)
ZIV0034795635,15117801,T
ZIV0034795635,15117801,(Mono)
ZIV0034795636,15117801,R
ZIV0034795636,15117801,(Mono)
ZIV0034795637,15117801,R
ZIV0034795637,15117801,(Mono)
ZIV0034795638,15117701,T
ZIV0034795638,15117701,(Mono)
ZIV0034795639,15117701,T
ZIV0034795639,15117701,(Mono)
ZIV0034795640,15117701,R
ZIV0034795640,15117701,(Mono)
ZIV0034795641,15117701,S
ZIV0034795641,15117701,(Mono)
ZIV0034795644,15117701,S
ZIV0034795644,15117701,(Mono)
ZIV0034795645,15117701,R
ZIV0034795645,15117701,(Mono)
ZIV0034795647,15117701,S
ZIV0034795647,15117701,(Mono)
ZIV0034795691,8897201,S
ZIV0034795691,8897201,(Mono)
ZIV0034795692,8897201,R
ZIV0034795692,8897201,(Mono)
ZIV0034795697,8897201,T
ZIV0034795697,8897201,(Mono)
ZIV0034810343,15141001,T
ZIV0034810469,15147301,R
ZIV0034810470,39033001,S
ZIV0034810471,15147901,T
ZIV0034810472,15147601,R
ZIV0034810476,15147801,R
ZIV0034810477,15147701,S
ZIV0034810515,15142101,(Mono)
ZIV0034810577,15140401,S
ZIV0034810598,15141101,T
ZIV0034810600,15141201,T
ZIV0034810602,15142201,S
ZIV0034810604,15140901,R
ZIV0034810605,15141301,R
ZIV0034810606,15142201,T
ZIV0034813116,4281201,S
ZIV0034813790,4281201,R
ZIV0034813798,15152301,R
ZIV0034813803,15152701,R
ZIV0034813804,15152801,T
ZIV0034813889,4281201,R
ZIV0034813890,4281201,(Mono)
ZIV0034813891,4281201,S
ZIV0034813893,4281201,S
ZIV0034813894,4281201,T
ZIV0034813895,4281201,T
ZIV0034813896,4281201,R
ZIV0034813897,4281201,R
ZIV0034831731,15195201,R
ZIV0034831782,8897201,S
ZIV0034831782,8897201,(Mono)
ZIV0034842052,15194701,T
ZIV0034842053,15194701,T
ZIV0034842058,15194701,T
ZIV0034842312,15195501,T
ZIV0034842419,15194701,R
ZIV0034842420,15194701,R
ZIV0034842421,15194701,(Mono)
ZIV0034842422,15194701,S
ZIV0034842423,15194701,(Mono)
ZIV0034842424,15194701,S
ZIV0034842425,15194701,S
ZIV0034842426,15194701,T
ZIV0034842427,15194701,T
ZIV0034844826,15117701,S
ZIV0034844826,15117701,(Mono)
ZIV0034844981,15194901,S
ZIV0034850134,36273501,R
ZIV0034854549,15156001,S
ZIV0034854549,15156001,(Mono)
ZIV0034854550,15156001,S
ZIV0034854550,15156001,(Mono)
ZIV0034854551,15156001,R
ZIV0034854551,15156001,(Mono)
ZIV0034854552,15156001,R
ZIV0034854552,15156001,(Mono)
ZIV0034854553,15156001,S
ZIV0034854553,15156001,(Mono)
ZIV0034854554,15156001,S
ZIV0034854554,15156001,(Mono)
ZIV0034854555,15156001,R
ZIV0034854555,15156001,(Mono)
ZIV0034854556,15156001,R
ZIV0034854556,15156001,(Mono)
ZIV0034854557,15156001,T
ZIV0034854557,15156001,(Mono)
ZIV0034854558,15156001,T
ZIV0034854558,15156001,(Mono)
ZIV0034859694,15156101,R
ZIV0034859694,15156101,(Mono)
ZIV0034859696,15156101,T
ZIV0034859696,15156101,(Mono)
ZIV0034859698,15156101,S
ZIV0034859698,15156101,(Mono)
ZIV0034861799,15174701,R
ZIV0034861801,15174801,T
ZIV0034861919,15156101,R
ZIV0034861919,15156101,(Mono)
ZIV0034861922,15156101,S
ZIV0034861922,15156101,(Mono)
ZIV0034861924,15156101,S
ZIV0034861924,15156101,(Mono)
ZIV0034861925,15156101,T
ZIV0034861925,15156101,(Mono)
ZIV0034861928,15156101,T
ZIV0034861928,15156101,(Mono)
ZIV0034907833,8897201,S
ZIV0034907833,8897201,(Mono)
ZIV0034921446,100177007,S
ZIV0034921452,15195001,R
ZIV0034936259,15117701,T
ZIV0034936259,15117701,(Mono)
ZIV0036287466,15117701,RST
ZIV0036287466,15117701,(Mono)
ZIV0036287467,15117801,RST
ZIV0036287467,15117801,(Mono)
ZIV0036287476,15117401,RST
ZIV0036287476,15117401,(Mono)
ZIV0036287502,15117401,RST
ZIV0036287502,15117401,(Mono)
ZIV0036287994,8897201,RST
ZIV0036287994,8897201,(Mono)
ZIV0036287995,8897201,RST
ZIV0036287995,8897201,(Mono)
ZIV0036287996,8897201,RST
ZIV0036287996,8897201,(Mono)
ZIV0036288014,15117401,RST
ZIV0036288014,15117401,(Mono)
ZIV0036288259,15141801,RST
ZIV0036288872,15156201,RST
ZIV0036288872,15156201,(Mono)
ZIV0036289043,30125301,RST
ZIV0036289044,100045331,RST
ZIV0036291965,15156101,RST
ZIV0036291965,15156101,(Mono)
ZIV0036292071,15156001,RST
ZIV0036292071,15156001,(Mono)
ZIV0036292112,15156201,RST
ZIV0036293795,36545601,RST
ZIV0036294548,30788601,RST
ZIV0036294549,15194901,RST
ZIV0036294550,15194901,RST
ZIV0036294551,15194501,RST
ZIV0036295883,15195501,RST
ZIV0036295885,15195501,RST
ZIV0036295886,30788601,RST
ZIV0036295888,15195401,RST
ZIV0036295889,15195301,RST
ZIV0036295890,4287401,RST
ZIV0036295891,31520701,RST
ZIV0036295892,30788601,RST
ZIV0036295893,15195001,RST
ZIV0036295898,15194701,RST
ZIV0036295899,15194701,RST
ZIV0036295901,15194501,RST
ZIV0036295902,15194701,RST
ZIV0036297222,15117801,RST
ZIV0036297222,15117801,(Mono)
ZIV0036309611,4281201,RST
ZIV0036384222,15156101,R
ZIV0036384222,15156101,(Mono)
ZIV0036384319,15117701,T
ZIV0036384319,15117701,(Mono)
ZIV0036384819,15140901,S
ZIV0036405245,15194701,S
ZIV0040303643,34620701,R
ZIV0040332096,15117401,R
ZIV0040332096,15117401,(Mono)
