ID,PCR,Fase
SOG0020028024,15153301,S
SOG0020028024,15153301,(Mono)
ZIV0034810929,15153301,R
ZIV0034810929,15153301,(Mono)
ZIV0034810930,15153301,S
ZIV0034810930,15153301,(Mono)
ZIV0034810932,15153301,S
ZIV0034810932,15153301,(Mono)
ZIV0034810933,15153301,S
ZIV0034810933,15153301,(Mono)
ZIV0034810934,15153301,R
ZIV0034810934,15153301,(Mono)
ZIV0034810935,15153301,T
ZIV0034810935,15153301,(Mono)
ZIV0034810937,15153301,R
ZIV0034810937,15153301,(Mono)
ZIV0034810978,15153301,R
ZIV0034810978,15153301,(Mono)
ZIV0034810981,15153301,S
ZIV0034810981,15153301,(Mono)
ZIV0034810982,15153301,R
ZIV0034810982,15153301,(Mono)
ZIV0034810984,15153301,S
ZIV0034810984,15153301,(Mono)
ZIV0034810986,15153301,R
ZIV0034810986,15153301,(Mono)
ZIV0034813789,15153601,S
ZIV0034813789,15153601,(Mono)
ZIV0034813792,15153601,T
ZIV0034813792,15153601,(Mono)
ZIV0034813794,15153601,S
ZIV0034813794,15153601,(Mono)
ZIV0034813795,15153601,(Mono)
ZIV0034813795,15153601,(Mono)
ZIV0034813905,15153301,S
ZIV0034813905,15153301,(Mono)
ZIV0034820906,500006059,R
ZIV0034820906,500006059,(Mono)
ZIV0034833269,15153401,(Mono)
ZIV0034833269,15153401,(Mono)
ZIV0034833270,15153401,R
ZIV0034833270,15153401,(Mono)
ZIV0034833277,15153401,T
ZIV0034833277,15153401,(Mono)
ZIV0034844639,15153401,R
ZIV0034844639,15153401,(Mono)
ZIV0034844640,15153401,R
ZIV0034844640,15153401,(Mono)
ZIV0034844642,15153401,T
ZIV0034844642,15153401,(Mono)
ZIV0034844647,15153401,R
ZIV0034844647,15153401,(Mono)
ZIV0034844648,15153401,R
ZIV0034844648,15153401,(Mono)
ZIV0036289789,15153301,RST
ZIV0036289789,15153301,(Tri)
ZIV0036289790,15153301,RST
ZIV0036289790,15153301,(Tri)
ZIV0036289823,15153301,RST
ZIV0036289823,15153301,(Tri)
ZIV0036291076,15153301,RST
ZIV0036291076,15153301,(Tri)
ZIV0036291251,15153401,RST
ZIV0036291251,15153401,(Tri)
ZIV0046916801,15153401,S
ZIV0046916801,15153401,(Mono)
ZIV0046917135,15153401,S
ZIV0046917135,15153401,(Mono)
ZIV0046917142,15153401,S
ZIV0046917142,15153401,(Mono)
ZIV0049975894,15153301,RST
ZIV0049975894,15153301,(Tri)
SAG0125356800,101623564,R
SAG0125360021,500000148,R
SAG0145443352,100155998,R
SAG0145457258,500000148,(Mono)
SAG0155185691,15153801,T
SAG0155185692,4281501,T
SAG0166201941,500009217,RST
SAG0166201941,500009217,(Tri)
SOG0020062363,101626315,T
ZIV0034670274,101627914,S
ZIV0034671118,101628062,R
ZIV0034674099,500000148,T
ZIV0034685046,500000148,T
ZIV0034790387,15156301,S
ZIV0034795228,101628062,S
ZIV0034795229,101628062,T
ZIV0034795230,101628062,S
ZIV0034795231,101628062,T
ZIV0034795232,101628062,R
ZIV0034795233,101628062,T
ZIV0034795234,101628062,R
ZIV0034795235,101628062,R
ZIV0034795236,101628062,S
ZIV0034795237,101628062,T
ZIV0034795248,101623564,S
ZIV0034795249,101623564,S
ZIV0034795250,101623564,R
ZIV0034795251,101623564,R
ZIV0034795252,101623564,S
ZIV0034795253,101623564,R
ZIV0034795254,101623564,S
ZIV0034795255,101623564,T
ZIV0034795256,101623564,S
ZIV0034795257,101623564,T
ZIV0034795318,100155916,R
ZIV0034795319,100155916,T
ZIV0034795320,100155916,S
ZIV0034795321,100155916,T
ZIV0034795322,100155916,S
ZIV0034795323,100155916,S
ZIV0034795324,100155916,T
ZIV0034795325,100155916,S
ZIV0034795326,100155916,R
ZIV0034795418,101628062,R
ZIV0034795419,101628062,R
ZIV0034795420,101628062,S
ZIV0034795421,101628062,T
ZIV0034795423,101628062,R
ZIV0034795424,101628062,S
ZIV0034795425,101628062,S
ZIV0034795427,101628071,R
ZIV0034795608,100155916,S
ZIV0034795609,101623564,(Mono)
ZIV0034795610,100155916,S
ZIV0034795611,100155916,R
ZIV0034795612,100155916,R
ZIV0034795613,100155916,T
ZIV0034795614,100155916,R
ZIV0034795615,100155916,S
ZIV0034795616,100155916,(Mono)
ZIV0034795617,100155916,R
ZIV0034795648,100155916,T
ZIV0034795649,100155916,S
ZIV0034795650,100155916,S
ZIV0034795651,100155916,T
ZIV0034795652,100155916,R
ZIV0034795653,100155916,(Mono)
ZIV0034795654,100155916,R
ZIV0034795655,100155916,R
ZIV0034795656,100155916,T
ZIV0034795657,100155916,S
ZIV0034795678,101623564,R
ZIV0034795679,101623564,R
ZIV0034795681,101623564,T
ZIV0034795682,101623564,R
ZIV0034795683,101623564,S
ZIV0034795684,101623564,S
ZIV0034795685,101623564,T
ZIV0034795686,101623564,R
ZIV0034795687,101623564,T
ZIV0034795709,101628071,S
ZIV0034795710,101628071,T
ZIV0034795711,101628071,(Mono)
ZIV0034795712,101628071,(Mono)
ZIV0034795713,101628071,R
ZIV0034795715,101628071,R
ZIV0034795716,101628071,R
ZIV0034795717,101628071,(Mono)
ZIV0034810731,15152501,R
ZIV0034810732,15152501,T
ZIV0034810737,15152501,S
ZIV0034810928,15153301,T
ZIV0034810928,15153301,(Mono)
ZIV0034810931,15153301,T
ZIV0034810931,15153301,(Mono)
ZIV0034810936,15153301,T
ZIV0034810936,15153301,(Mono)
ZIV0034810979,15153301,T
ZIV0034810979,15153301,(Mono)
ZIV0034810980,15153301,S
ZIV0034810980,15153301,(Mono)
ZIV0034810987,15153301,T
ZIV0034810987,15153301,(Mono)
ZIV0034811168,15153801,R
ZIV0034811169,15153801,(Mono)
ZIV0034811170,15153801,R
ZIV0034811171,15153801,T
ZIV0034811172,15153801,R
ZIV0034811173,15153801,T
ZIV0034811175,15153801,S
ZIV0034811176,15153801,T
ZIV0034811177,15153801,R
ZIV0034813728,4281401,T
ZIV0034813729,4281401,(Mono)
ZIV0034813730,4281401,S
ZIV0034813732,4281401,S
ZIV0034813733,4281401,R
ZIV0034813735,4281401,S
ZIV0034813736,4281401,T
ZIV0034813737,4281401,R
ZIV0034813793,15153601,R
ZIV0034813793,15153601,(Mono)
ZIV0034813796,15153601,R
ZIV0034813796,15153601,(Mono)
ZIV0034813797,15152501,R
ZIV0034813799,15153801,S
ZIV0034813800,15153801,S
ZIV0034813801,4281501,S
ZIV0034813802,15153801,R
ZIV0034813806,15153801,S
ZIV0034813807,15153801,S
ZIV0034813868,4281301,T
ZIV0034813869,4281301,R
ZIV0034813870,4281301,T
ZIV0034813871,4281301,R
ZIV0034813872,4281301,R
ZIV0034813873,4281301,R
ZIV0034813874,4281301,S
ZIV0034813875,4281301,T
ZIV0034813876,4281301,S
ZIV0034816888,15156301,R
ZIV0034816889,15156301,R
ZIV0034816890,15156301,(Mono)
ZIV0034816891,15156301,T
ZIV0034816893,15156301,S
ZIV0034816894,15156301,T
ZIV0034816895,15156301,R
ZIV0034816896,15156301,R
ZIV0034816897,15156301,(Mono)
ZIV0034817059,15156301,S
ZIV0034820505,4281501,S
ZIV0034820541,500000148,T
ZIV0034820768,4281501,(Mono)
ZIV0034820769,4281501,T
ZIV0034820771,4281501,S
ZIV0034820772,4281501,T
ZIV0034820777,4281501,S
ZIV0034820798,4281501,R
ZIV0034820802,4281501,S
ZIV0034820803,4281501,(Mono)
ZIV0034820804,4281501,S
ZIV0034820805,4281501,T
ZIV0034820807,4281501,T
ZIV0034840545,500009217,(Mono)
ZIV0034840545,500009217,(Mono)
ZIV0034844646,15153401,(Mono)
ZIV0034844646,15153401,(Mono)
ZIV0034844820,4281501,R
ZIV0034844825,4281501,S
ZIV0034844828,4281501,(Mono)
ZIV0034844970,500000148,S
ZIV0034850218,4281501,S
ZIV0034859689,4281501,R
ZIV0034859690,4281501,S
ZIV0034859692,4281501,R
ZIV0034859693,4281501,R
ZIV0034861829,101628081,R
ZIV0034861830,101628081,S
ZIV0034861831,101628081,T
ZIV0034861832,101628081,S
ZIV0034861833,101628081,T
ZIV0034861834,101628081,S
ZIV0034861835,101628081,(Mono)
ZIV0034861836,101628081,S
ZIV0034861837,101628081,R
ZIV0034861838,101628081,S
ZIV0034861850,101626315,S
ZIV0034861851,101628081,T
ZIV0034861852,101628081,T
ZIV0034861853,101626315,T
