nodefrom,nodeto,cable,length,kind,PCR
2232466,2232461,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",2.0,Aéreo,0
2232466,2579503,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",3.0,Aéreo,4281301
2579503,2579489,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",16.0,Aéreo,4281401
2579489,3514540,"BT - RZ 0,6/1 KV 3*150 AL/80 ALM",10.71,Aéreo,0
3514540,686259,"BT - RZ 0,6/1 KV 3*25 AL/54,6 ALM",12.81,Aéreo,0
3514540,3602104,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",28.01,Subterráneo,0
686259,3563032,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",10.32,Aéreo,0
686259,689554,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",10.54,Aéreo,4281401
3602104,3514549,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",110.73,Subterráneo,0
3602104,3602109,"BT - RV 0,6/1 KV 4*25 KAL",3.83,Subterráneo,500012098
3563032,689549,"BT - RZ 0,6/1 KV 3*70 ALM/54,6 AL",21.84,Aéreo,4281301
3514549,3514554,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",21.32,Subterráneo,0
3514549,3514572,"BT - RV 0,6/1 KV 4*95 KAL",2.35,Subterráneo,15153801
3514554,3514559,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",24.69,Subterráneo,0
3514554,3514577,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",2.21,Subterráneo,4281501
3514577,2578453,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",2.52,Aéreo,0
3514577,41634,"BT - RZ 0,6/1 KV 3*95 AL/54,6 ALM",27.29,Aéreo,15156301
41634,2249309,"BT - RV 0,6/1 KV 3(1*150 KAL) + 1*95 KAL",28.0,Subterráneo,0
